Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NC_058078.1:15739487-15739907	Cluster_10547	N	9	9	68	3	1
NC_058078.1:15753076-15753504	Cluster_10548	N	10	7	21	64	199
NC_058078.1:15814765-15815193	Cluster_10549	N	227	1	3	0	0
NC_058078.1:15823124-15823547	Cluster_10550	N	32	68	53	101	68
NC_058078.1:15858102-15858698	Cluster_10551	N	0	408	0	192	334
NC_058078.1:15878891-15879321	Cluster_10552	N	157	5	6	0	1
NC_058078.1:15906650-15907200	Cluster_10553	N	878	63	1	0	160
NC_058078.1:15910209-15910745	Cluster_10554	N	85	105	128	129	41
NC_058078.1:16004538-16005036	Cluster_10555	N	0	294	0	1	0
NC_058078.1:16141186-16142425	Cluster_10556	N	4451	4019	4497	3041	4414
NC_058078.1:16184381-16184809	Cluster_10557	N	0	0	1	0	250
NC_058078.1:16232082-16232556	Cluster_10558	N	29	253	13	1	12
NC_058078.1:16254060-16255034	Cluster_10559	N	86	787	902	754	111
NC_058078.1:16255658-16256142	Cluster_10560	N	123	160	1	36	37
NC_058078.1:16283979-16284406	Cluster_10561	N	39	107	8	0	0
NC_058078.1:16448332-16449148	Cluster_10562	N	272	68	2	13	53
NC_058078.1:16449987-16450415	Cluster_10563	N	3	136	0	6	2
NC_058078.1:16771980-16772410	Cluster_10564	N	1	0	0	0	146
NC_058078.1:16787443-16787872	Cluster_10565	N	235	246	184	1	2
NC_058078.1:17115065-17115603	Cluster_10566	N	823	523	615	362	493
NC_058078.1:17123762-17124238	Cluster_10567	N	408	630	1209	406	804
NC_058078.1:17182420-17182848	Cluster_10568	N	87	20	44	139	9
NC_058078.1:17242947-17243747	Cluster_10569	N	221	36	313	42	73
NC_058078.1:17248760-17249187	Cluster_10570	N	142	48	35	23	87
NC_058078.1:17767192-17767600	Cluster_10571	N	17	15	20	20	9
NC_058078.1:17915459-17915887	Cluster_10572	N	59	9	93	7	12
NC_058078.1:18008235-18008654	Cluster_10573	N	24	0	72	36	7
NC_058078.1:18081028-18081459	Cluster_10574	N	226	0	3	5	199
NC_058078.1:18084738-18085166	Cluster_10575	N	2	1	534	40	16
NC_058078.1:18125628-18126159	Cluster_10576	N	167	189	2807	194	163
NC_058078.1:18155827-18156382	Cluster_10577	N	5	100	120	318	40
NC_058078.1:18162758-18163197	Cluster_10578	N	274	91	0	52	127
NC_058078.1:18174130-18174834	Cluster_10579	N	4	448	37	292	24
NC_058078.1:18179553-18179982	Cluster_10580	N	0	120	7	84	36
NC_058078.1:18333493-18333922	Cluster_10581	N	0	115	25	79	30
NC_058078.1:18334180-18334800	Cluster_10582	N	641	68	117	31	34
NC_058078.1:18348835-18350425	Cluster_10583	N	13	6	8	5118	3371
NC_058078.1:18426927-18427355	Cluster_10584	N	43	7	92	22	21
NC_058078.1:18564480-18565145	Cluster_10585	N	608	1	261	127	100
NC_058078.1:18591853-18592982	Cluster_10586	N	3821	34	37	1591	5489
NC_058078.1:18600220-18600648	Cluster_10587	N	48	0	1	2	221
NC_058078.1:18619450-18619986	Cluster_10588	N	446	401	1686	303	1277
NC_058078.1:18623773-18624304	Cluster_10589	N	3335	2827	3179	1200	3879
NC_058078.1:18626385-18626914	Cluster_10590	N	756	1670	1528	111	370
NC_058078.1:18655381-18655809	Cluster_10591	N	84	0	0	0	28
NC_058078.1:19024013-19024441	Cluster_10592	N	41	23	105	0	65
NC_058078.1:19112748-19113176	Cluster_10593	N	0	2	0	13	152
NC_058078.1:19332607-19333035	Cluster_10594	N	27	21	21	109	44
NC_058078.1:19368528-19368960	Cluster_10595	N	0	87	183	35	244
NC_058078.1:19529478-19529904	Cluster_10596	N	36	28	25	0	3
NC_058078.1:19598540-19598949	Cluster_10597	N	0	56	2	46	0
NC_058078.1:19611351-19611815	Cluster_10598	N	2	983	259	1	890
NC_058078.1:19769484-19770012	Cluster_10599	N	368	615	541	246	494
NC_058078.1:19771447-19771982	Cluster_10600	N	377	511	273	148	426
NC_058078.1:19776400-19776881	Cluster_10601	N	83	101	112	63	139
NC_058078.1:20198037-20198465	Cluster_10602	N	0	114	59	462	71
NC_058078.1:20274883-20275300	Cluster_10603	N	2	4	8	40	40
NC_058078.1:20283344-20283761	Cluster_10604	N	7	7	6	52	45
NC_058078.1:20306840-20307267	Cluster_10605	N	0	125	38	2	28
NC_058078.1:20308318-20308745	Cluster_10606	N	0	67	0	105	35
NC_058078.1:20315045-20315475	Cluster_10607	N	0	6	0	205	481
NC_058078.1:20315478-20316189	Cluster_10608	N	1	1707	0	1512	299
NC_058078.1:20316934-20317413	Cluster_10609	N	1384	1092	2130	434	307
NC_058078.1:20340544-20340953	Cluster_10610	N	30	64	39	9	0
NC_058078.1:20375913-20376341	Cluster_10611	N	0	106	51	515	63
NC_058078.1:20379364-20379792	Cluster_10612	N	0	105	55	495	71
NC_058078.1:20607649-20608078	Cluster_10613	N	0	205	1	0	74
NC_058078.1:20613821-20614746	Cluster_10614	N	135	78	139	132	133
NC_058078.1:20614795-20615333	Cluster_10615	N	279	20	306	212	90
NC_058078.1:20615383-20616036	Cluster_10616	N	291	66	402	72	53
NC_058078.1:20616634-20617941	Cluster_10617	N	385	882	1062	1034	893
NC_058078.1:20634988-20635713	Cluster_10618	N	7237	9348	7118	9640	3577
NC_058078.1:20637145-20637920	Cluster_10619	N	166	158	181	101	39
NC_058078.1:20638746-20639610	Cluster_10620	N	148	165	180	75	50
NC_058078.1:20640004-20640446	Cluster_10621	N	12	96	56	88	65
NC_058078.1:20641197-20641624	Cluster_10622	N	12	100	54	125	545
NC_058078.1:20645547-20646023	Cluster_10623	N	10	9677	10	2	1
NC_058078.1:20646351-20646780	Cluster_10624	N	3	3	6	373	3
NC_058078.1:20662553-20662978	Cluster_10625	N	22	86	45	4	6
NC_058078.1:20663009-20663619	Cluster_10626	N	314	167	133	13	51
NC_058078.1:20664265-20664691	Cluster_10627	N	93	52	62	44	5
NC_058078.1:20688740-20689168	Cluster_10628	N	9	6	22	191	45
NC_058078.1:20692992-20693420	Cluster_10629	N	105	56	80	15	19
NC_058078.1:20694624-20695169	Cluster_10630	N	108	304	68	70	29
NC_058078.1:20699879-20700309	Cluster_10631	N	74	56	102	22	18
NC_058078.1:20700789-20701237	Cluster_10632	N	229	152	396	123	95
NC_058078.1:20710710-20711774	Cluster_10633	N	1104	1864	1620	2620	1204
NC_058078.1:20713057-20713652	Cluster_10634	N	2	9	7459	43	1
NC_058078.1:20754356-20755159	Cluster_10635	N	11	22	559	79	28
NC_058078.1:20798230-20798652	Cluster_10636	N	22	35	82	26	1
NC_058078.1:20800896-20801324	Cluster_10637	N	62	46	65	20	7
NC_058078.1:20801874-20802302	Cluster_10638	N	25	136	36	3	2
NC_058078.1:21059077-21059503	Cluster_10639	N	52	42	79	10	2
NC_058078.1:21060398-21060830	Cluster_10640	N	225	643	26	1	179
NC_058078.1:21089220-21090504	Cluster_10641	N	1877	816	3391	3350	540
NC_058078.1:21411073-21411573	Cluster_10642	N	2026	4150	14339	3023	2490
NC_058078.1:21422357-21422766	Cluster_10643	N	1	143	1	0	0
NC_058078.1:21550310-21550736	Cluster_10644	N	233	35	0	138	0
NC_058078.1:21567348-21568018	Cluster_10645	N	77	479	0	631	1
NC_058078.1:21595922-21596351	Cluster_10646	N	19	161	62	54	0
NC_058078.1:21597144-21597671	Cluster_10647	N	13	15	26	17	236
NC_058078.1:21606743-21607172	Cluster_10648	N	353	2	0	37	0
NC_058078.1:21684147-21684569	Cluster_10649	N	24	64	82	46	75
NC_058078.1:21735666-21736093	Cluster_10650	N	0	1	142	0	0
NC_058078.1:21810018-21810445	Cluster_10651	N	0	0	0	137	0
NC_058078.1:21999754-22000194	Cluster_10652	N	5	1	1	0	276
NC_058078.1:22101138-22101565	Cluster_10653	N	0	23	240	0	44
NC_058078.1:22228882-22229401	Cluster_10654	N	42454	34106	48118	34624	42515
NC_058078.1:22275411-22275820	Cluster_10655	N	5	1	14	92	0
NC_058078.1:22275841-22276262	Cluster_10656	N	2	0	2	95	0
NC_058079.1:390631-391061	Cluster_10657	N	119	98	14	11	28
NC_058079.1:526720-527141	Cluster_10658	N	5	0	0	0	143
NC_058079.1:969434-969863	Cluster_10659	N	168	153	61	115	78
NC_058079.1:1123640-1124109	Cluster_10660	N	487	355	517	369	548
NC_058079.1:1132124-1132547	Cluster_10661	N	17	48	55	28	55
NC_058079.1:1165562-1165988	Cluster_10662	N	0	21	75	9	89
NC_058079.1:1260445-1260863	Cluster_10663	N	1	49	10	41	21
NC_058079.1:1320863-1321287	Cluster_10664	N	36	88	127	40	111
NC_058079.1:1321592-1322023	Cluster_10665	N	276	270	486	259	270
NC_058079.1:1325740-1326215	Cluster_10666	N	203	210	204	118	187
NC_058079.1:1339332-1339810	Cluster_10667	N	68	94	180	87	200
NC_058079.1:1449702-1450128	Cluster_10668	N	2	0	53	20	17
NC_058079.1:1712560-1712985	Cluster_10669	N	14	39	42	37	51
NC_058079.1:1973966-1974389	Cluster_10670	N	95	28	30	25	24
NC_058079.1:2023800-2024218	Cluster_10671	N	39	6	55	0	24
NC_058079.1:2143041-2143467	Cluster_10672	N	0	89	0	7	2
NC_058079.1:2153498-2153918	Cluster_10673	N	70	78	43	23	49
NC_058079.1:2259375-2259803	Cluster_10674	N	6	3	5	21	222
NC_058079.1:2370785-2371207	Cluster_10675	N	114	76	152	96	141
NC_058079.1:2390921-2392344	Cluster_10676	N	317	214	262	155	179
NC_058079.1:2393044-2393471	Cluster_10677	N	172	94	163	64	33
NC_058079.1:2397238-2398936	Cluster_10678	N	334	233	413	166	193
NC_058079.1:2399639-2400201	Cluster_10679	N	162	99	182	91	61
NC_058079.1:2400457-2400982	Cluster_10680	N	374	199	345	150	56
NC_058079.1:2417026-2417515	Cluster_10681	N	85	230	15	78	202
NC_058079.1:2471910-2472549	Cluster_10682	N	3	53	100	0	803
NC_058079.1:2490053-2490481	Cluster_10683	N	105	14	65	4	1
NC_058079.1:2528540-2528949	Cluster_10684	N	0	18	3	0	90
NC_058079.1:2588131-2588558	Cluster_10685	N	0	100	0	0	18
NC_058079.1:2759856-2760283	Cluster_10686	N	75	79	117	30	141
NC_058079.1:3005444-3005873	Cluster_10687	N	43	41	48	7	83
NC_058079.1:3083866-3084295	Cluster_10688	N	64	58	46	5	92
NC_058079.1:3120450-3120872	Cluster_10689	N	71	1	56	23	38
NC_058079.1:3309687-3310104	Cluster_10690	N	6	8	19	26	43
NC_058079.1:3397333-3397760	Cluster_10691	N	1	145	0	0	0
NC_058079.1:3547391-3547815	Cluster_10692	N	0	33	45	41	81
NC_058079.1:3614044-3614472	Cluster_10693	N	1	2	201	0	131
NC_058079.1:3669349-3669782	Cluster_10694	N	389	35	34	85	164
NC_058079.1:3670099-3670507	Cluster_10695	N	125	31	7	16	34
NC_058079.1:3672320-3673155	Cluster_10696	N	323	54	12	81	170
NC_058079.1:3673425-3673853	Cluster_10697	N	143	18	4	110	111
NC_058079.1:3690991-3691417	Cluster_10698	N	27	78	98	41	100
NC_058079.1:3755932-3756740	Cluster_10699	N	128	35	196	78	56
NC_058079.1:3875732-3876162	Cluster_10700	N	983	1768	598	806	472
NC_058079.1:3941355-3941784	Cluster_10701	N	114	45	25	0	33
NC_058079.1:4036538-4036967	Cluster_10702	N	1	2	26	0	108
NC_058079.1:4043598-4044027	Cluster_10703	N	2	95	10	11	16
NC_058079.1:4145815-4146243	Cluster_10704	N	45	21	27	44	3
NC_058079.1:4156049-4156477	Cluster_10705	N	0	129	1	0	2
NC_058079.1:4163940-4164368	Cluster_10706	N	40	18	38	50	1
NC_058079.1:4197962-4198433	Cluster_10707	N	0	0	1	1	324
NC_058079.1:4263009-4263573	Cluster_10708	N	33	67	357	1	8
NC_058079.1:4282761-4283315	Cluster_10709	N	546	3553	5392	4521	715
NC_058079.1:4292833-4293255	Cluster_10710	N	3	92	72	12	4
NC_058079.1:4326870-4327300	Cluster_10711	N	60	76	78	60	33
NC_058079.1:4329032-4329434	Cluster_10712	N	30	24	44	33	48
NC_058079.1:4397380-4398149	Cluster_10713	N	381	80	25	26	59
NC_058079.1:4510112-4510540	Cluster_10714	N	1	48	45	295	7
NC_058079.1:4548417-4548864	Cluster_10715	N	200	0	108	187	0
NC_058079.1:4747670-4748079	Cluster_10716	N	0	46	0	6	103
NC_058079.1:4748315-4748733	Cluster_10717	N	2	86	10	1	0
NC_058079.1:4757580-4758112	Cluster_10718	N	19	87	52	32	28
NC_058079.1:4758597-4759076	Cluster_10719	N	525	1319	515	209	488
NC_058079.1:4760774-4761232	Cluster_10720	N	25	62	56	2	155
NC_058079.1:4777203-4777630	Cluster_10721	N	3	76	25	197	1
NC_058079.1:4780472-4780902	Cluster_10722	N	440	12	19	25	1
NC_058079.1:4812623-4813052	Cluster_10723	N	23	110	0	1	0
NC_058079.1:4814128-4814634	Cluster_10724	N	386	1690	498	642	32
NC_058079.1:4851415-4851840	Cluster_10725	N	16	5	33	79	2
NC_058079.1:5043004-5043415	Cluster_10726	N	28	22	15	35	36
NC_058079.1:5235962-5236393	Cluster_10727	N	12	259	84	20	35
NC_058079.1:5246883-5247312	Cluster_10728	N	6	50	47	32	53
NC_058079.1:5262752-5263183	Cluster_10729	N	11	275	83	25	51
NC_058079.1:5307501-5308042	Cluster_10730	N	83	11	91	52	70
NC_058079.1:5310298-5310911	Cluster_10731	N	410	365	331	445	187
NC_058079.1:5487999-5488405	Cluster_10732	N	24	32	19	11	11
NC_058079.1:5506109-5506531	Cluster_10733	N	0	1	0	80	1
NC_058079.1:5511383-5511810	Cluster_10734	N	1	9	91	2	0
NC_058079.1:5550392-5550838	Cluster_10735	N	51	187	148	5	806
NC_058079.1:5556016-5556730	Cluster_10736	N	25	126	188	73	120
NC_058079.1:5556831-5557260	Cluster_10737	N	3	102	9	12	15
NC_058079.1:5657891-5658320	Cluster_10738	N	0	0	216	1	0
NC_058079.1:5925879-5926333	Cluster_10739	N	346	999	2174	407	398
NC_058079.1:5997192-5997710	Cluster_10740	N	89	977	77	1	453
NC_058079.1:6063974-6064570	Cluster_10741	N	1716	1119	976	2084	536
NC_058079.1:6161576-6162018	Cluster_10742	N	34	192	385	0	0
NC_058079.1:6177941-6178366	Cluster_10743	N	0	105	12	0	0
NC_058079.1:6242704-6243112	Cluster_10744	N	92	0	51	18	20
NC_058079.1:6244751-6245178	Cluster_10745	N	56	50	65	16	26
NC_058079.1:6271693-6272122	Cluster_10746	N	118	841	31	6	189
NC_058079.1:6356355-6356777	Cluster_10747	N	129	2	2	0	0
NC_058079.1:6440959-6441594	Cluster_10748	N	104	95	44	47	314
NC_058079.1:6458302-6458783	Cluster_10749	N	0	1552	291	2607	85
NC_058079.1:6584260-6584687	Cluster_10750	N	130	60	43	15	26
NC_058079.1:6584903-6585641	Cluster_10751	N	420	218	222	80	114
NC_058079.1:6618219-6618673	Cluster_10752	N	543	874	172	52	123
NC_058079.1:6628292-6628835	Cluster_10753	N	276	142	535	159	337
NC_058079.1:6630230-6630661	Cluster_10754	N	130	91	130	31	61
NC_058079.1:6632651-6633188	Cluster_10755	N	19	573	0	309	168
NC_058079.1:6635381-6635808	Cluster_10756	N	10	425	471	337	624
NC_058079.1:6636996-6637536	Cluster_10757	N	77	511	703	397	876
NC_058079.1:6641274-6642063	Cluster_10758	N	2505	888	808	523	803
NC_058079.1:6659712-6660135	Cluster_10759	N	68	16	76	0	16
NC_058079.1:6686402-6687256	Cluster_10760	N	359	44	143	27	12
NC_058079.1:6741401-6742241	Cluster_10761	N	20	1	26	23	356
NC_058079.1:6827798-6828333	Cluster_10762	N	343	811	764	550	761
NC_058079.1:6831947-6832374	Cluster_10763	N	13	399	420	331	603
NC_058079.1:6833569-6833996	Cluster_10764	N	16	423	481	376	616
NC_058079.1:6835980-6836517	Cluster_10765	N	1025	59	6125	24	6657
NC_058079.1:6870456-6870895	Cluster_10766	N	67	55	16	89	110
NC_058079.1:6872078-6872509	Cluster_10767	N	25	254	57	38	36
NC_058079.1:6872763-6873192	Cluster_10768	N	1	11	14	456	6
NC_058079.1:6873246-6873676	Cluster_10769	N	2	956	0	4	9
NC_058079.1:7011528-7011955	Cluster_10770	N	0	5	1	9	171
NC_058079.1:7013334-7013761	Cluster_10771	N	2	6	0	9	134
NC_058079.1:7014033-7014459	Cluster_10772	N	15	113	5	2	3
NC_058079.1:7030926-7031497	Cluster_10773	N	124	86	69	191	38
NC_058079.1:7033959-7034565	Cluster_10774	N	116	564	163	1535	384
NC_058079.1:7060382-7060810	Cluster_10775	N	0	44	52	74	28
NC_058079.1:7094705-7095412	Cluster_10776	N	23	127	0	21	156
NC_058079.1:7096160-7096612	Cluster_10777	N	20	59	69	15	335
NC_058079.1:7099256-7099683	Cluster_10778	N	103	59	0	0	182
NC_058079.1:7135409-7135913	Cluster_10779	N	322	151	254	209	277
NC_058079.1:7139452-7141230	Cluster_10780	N	1588	390	1498	964	1521
NC_058079.1:7148070-7148498	Cluster_10781	N	180	117	12	26	17
NC_058079.1:7174036-7174491	Cluster_10782	N	1835	4725	4025	4058	3907
NC_058079.1:7199039-7199468	Cluster_10783	N	44	290	10	6	11
NC_058079.1:7206184-7206611	Cluster_10784	N	0	3	1	10	153
NC_058079.1:7246447-7246872	Cluster_10785	N	6	54	4	34	191
NC_058079.1:7274230-7274660	Cluster_10786	N	314	9	232	8	311
NC_058079.1:7275413-7275841	Cluster_10787	N	8	115	4	0	0
NC_058079.1:7281869-7282296	Cluster_10788	N	3	0	120	11	11
NC_058079.1:7287943-7288360	Cluster_10789	N	60	35	70	23	32
NC_058079.1:7291457-7291973	Cluster_10790	N	229	172	349	31	221
NC_058079.1:7292186-7293883	Cluster_10791	N	974	1502	1773	349	761
NC_058079.1:7294035-7294621	Cluster_10792	N	111	325	567	69	125
NC_058079.1:7294743-7295164	Cluster_10793	N	5	0	0	1	84
NC_058079.1:7296176-7296863	Cluster_10794	N	11	94	243	22	49
NC_058079.1:7296897-7297325	Cluster_10795	N	6	30	75	22	75
NC_058079.1:7307642-7308070	Cluster_10796	N	0	146	0	14	3
NC_058079.1:7324804-7325225	Cluster_10797	N	0	0	98	142	0
NC_058079.1:7326307-7326734	Cluster_10798	N	9	39	164	2	18
NC_058079.1:7327060-7327783	Cluster_10799	N	109	233	103	311	43
NC_058079.1:7330555-7330985	Cluster_10800	N	0	127	0	619	2
NC_058079.1:7332233-7332638	Cluster_10801	N	1	0	6	107	6
NC_058079.1:7333341-7333785	Cluster_10802	N	93	52	489	187	1
NC_058079.1:7333839-7334266	Cluster_10803	N	79	65	150	24	38
NC_058079.1:7335671-7336523	Cluster_10804	N	347	177	160	114	172
NC_058079.1:7336950-7337379	Cluster_10805	N	96	44	46	30	33
NC_058079.1:7337414-7337945	Cluster_10806	N	160	133	227	66	164
NC_058079.1:7338234-7339009	Cluster_10807	N	213	181	207	120	132
NC_058079.1:7344788-7345217	Cluster_10808	N	5	141	0	0	0
NC_058079.1:7348703-7349130	Cluster_10809	N	71	50	10	5	17
NC_058079.1:7352209-7352618	Cluster_10810	N	93	39	43	42	35
NC_058079.1:7352837-7354655	Cluster_10811	N	805	424	838	393	271
NC_058079.1:7362758-7363382	Cluster_10812	N	26	66	19	4	312
NC_058079.1:7364353-7364778	Cluster_10813	N	53	0	86	47	0
NC_058079.1:7367717-7368124	Cluster_10814	N	38	13	47	25	0
NC_058079.1:7368422-7369362	Cluster_10815	N	179	276	289	60	63
NC_058079.1:7369728-7370196	Cluster_10816	N	1487	2491	75	648	3
NC_058079.1:7371534-7372063	Cluster_10817	N	40	353	43	452	53
NC_058079.1:7381058-7381470	Cluster_10818	N	77	10	82	46	63
NC_058079.1:7381576-7382134	Cluster_10819	N	47	16	151	370	138
NC_058079.1:7389122-7389542	Cluster_10820	N	0	221	0	0	0
NC_058079.1:7391978-7392807	Cluster_10821	N	25	3476	32	1	0
NC_058079.1:7393429-7394381	Cluster_10822	N	21	647	5385	7	0
NC_058079.1:7394510-7394942	Cluster_10823	N	0	214	1156	0	0
NC_058079.1:7416277-7416686	Cluster_10824	N	0	19	1	80	1
NC_058079.1:7417356-7417781	Cluster_10825	N	2	4	80	2	34
NC_058079.1:7451181-7451610	Cluster_10826	N	1	95	195	0	4
NC_058079.1:7452640-7453194	Cluster_10827	N	780	2877	254	347	332
NC_058079.1:7453230-7453670	Cluster_10828	N	1685	1851	6	17	258
NC_058079.1:7474019-7474448	Cluster_10829	N	19	46	133	57	0
NC_058079.1:7477525-7477933	Cluster_10830	N	66	95	68	15	7
NC_058079.1:7478159-7478620	Cluster_10831	N	59	42	78	53	47
NC_058079.1:7478831-7479260	Cluster_10832	N	115	103	158	64	28
NC_058079.1:7479606-7480033	Cluster_10833	N	105	118	54	57	57
NC_058079.1:7491047-7491474	Cluster_10834	N	0	114	95	65	74
NC_058079.1:7496785-7497220	Cluster_10835	N	0	9	11	676	0
NC_058079.1:7498412-7499020	Cluster_10836	N	29	62	351	156	2
NC_058079.1:7499412-7500314	Cluster_10837	N	149	401	9593	374	4
NC_058079.1:7505551-7505976	Cluster_10838	N	0	0	5	41	43
NC_058079.1:7509798-7510224	Cluster_10839	N	62	86	142	5	35
NC_058079.1:7524925-7525349	Cluster_10840	N	0	12	103	6	0
NC_058079.1:7526035-7526462	Cluster_10841	N	95	126	56	18	0
NC_058079.1:7528258-7530060	Cluster_10842	N	8607	5330	1764	16273	23438
NC_058079.1:7530254-7530682	Cluster_10843	N	12	3	77	139	14
NC_058079.1:7531367-7531794	Cluster_10844	N	43	86	17	0	9
NC_058079.1:7533126-7533543	Cluster_10845	N	0	81	25	13	34
NC_058079.1:7537452-7538137	Cluster_10846	N	369	1934	39	4	12
NC_058079.1:7548062-7548500	Cluster_10847	N	112	42	71	86	123
NC_058079.1:7548824-7549561	Cluster_10848	N	14	886	70	12	924
NC_058079.1:7557458-7557887	Cluster_10849	N	45	67	178	52	8
NC_058079.1:7560589-7562170	Cluster_10850	N	13196	123	83	16	30
NC_058079.1:7563490-7563971	Cluster_10851	N	543	1735	1977	508	362
NC_058079.1:7565477-7565911	Cluster_10852	N	0	24	13	178	4
NC_058079.1:7568507-7569026	Cluster_10853	N	33	25	483	947	28
NC_058079.1:7574197-7574625	Cluster_10854	N	2	0	187	74	29
NC_058079.1:7575369-7575837	Cluster_10855	N	1	0	1031	1	339
NC_058079.1:7578063-7578483	Cluster_10856	N	18	37	60	21	16
NC_058079.1:7579167-7579594	Cluster_10857	N	81	78	55	8	36
NC_058079.1:7595839-7596250	Cluster_10858	N	0	0	0	0	128
NC_058079.1:7597806-7598215	Cluster_10859	N	0	0	0	1	110
NC_058079.1:7602798-7603225	Cluster_10860	N	36	9	67	11	17
NC_058079.1:7605512-7605940	Cluster_10861	N	77	35	28	5	14
NC_058079.1:7610147-7610552	Cluster_10862	N	61	69	49	31	39
NC_058079.1:7618905-7619337	Cluster_10863	N	112	26	64	53	4
NC_058079.1:7643820-7644766	Cluster_10864	N	328	230	340	224	163
NC_058079.1:7647085-7647654	Cluster_10865	N	829	15	869	16	0
NC_058079.1:7649159-7650966	Cluster_10866	N	6739	50	12908	28	25
NC_058079.1:7651689-7652526	Cluster_10867	N	23	401	9	2	10
NC_058079.1:7668247-7668655	Cluster_10868	N	37	35	37	15	15
NC_058079.1:7675486-7675915	Cluster_10869	N	0	14	11	89	3
NC_058079.1:7679176-7679694	Cluster_10870	N	4	203	205	60	20
NC_058079.1:7679939-7680387	Cluster_10871	N	6	119	315	68	55
NC_058079.1:7681185-7682043	Cluster_10872	N	210	1188	534	2	630
NC_058079.1:7691990-7692419	Cluster_10873	N	13	183	2	11	13
NC_058079.1:7692518-7693464	Cluster_10874	N	1	966	17	4	3
NC_058079.1:7693639-7694286	Cluster_10875	N	29	62	293	900	33
NC_058079.1:7695693-7696121	Cluster_10876	N	0	10	15	11	148
NC_058079.1:7697596-7699279	Cluster_10877	N	219	5326	486	2	80
NC_058079.1:7703525-7703951	Cluster_10878	N	28	4	15	56	2
NC_058079.1:7715248-7715718	Cluster_10879	N	4	387	9	0	2
NC_058079.1:7723037-7723466	Cluster_10880	N	14	14	131	39	18
NC_058079.1:7740438-7740861	Cluster_10881	N	47	4	40	5	1
NC_058079.1:7744234-7744818	Cluster_10882	N	106	102	300	128	26
NC_058079.1:7744847-7745274	Cluster_10883	N	8	6	64	69	5
NC_058079.1:7769975-7770560	Cluster_10884	N	201	109	151	102	65
NC_058079.1:7770608-7771114	Cluster_10885	N	180	117	322	123	72
NC_058079.1:7776976-7777402	Cluster_10886	N	8	111	24	6	16
NC_058079.1:7777588-7778176	Cluster_10887	N	66	119	125	133	27
NC_058079.1:7778184-7778606	Cluster_10888	N	16	75	31	32	6
NC_058079.1:7786878-7787306	Cluster_10889	N	0	200	0	0	0
NC_058079.1:7794900-7795460	Cluster_10890	N	72	56	133	164	661
NC_058079.1:7810134-7810572	Cluster_10891	N	424	105	1170	971	509
NC_058079.1:7821800-7822627	Cluster_10892	N	283	641	2	1	1
NC_058079.1:7824474-7825022	Cluster_10893	N	223	74	0	533	0
NC_058079.1:7841456-7842447	Cluster_10894	N	6557	10915	2	10307	1018
NC_058079.1:7848998-7849443	Cluster_10895	N	29	0	21	358	21
NC_058079.1:7849727-7850184	Cluster_10896	N	766	2020	1125	205	742
NC_058079.1:7850281-7852759	Cluster_10897	N	1829	541	274	119	659
NC_058079.1:7854403-7854832	Cluster_10898	N	1	126	0	82	0
NC_058079.1:7855040-7855467	Cluster_10899	N	8	3	0	107	6
NC_058079.1:7867577-7868004	Cluster_10900	N	194	6	37	1	13
NC_058079.1:7898084-7898719	Cluster_10901	N	859	113	272	314	146
NC_058079.1:7906066-7906606	Cluster_10902	N	6	0	681	30	130
NC_058079.1:7910477-7910904	Cluster_10903	N	215	0	2	0	0
NC_058079.1:7911392-7911825	Cluster_10904	N	14	1849	18	1211	19
NC_058079.1:7912001-7912638	Cluster_10905	N	38	437	697	420	22
NC_058079.1:7916866-7917502	Cluster_10906	N	53	101	1	134	1603
NC_058079.1:7923913-7924516	Cluster_10907	N	35	478	56	118	300
NC_058079.1:7949996-7950425	Cluster_10908	N	25	0	90	1	0
NC_058079.1:7958679-7959263	Cluster_10909	N	4	4	241	0	14
