Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NC_058078.1:10249452-10249885	Cluster_10310	N	317	9	166	15	0
NC_058078.1:10294047-10294480	Cluster_10311	N	355	9	164	18	1
NC_058078.1:10328453-10328883	Cluster_10312	N	1	11	15	317	1
NC_058078.1:10345172-10345599	Cluster_10313	N	67	162	110	5	23
NC_058078.1:10436238-10437083	Cluster_10314	N	10	352	14	280	479
NC_058078.1:10437236-10437665	Cluster_10315	N	1	35	0	36	182
NC_058078.1:10437978-10438381	Cluster_10316	N	4	39	1	21	38
NC_058078.1:10439268-10439710	Cluster_10317	N	7	82	5	45	445
NC_058078.1:10445040-10446037	Cluster_10318	N	197	165	287	32	126
NC_058078.1:10446233-10447612	Cluster_10319	N	404	770	393	17	160
NC_058078.1:10451718-10452148	Cluster_10320	N	2	1	1304	1	22
NC_058078.1:10491200-10491619	Cluster_10321	N	1	4	109	0	0
NC_058078.1:10491846-10492273	Cluster_10322	N	53	81	8	66	80
NC_058078.1:10529425-10529844	Cluster_10323	N	0	1	0	0	88
NC_058078.1:10641615-10642052	Cluster_10324	N	0	0	161	71	8
NC_058078.1:10645692-10646113	Cluster_10325	N	4	2	42	5	114
NC_058078.1:10743251-10743682	Cluster_10326	N	115	249	71	848	263
NC_058078.1:10808371-10808802	Cluster_10327	N	0	24	25	0	285
NC_058078.1:10849944-10850353	Cluster_10328	N	11	11	3	6	113
NC_058078.1:10870924-10872924	Cluster_10329	N	19	926	515	2609	234
NC_058078.1:10912492-10912919	Cluster_10330	N	11	0	3	0	141
NC_058078.1:11024665-11025092	Cluster_10331	N	7	8	10	80	33
NC_058078.1:11037023-11037542	Cluster_10332	N	34	35	141	145	130
NC_058078.1:11055361-11055790	Cluster_10333	N	0	0	0	256	0
NC_058078.1:11069713-11070546	Cluster_10334	N	569	114	113	159	588
NC_058078.1:11073217-11073643	Cluster_10335	N	10	72	63	41	19
NC_058078.1:11074329-11074758	Cluster_10336	N	0	0	0	91	1
NC_058078.1:11083300-11083721	Cluster_10337	N	48	2	0	60	1
NC_058078.1:11149271-11149703	Cluster_10338	N	104	6	453	1	1
NC_058078.1:11172900-11173645	Cluster_10339	N	68	0	2	335	0
NC_058078.1:11179204-11179725	Cluster_10340	N	383	1077	100	277	709
NC_058078.1:11213252-11214128	Cluster_10341	N	496	136	52	2	480
NC_058078.1:11221292-11221978	Cluster_10342	N	42	50	1144	1362	1562
NC_058078.1:11235284-11236110	Cluster_10343	N	48	354	35	16	83
NC_058078.1:11293677-11294114	Cluster_10344	N	216	341	0	215	199
NC_058078.1:11294180-11294608	Cluster_10345	N	107	0	34	0	39
NC_058078.1:11415833-11416260	Cluster_10346	N	0	192	1	0	2
NC_058078.1:11416406-11416856	Cluster_10347	N	3	2281	2	4	3
NC_058078.1:11416976-11417556	Cluster_10348	N	10	817	3	41	13
NC_058078.1:11418439-11418868	Cluster_10349	N	1	134	0	3	0
NC_058078.1:11432848-11433267	Cluster_10350	N	9	91	1	0	19
NC_058078.1:11458745-11459156	Cluster_10351	N	63	40	36	51	0
NC_058078.1:11484109-11484540	Cluster_10352	N	76	185	3	9	0
NC_058078.1:11487589-11488550	Cluster_10353	N	37	419	46	17	863
NC_058078.1:11501351-11502182	Cluster_10354	N	488	43	115	13	71
NC_058078.1:11549458-11549887	Cluster_10355	N	0	128	0	16	38
NC_058078.1:11558181-11558717	Cluster_10356	N	77	17	79	57	1
NC_058078.1:11558739-11559210	Cluster_10357	N	115	107	24	0	23
NC_058078.1:11640870-11641299	Cluster_10358	N	198	2	83	217	4
NC_058078.1:11659452-11659853	Cluster_10359	N	99	64	0	38	37
NC_058078.1:11666429-11666848	Cluster_10360	N	23	93	29	128	82
NC_058078.1:11726427-11726854	Cluster_10361	N	1	0	4	275	0
NC_058078.1:11727381-11727809	Cluster_10362	N	42	0	37	207	0
NC_058078.1:11767622-11769001	Cluster_10363	N	1012	1391	2236	1566	4059
NC_058078.1:11810031-11810460	Cluster_10364	N	88	0	25	5	186
NC_058078.1:11825846-11826276	Cluster_10365	N	12	43	57	96	83
NC_058078.1:11828145-11828663	Cluster_10366	N	120	229	379	4	97
NC_058078.1:11828709-11829197	Cluster_10367	N	325	167	18	2	33
NC_058078.1:11829204-11829662	Cluster_10368	N	190	37	72	1	328
NC_058078.1:11846405-11846816	Cluster_10369	N	2	153	4	0	8
NC_058078.1:11851429-11851926	Cluster_10370	N	44	449	18	31	36
NC_058078.1:11862141-11862563	Cluster_10371	N	2	88	0	0	1
NC_058078.1:11933040-11933470	Cluster_10372	N	80	358	0	385	0
NC_058078.1:11957839-11958271	Cluster_10373	N	462	0	0	0	1
NC_058078.1:11964340-11964923	Cluster_10374	N	605	1001	1026	25	734
NC_058078.1:11965014-11966912	Cluster_10375	N	794	1258	367	90	547
NC_058078.1:11967049-11967477	Cluster_10376	N	89	61	92	89	54
NC_058078.1:12014384-12014839	Cluster_10377	N	0	155	0	50	41
NC_058078.1:12016941-12017442	Cluster_10378	N	223	2355	335	470	258
NC_058078.1:12067064-12067486	Cluster_10379	N	5	34	9	67	37
NC_058078.1:12116821-12117249	Cluster_10380	N	0	1	0	0	248
NC_058078.1:12123712-12124142	Cluster_10381	N	0	715	701	765	0
NC_058078.1:12126781-12127211	Cluster_10382	N	0	385	389	0	507
NC_058078.1:12137747-12138175	Cluster_10383	N	0	0	399	0	0
NC_058078.1:12163526-12163948	Cluster_10384	N	7	12	27	26	12
NC_058078.1:12168558-12169290	Cluster_10385	N	62	15	3419	37	156
NC_058078.1:12195233-12196183	Cluster_10386	N	230	257	240	128	62
NC_058078.1:12203666-12204102	Cluster_10387	N	14	4	26	431	99
NC_058078.1:12208811-12209616	Cluster_10388	N	571	300	143	85	260
NC_058078.1:12212083-12212511	Cluster_10389	N	1	9	150	12	66
NC_058078.1:12212616-12213042	Cluster_10390	N	2	23	126	29	77
NC_058078.1:12221108-12221536	Cluster_10391	N	0	0	115	9	12
NC_058078.1:12222681-12223109	Cluster_10392	N	26	101	62	44	14
NC_058078.1:12223172-12223798	Cluster_10393	N	21	409	81	63	26
NC_058078.1:12223813-12224502	Cluster_10394	N	32	124	135	76	9
NC_058078.1:12224649-12225451	Cluster_10395	N	9	56	116	85	16
NC_058078.1:12225981-12226410	Cluster_10396	N	31	30	110	49	14
NC_058078.1:12226609-12227615	Cluster_10397	N	37	241	430	246	159
NC_058078.1:12228166-12228593	Cluster_10398	N	26	34	112	45	11
NC_058078.1:12228734-12229788	Cluster_10399	N	8	152	426	234	70
NC_058078.1:12230418-12230860	Cluster_10400	N	23	17	300	34	6
NC_058078.1:12231389-12232207	Cluster_10401	N	25	62	485	105	19
NC_058078.1:12247963-12248845	Cluster_10402	N	4832	26	472	41	896
NC_058078.1:12248956-12249386	Cluster_10403	N	644	4	0	1	6
NC_058078.1:12249393-12251082	Cluster_10404	N	3191	5	100	7	33
NC_058078.1:12254512-12255692	Cluster_10405	N	43	13	1500	11	4
NC_058078.1:12255732-12256160	Cluster_10406	N	8	3	203	6	1
NC_058078.1:12256638-12257638	Cluster_10407	N	3162	21	3893	19	682
NC_058078.1:12259574-12259996	Cluster_10408	N	4	24	24	131	22
NC_058078.1:12260047-12260472	Cluster_10409	N	18	37	84	11	11
NC_058078.1:12260647-12261074	Cluster_10410	N	9	15	56	59	0
NC_058078.1:12289687-12290114	Cluster_10411	N	21	243	31	17	14
NC_058078.1:12290136-12291155	Cluster_10412	N	83	562	80	38	55
NC_058078.1:12291210-12291813	Cluster_10413	N	141	124	184	58	92
NC_058078.1:12292170-12293114	Cluster_10414	N	264	204	162	65	84
NC_058078.1:12293180-12293610	Cluster_10415	N	200	178	201	56	65
NC_058078.1:12293637-12294138	Cluster_10416	N	92	66	116	39	50
NC_058078.1:12300573-12301001	Cluster_10417	N	15	392	0	26	0
NC_058078.1:12309907-12310335	Cluster_10418	N	80	90	118	32	32
NC_058078.1:12321978-12322677	Cluster_10419	N	257	312	167	84	2096
NC_058078.1:12336221-12336812	Cluster_10420	N	41	65	20	110	1737
NC_058078.1:12344431-12344850	Cluster_10421	N	1	33	60	0	0
NC_058078.1:12349181-12349610	Cluster_10422	N	53	46	113	25	58
NC_058078.1:12349798-12350225	Cluster_10423	N	3	31	44	7	189
NC_058078.1:12358797-12359199	Cluster_10424	N	82	0	0	61	0
NC_058078.1:12366694-12367112	Cluster_10425	N	0	112	88	0	0
NC_058078.1:12378631-12379059	Cluster_10426	N	1	0	132	10	2
NC_058078.1:12381459-12382002	Cluster_10427	N	11	0	770	70	15
NC_058078.1:12383923-12384358	Cluster_10428	N	17	2	271	25	12
NC_058078.1:12384826-12385646	Cluster_10429	N	127	6	279	227	138
NC_058078.1:12387440-12387868	Cluster_10430	N	25	74	112	69	14
NC_058078.1:12390903-12391681	Cluster_10431	N	312	541	218	271	97
NC_058078.1:12400063-12400916	Cluster_10432	N	224	76	3	41	100
NC_058078.1:12416425-12416869	Cluster_10433	N	41	36	115	36	100
NC_058078.1:12417000-12417438	Cluster_10434	N	16	18	27	221	2
NC_058078.1:12417659-12418308	Cluster_10435	N	363	655	85	2101	632
NC_058078.1:12427880-12428309	Cluster_10436	N	99	58	6	0	4
NC_058078.1:12477592-12478016	Cluster_10437	N	0	0	102	0	0
NC_058078.1:12479017-12479756	Cluster_10438	N	223	141	198	174	176
NC_058078.1:12499059-12499730	Cluster_10439	N	229	117	111	116	72
NC_058078.1:12521807-12522236	Cluster_10440	N	8	3	2360	11	0
NC_058078.1:12523902-12524332	Cluster_10441	N	371	1	3	2	4
NC_058078.1:12566167-12566595	Cluster_10442	N	155	0	0	1	0
NC_058078.1:12567346-12567803	Cluster_10443	N	4	0	260	0	24
NC_058078.1:12570677-12571105	Cluster_10444	N	44	10	36	13	13
NC_058078.1:12573479-12573906	Cluster_10445	N	114	47	43	30	39
NC_058078.1:12578922-12579453	Cluster_10446	N	110	241	280	50	40
NC_058078.1:12595691-12596225	Cluster_10447	N	30	3	452	14	29
NC_058078.1:12597497-12597937	Cluster_10448	N	451	1	313	5	11
NC_058078.1:12597952-12598824	Cluster_10449	N	3242	3468	1697	217	41
NC_058078.1:12599189-12599619	Cluster_10450	N	6	21	247	82	48
NC_058078.1:12604208-12604915	Cluster_10451	N	10	193	1425	4416	18
NC_058078.1:12606657-12607140	Cluster_10452	N	8	401	3	2	109
NC_058078.1:12612575-12613002	Cluster_10453	N	8	51	89	6	1
NC_058078.1:12617418-12617829	Cluster_10454	N	34	0	108	12	21
NC_058078.1:12620544-12620947	Cluster_10455	N	79	3	13	86	20
NC_058078.1:12624641-12625070	Cluster_10456	N	2	14	406	0	1
NC_058078.1:12643959-12644359	Cluster_10457	N	19	32	25	40	10
NC_058078.1:12653192-12654444	Cluster_10458	N	733	104	157	199	84
NC_058078.1:12657987-12659284	Cluster_10459	N	3865	32	17111	8842	16019
NC_058078.1:12660353-12660850	Cluster_10460	N	85	0	83	98	121
NC_058078.1:12662271-12662701	Cluster_10461	N	46	1	201	36	55
NC_058078.1:12663597-12664026	Cluster_10462	N	121	0	52	11	25
NC_058078.1:12669495-12669961	Cluster_10463	N	1	828	1	3	238
NC_058078.1:12677426-12677855	Cluster_10464	N	22	127	155	273	109
NC_058078.1:12687935-12688363	Cluster_10465	N	5	95	10	31	9
NC_058078.1:12708446-12708885	Cluster_10466	N	152	30	105	244	46
NC_058078.1:12768567-12768997	Cluster_10467	N	9	1	2	0	308
NC_058078.1:12796386-12796904	Cluster_10468	N	0	0	103	89	228
NC_058078.1:12798984-12799567	Cluster_10469	N	1	11	494	2	217
NC_058078.1:12873479-12873906	Cluster_10470	N	27	109	85	0	3
NC_058078.1:12896988-12897409	Cluster_10471	N	1	110	1	3	1
NC_058078.1:12897839-12898268	Cluster_10472	N	2	207	74	17	67
NC_058078.1:12918121-12919159	Cluster_10473	N	8	222	887	61	97
NC_058078.1:12966857-12967392	Cluster_10474	N	796	202	163	39	445
NC_058078.1:13038741-13039861	Cluster_10475	N	259	180	135	132	183
NC_058078.1:13041254-13041794	Cluster_10476	N	63	501	2	568	718
NC_058078.1:13055300-13055970	Cluster_10477	N	85	77	102	107	55
NC_058078.1:13086338-13086760	Cluster_10478	N	14	17	32	36	35
NC_058078.1:13112140-13112562	Cluster_10479	N	4	7	91	3	1
NC_058078.1:13180499-13181074	Cluster_10480	N	90	32	244	28	50
NC_058078.1:13194468-13194989	Cluster_10481	N	1	248	5	62	65
NC_058078.1:13197091-13197520	Cluster_10482	N	67	0	1158	1	0
NC_058078.1:13337681-13338110	Cluster_10483	N	96	184	105	10	46
NC_058078.1:13438802-13440116	Cluster_10484	N	917	693	1161	968	9
NC_058078.1:13440309-13440873	Cluster_10485	N	13	211	836	22	0
NC_058078.1:13636347-13636888	Cluster_10486	N	1799	764	8376	1583	8227
NC_058078.1:13646542-13646635	Cluster_10487	Y	115	212	132	245	259
NC_058078.1:13653061-13653602	Cluster_10488	N	570	2026	3404	393	2405
NC_058078.1:13749300-13749721	Cluster_10489	N	86	2	12	1	3
NC_058078.1:13749979-13750388	Cluster_10490	N	146	12	0	3	0
NC_058078.1:13752144-13752738	Cluster_10491	N	86	55	578	294	145
NC_058078.1:13789342-13789767	Cluster_10492	N	0	6	18	244	0
NC_058078.1:13790456-13790879	Cluster_10493	N	3	0	7	124	0
NC_058078.1:13973215-13973643	Cluster_10494	N	37	4	19	0	51
NC_058078.1:13983862-13984291	Cluster_10495	N	43	7	28	404	48
NC_058078.1:13984537-13984953	Cluster_10496	N	0	58	1	3	42
NC_058078.1:14220264-14220687	Cluster_10497	N	31	40	31	7	2
NC_058078.1:14256170-14256732	Cluster_10498	N	204	127	439	0	168
NC_058078.1:14257046-14257453	Cluster_10499	N	1	91	15	0	19
NC_058078.1:14437047-14437885	Cluster_10500	N	428	2211	757	601	1103
NC_058078.1:14474035-14474576	Cluster_10501	N	34	70	59	49	65
NC_058078.1:14474588-14475964	Cluster_10502	N	572	368	704	228	283
NC_058078.1:14476226-14476654	Cluster_10503	N	43	46	52	26	45
NC_058078.1:14484507-14484938	Cluster_10504	N	155	235	1	1	27
NC_058078.1:14485356-14485852	Cluster_10505	N	11	246	18	2	66
NC_058078.1:14508254-14508678	Cluster_10506	N	45	40	30	39	12
NC_058078.1:14509546-14509975	Cluster_10507	N	128	266	21	59	22
NC_058078.1:14532744-14533170	Cluster_10508	N	2	90	3	0	2
NC_058078.1:14545509-14545936	Cluster_10509	N	117	0	2	0	0
NC_058078.1:14552340-14553037	Cluster_10510	N	14	50	15	1421	954
NC_058078.1:14562805-14563232	Cluster_10511	N	184	31	211	2	12
NC_058078.1:14605167-14605593	Cluster_10512	N	40	82	0	1	63
NC_058078.1:14606779-14607205	Cluster_10513	N	25	112	5	7	1
NC_058078.1:14614098-14614523	Cluster_10514	N	12	150	60	0	0
NC_058078.1:14614730-14615157	Cluster_10515	N	21	106	51	0	2
NC_058078.1:14616244-14617856	Cluster_10516	N	292	2833	3916	12	10
NC_058078.1:14620967-14621467	Cluster_10517	N	0	2	1	362	1
NC_058078.1:14652302-14653058	Cluster_10518	N	66	24	41	64	1461
NC_058078.1:14653306-14654532	Cluster_10519	N	160	60	116	163	4843
NC_058078.1:14672436-14672863	Cluster_10520	N	0	119	0	1	0
NC_058078.1:14699271-14700051	Cluster_10521	N	8085	4991	81	12751	9924
NC_058078.1:14744515-14745063	Cluster_10522	N	4	98	501	325	277
NC_058078.1:14745065-14746153	Cluster_10523	N	25	256	215	221	201
NC_058078.1:14746980-14747408	Cluster_10524	N	0	209	1	0	57
NC_058078.1:14758739-14759390	Cluster_10525	N	18	172	852	26	1
NC_058078.1:14759589-14760187	Cluster_10526	N	363	68	44	36	71
NC_058078.1:14777413-14777957	Cluster_10527	N	467	36	462	49	40
NC_058078.1:14906816-14907315	Cluster_10528	N	0	0	0	418	0
NC_058078.1:14940670-14941097	Cluster_10529	N	0	3	248	0	2
NC_058078.1:14948777-14949202	Cluster_10530	N	1	168	2	0	12
NC_058078.1:14990572-14990987	Cluster_10531	N	0	26	64	0	0
NC_058078.1:15245872-15246298	Cluster_10532	N	74	59	0	38	0
NC_058078.1:15246777-15247545	Cluster_10533	N	258	1	366	1853	1
NC_058078.1:15247711-15248492	Cluster_10534	N	802	6	1390	1944	0
NC_058078.1:15248785-15249218	Cluster_10535	N	59	0	75	112	1
NC_058078.1:15278468-15278895	Cluster_10536	N	75	1	60	176	0
NC_058078.1:15317067-15317500	Cluster_10537	N	356	0	0	0	1
NC_058078.1:15324012-15324499	Cluster_10538	N	206	118	73	66	621
NC_058078.1:15367730-15368159	Cluster_10539	N	113	5	2	2	91
NC_058078.1:15503640-15504059	Cluster_10540	N	0	42	48	11	0
NC_058078.1:15553997-15554425	Cluster_10541	N	82	28	132	1	5
NC_058078.1:15739487-15739907	Cluster_10542	N	9	9	68	3	1
NC_058078.1:15752852-15753504	Cluster_10543	N	10	8	21	83	214
NC_058078.1:15814765-15815194	Cluster_10544	N	229	0	1	1	0
NC_058078.1:15823124-15823547	Cluster_10545	N	32	68	54	101	68
NC_058078.1:15858096-15858698	Cluster_10546	N	0	411	0	189	331
NC_058078.1:15878891-15879321	Cluster_10547	N	157	5	6	0	1
NC_058078.1:15906650-15907200	Cluster_10548	N	858	65	0	0	143
NC_058078.1:15910209-15910745	Cluster_10549	N	89	115	124	139	38
NC_058078.1:16004538-16005036	Cluster_10550	N	0	291	0	1	0
NC_058078.1:16141186-16142425	Cluster_10551	N	4409	3909	4517	3146	4471
NC_058078.1:16184381-16184809	Cluster_10552	N	0	0	0	0	250
NC_058078.1:16232082-16232556	Cluster_10553	N	28	252	8	2	10
NC_058078.1:16254060-16255034	Cluster_10554	N	96	784	912	763	116
NC_058078.1:16255650-16256142	Cluster_10555	N	124	158	3	40	44
NC_058078.1:16283979-16284406	Cluster_10556	N	40	113	4	0	0
NC_058078.1:16370327-16370750	Cluster_10557	N	0	109	0	0	0
NC_058078.1:16448332-16449148	Cluster_10558	N	285	61	1	12	47
NC_058078.1:16449987-16450415	Cluster_10559	N	5	138	0	5	5
NC_058078.1:16771980-16772410	Cluster_10560	N	1	0	0	0	157
NC_058078.1:16787443-16787872	Cluster_10561	N	243	250	172	0	4
NC_058078.1:17115065-17115603	Cluster_10562	N	823	523	615	362	493
NC_058078.1:17123762-17124238	Cluster_10563	N	408	630	1209	406	805
NC_058078.1:17182421-17182848	Cluster_10564	N	85	17	44	147	11
NC_058078.1:17242947-17243747	Cluster_10565	N	215	38	317	46	69
NC_058078.1:17248760-17249187	Cluster_10566	N	137	30	35	19	79
NC_058078.1:17915459-17915887	Cluster_10567	N	61	12	99	9	13
NC_058078.1:18008235-18008654	Cluster_10568	N	24	0	70	35	7
NC_058078.1:18081028-18081459	Cluster_10569	N	215	0	1	1	192
NC_058078.1:18084738-18085166	Cluster_10570	N	3	1	502	35	14
NC_058078.1:18125628-18126159	Cluster_10571	N	165	168	2807	207	159
NC_058078.1:18155827-18156382	Cluster_10572	N	5	110	99	344	40
NC_058078.1:18162758-18163197	Cluster_10573	N	282	79	2	42	127
NC_058078.1:18174130-18174834	Cluster_10574	N	4	449	37	294	23
NC_058078.1:18179553-18179982	Cluster_10575	N	0	127	9	97	36
NC_058078.1:18333493-18333922	Cluster_10576	N	2	106	27	83	24
NC_058078.1:18334183-18334800	Cluster_10577	N	653	56	109	43	29
NC_058078.1:18348835-18350425	Cluster_10578	N	13	7	8	5125	3361
NC_058078.1:18426927-18427354	Cluster_10579	N	46	7	86	21	19
NC_058078.1:18564480-18565146	Cluster_10580	N	599	4	279	114	108
NC_058078.1:18591853-18592982	Cluster_10581	N	3810	32	37	1599	5467
NC_058078.1:18600220-18600648	Cluster_10582	N	46	0	1	3	218
NC_058078.1:18619450-18619986	Cluster_10583	N	448	401	1685	303	1277
NC_058078.1:18623773-18624304	Cluster_10584	N	3321	2815	3262	1188	3896
NC_058078.1:18626385-18626914	Cluster_10585	N	771	1682	1446	122	352
NC_058078.1:18655381-18655809	Cluster_10586	N	88	0	0	0	24
NC_058078.1:19024013-19024441	Cluster_10587	N	38	16	113	0	64
NC_058078.1:19112748-19113176	Cluster_10588	N	1	2	0	5	156
NC_058078.1:19332607-19333035	Cluster_10589	N	33	16	14	119	39
NC_058078.1:19368528-19368960	Cluster_10590	N	0	96	188	33	254
NC_058078.1:19529478-19529904	Cluster_10591	N	36	28	25	0	3
NC_058078.1:19598525-19598949	Cluster_10592	N	0	77	2	53	0
NC_058078.1:19611351-19611815	Cluster_10593	N	0	984	261	0	907
NC_058078.1:19769484-19770012	Cluster_10594	N	368	615	541	246	494
NC_058078.1:19771447-19771982	Cluster_10595	N	378	510	272	148	427
NC_058078.1:19776400-19776881	Cluster_10596	N	82	102	113	63	138
NC_058078.1:20198037-20198465	Cluster_10597	N	0	102	53	486	66
NC_058078.1:20274883-20275300	Cluster_10598	N	3	5	7	47	41
NC_058078.1:20283344-20283761	Cluster_10599	N	3	5	4	48	47
NC_058078.1:20306840-20307267	Cluster_10600	N	4	132	38	1	47
NC_058078.1:20307453-20307864	Cluster_10601	N	0	50	0	17	68
NC_058078.1:20308318-20308745	Cluster_10602	N	1	57	0	85	33
NC_058078.1:20315045-20315475	Cluster_10603	N	0	6	0	209	470
NC_058078.1:20315478-20316189	Cluster_10604	N	0	1702	0	1506	309
NC_058078.1:20316934-20317569	Cluster_10605	N	1396	1093	2158	422	293
NC_058078.1:20340544-20340968	Cluster_10606	N	23	67	46	6	0
NC_058078.1:20375913-20376341	Cluster_10607	N	0	108	57	507	64
NC_058078.1:20379364-20379792	Cluster_10608	N	0	114	55	476	76
NC_058078.1:20607649-20608078	Cluster_10609	N	0	188	1	0	72
NC_058078.1:20613821-20614746	Cluster_10610	N	135	77	140	139	134
NC_058078.1:20614802-20615333	Cluster_10611	N	277	13	287	210	76
NC_058078.1:20615383-20616036	Cluster_10612	N	296	75	407	74	44
NC_058078.1:20616635-20617941	Cluster_10613	N	398	862	1082	1009	898
NC_058078.1:20634988-20635714	Cluster_10614	N	7259	9343	7131	9637	3575
NC_058078.1:20637145-20637920	Cluster_10615	N	167	162	181	98	39
NC_058078.1:20638746-20639610	Cluster_10616	N	146	169	182	75	49
NC_058078.1:20640002-20640446	Cluster_10617	N	12	101	61	83	80
NC_058078.1:20641197-20641624	Cluster_10618	N	6	96	43	136	508
NC_058078.1:20645547-20646023	Cluster_10619	N	9	9673	10	1	0
NC_058078.1:20646351-20646865	Cluster_10620	N	4	5	2	415	6
NC_058078.1:20662553-20662977	Cluster_10621	N	23	82	38	4	8
NC_058078.1:20663009-20663619	Cluster_10622	N	303	176	144	13	39
NC_058078.1:20664265-20664691	Cluster_10623	N	96	55	61	44	4
NC_058078.1:20688740-20689168	Cluster_10624	N	14	6	18	207	44
NC_058078.1:20692992-20693420	Cluster_10625	N	105	50	94	16	15
NC_058078.1:20694624-20695166	Cluster_10626	N	105	303	62	69	34
NC_058078.1:20699879-20700309	Cluster_10627	N	74	55	101	21	18
NC_058078.1:20700789-20701237	Cluster_10628	N	228	151	396	122	92
NC_058078.1:20710710-20711774	Cluster_10629	N	1097	1880	1571	2666	1159
NC_058078.1:20713057-20713652	Cluster_10630	N	4	6	7455	38	0
NC_058078.1:20754356-20755159	Cluster_10631	N	7	24	532	69	20
NC_058078.1:20798230-20798652	Cluster_10632	N	24	37	87	24	0
NC_058078.1:20800896-20801324	Cluster_10633	N	52	41	73	28	4
NC_058078.1:20801874-20802302	Cluster_10634	N	26	143	35	4	3
NC_058078.1:21059077-21059503	Cluster_10635	N	52	42	79	9	2
NC_058078.1:21060398-21060830	Cluster_10636	N	229	642	24	1	178
NC_058078.1:21089220-21090503	Cluster_10637	N	1897	790	3409	3394	542
NC_058078.1:21198583-21199009	Cluster_10638	N	18	19	12	7	37
NC_058078.1:21322489-21322916	Cluster_10639	N	0	0	1	2	99
NC_058078.1:21323311-21323738	Cluster_10640	N	0	1	0	2	93
NC_058078.1:21411073-21411573	Cluster_10641	N	2015	4091	14352	3046	2618
NC_058078.1:21422339-21422766	Cluster_10642	N	0	182	0	0	1
NC_058078.1:21550310-21550736	Cluster_10643	N	211	35	0	130	0
NC_058078.1:21567348-21568018	Cluster_10644	N	79	477	0	631	1
NC_058078.1:21595922-21596351	Cluster_10645	N	19	184	84	46	0
NC_058078.1:21597142-21597671	Cluster_10646	N	15	12	29	17	236
NC_058078.1:21606743-21607172	Cluster_10647	N	359	1	0	33	0
NC_058078.1:21684147-21684569	Cluster_10648	N	24	64	82	46	75
NC_058078.1:21735666-21736093	Cluster_10649	N	0	1	137	0	0
NC_058078.1:21810018-21810445	Cluster_10650	N	0	0	0	134	0
NC_058078.1:21812651-21813067	Cluster_10651	N	12	52	55	17	2
NC_058078.1:21999754-22000194	Cluster_10652	N	0	5	4	1	293
NC_058078.1:22101138-22101565	Cluster_10653	N	0	31	238	0	62
NC_058078.1:22228882-22229401	Cluster_10654	N	42496	33950	47772	34687	42622
NC_058078.1:22275411-22275820	Cluster_10655	N	5	1	15	95	0
NC_058078.1:22275841-22276262	Cluster_10656	N	2	0	3	93	0
NC_058079.1:390631-391061	Cluster_10657	N	119	96	18	18	30
NC_058079.1:526720-527141	Cluster_10658	N	1	0	0	0	148
NC_058079.1:969434-969863	Cluster_10659	N	168	151	59	118	69
NC_058079.1:1123640-1124109	Cluster_10660	N	486	357	510	370	544
NC_058079.1:1132124-1132547	Cluster_10661	N	18	48	52	39	65
NC_058079.1:1165561-1165988	Cluster_10662	N	2	22	76	9	77
NC_058079.1:1260445-1260863	Cluster_10663	N	1	45	13	32	26
NC_058079.1:1320863-1321287	Cluster_10664	N	36	88	127	40	112
NC_058079.1:1321592-1322023	Cluster_10665	N	276	270	486	259	270
NC_058079.1:1325740-1326215	Cluster_10666	N	203	210	204	118	187
NC_058079.1:1339332-1339810	Cluster_10667	N	68	94	180	87	200
NC_058079.1:1449702-1450127	Cluster_10668	N	0	2	46	19	24
NC_058079.1:1712560-1712985	Cluster_10669	N	14	39	42	37	51
NC_058079.1:1973966-1974389	Cluster_10670	N	95	28	30	25	24
