# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Pmea_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Pmea_lncRNA_counts_matrix.txt" "RNA-POC-47.sorted.bam" "RNA-POC-48.sorted.bam" "RNA-POC-50.sorted.bam" "RNA-POC-53.sorted.bam" "RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POC-47.sorted.bam	RNA-POC-48.sorted.bam	RNA-POC-50.sorted.bam	RNA-POC-53.sorted.bam	RNA-POC-57.sorted.bam
lncRNA_7941	Pocillopora_meandrina_HIv1___Sc0000017	3160095	3160655	+	561	0	8	0	0	0
lncRNA_7942	Pocillopora_meandrina_HIv1___Sc0000017	3164668	3165777	+	1110	16	3	0	0	0
lncRNA_7943	Pocillopora_meandrina_HIv1___Sc0000017	3166014	3166300	+	287	0	11	27	2	15
lncRNA_7944	Pocillopora_meandrina_HIv1___Sc0000017	3168449	3168711	+	263	2	0	20	0	0
lncRNA_7945	Pocillopora_meandrina_HIv1___Sc0000017	3169823	3170024	+	202	4	22	0	0	0
lncRNA_7946	Pocillopora_meandrina_HIv1___Sc0000017	3185200	3185581	+	382	0	36	36	62	0
lncRNA_7947	Pocillopora_meandrina_HIv1___Sc0000017	3269753	3270043	+	291	0	0	26	0	0
lncRNA_7948	Pocillopora_meandrina_HIv1___Sc0000017	3326679	3326991	+	313	0	6	0	29	0
lncRNA_7949	Pocillopora_meandrina_HIv1___Sc0000017	3576180	3576670	+	491	35	22	14	24	2
lncRNA_7950	Pocillopora_meandrina_HIv1___Sc0000017	3710050	3710310	+	261	1	0	13	23	7
lncRNA_7951	Pocillopora_meandrina_HIv1___Sc0000017	3724762	3725129	+	368	0	20	26	37	0
lncRNA_7952	Pocillopora_meandrina_HIv1___Sc0000017	3763994	3764248	+	255	0	25	2	2	0
lncRNA_7953	Pocillopora_meandrina_HIv1___Sc0000017	3769654	3770231	+	578	0	6	0	48	15
lncRNA_7954	Pocillopora_meandrina_HIv1___Sc0000017	3801254	3802752	+	1499	106	134	383	216	43
lncRNA_7955	Pocillopora_meandrina_HIv1___Sc0000017	3847497	3847868	+	372	0	7	33	8	0
lncRNA_7956	Pocillopora_meandrina_HIv1___Sc0000017	3959253	3959838	+	586	0	24	18	68	0
lncRNA_7957	Pocillopora_meandrina_HIv1___Sc0000017	3977850	3978172	+	323	0	0	0	35	2
lncRNA_7958	Pocillopora_meandrina_HIv1___Sc0000017	4098539	4099313	+	775	57	50	76	19	34
lncRNA_7959	Pocillopora_meandrina_HIv1___Sc0000017	4103358	4104103	+	746	18	0	17	11	46
lncRNA_7960	Pocillopora_meandrina_HIv1___Sc0000017	4122496	4122817	+	322	2	1	8	24	0
lncRNA_7961	Pocillopora_meandrina_HIv1___Sc0000017	4199588	4199876	+	289	41	0	9	0	0
lncRNA_7962	Pocillopora_meandrina_HIv1___Sc0000017	4207801	4208392	+	592	0	11	14	52	0
lncRNA_7963	Pocillopora_meandrina_HIv1___Sc0000017	4208603	4209016	+	414	0	6	34	44	0
lncRNA_7964	Pocillopora_meandrina_HIv1___Sc0000017	4223895	4225410	+	1516	3	41	24	32	98
lncRNA_7965	Pocillopora_meandrina_HIv1___Sc0000017	4230199	4230454	+	256	23	0	0	0	0
lncRNA_7966	Pocillopora_meandrina_HIv1___Sc0000017	4232779	4233119	+	341	0	4	36	0	0
lncRNA_7967	Pocillopora_meandrina_HIv1___Sc0000017	4252984	4254249	+	1266	0	33	45	98	4
lncRNA_7968	Pocillopora_meandrina_HIv1___Sc0000017	4262199	4264933	+	2735	18	55	80	212	46
lncRNA_7969	Pocillopora_meandrina_HIv1___Sc0000017	4280308	4280552	+	245	0	4	26	5	0
lncRNA_7970	Pocillopora_meandrina_HIv1___Sc0000017	4331796	4332359	+	564	0	0	12	2	32
lncRNA_7971	Pocillopora_meandrina_HIv1___Sc0000017	4383894	4384308	+	415	6	4	6	0	92
lncRNA_7972	Pocillopora_meandrina_HIv1___Sc0000017	4388208	4388768	+	561	0	0	50	0	0
lncRNA_7973	Pocillopora_meandrina_HIv1___Sc0000017	4394802	4395079	+	278	0	0	29	0	0
lncRNA_7974	Pocillopora_meandrina_HIv1___Sc0000017	4408322	4408630	+	309	2	6	6	20	0
lncRNA_7975	Pocillopora_meandrina_HIv1___Sc0000017	4414218	4414465	+	248	6	0	2	1	0
lncRNA_7976	Pocillopora_meandrina_HIv1___Sc0000017	4419419	4419750	+	332	9	18	52	5	4
lncRNA_7977	Pocillopora_meandrina_HIv1___Sc0000017	4426444	4426690	+	247	0	9	31	2	2
lncRNA_7978	Pocillopora_meandrina_HIv1___Sc0000017	4436148	4436426	+	279	0	0	24	10	0
lncRNA_7979	Pocillopora_meandrina_HIv1___Sc0000017	4438745	4439083	+	339	1	4	33	28	0
lncRNA_7980	Pocillopora_meandrina_HIv1___Sc0000017	4445126	4445332	+	207	0	0	0	0	12
lncRNA_7981	Pocillopora_meandrina_HIv1___Sc0000017	4448671	4448941	+	271	0	21	0	10	0
lncRNA_7982	Pocillopora_meandrina_HIv1___Sc0000017	4486180	4486577	+	398	4	111	0	11	47
lncRNA_7983	Pocillopora_meandrina_HIv1___Sc0000017	4492993	4493255	+	263	0	16	12	27	0
lncRNA_7984	Pocillopora_meandrina_HIv1___Sc0000017	4495434	4495676	+	243	1	6	4	6	3
lncRNA_7985	Pocillopora_meandrina_HIv1___Sc0000017	4505435	4506392	+	958	6	42	21	86	1
lncRNA_7986	Pocillopora_meandrina_HIv1___Sc0000017	4534429	4534829	+	401	1	36	10	13	0
lncRNA_7987	Pocillopora_meandrina_HIv1___Sc0000017	4573687	4574657	+	971	14	6	102	20	18
lncRNA_7988	Pocillopora_meandrina_HIv1___Sc0000017	4590365	4590842	+	478	5	28	34	23	8
lncRNA_7989	Pocillopora_meandrina_HIv1___Sc0000017	4670894	4671316	+	423	0	26	62	49	0
lncRNA_7990	Pocillopora_meandrina_HIv1___Sc0000017	4918835	4919191	+	357	0	16	26	48	3
lncRNA_7991	Pocillopora_meandrina_HIv1___Sc0000017	4952148	4952662	+	515	38	75	17	46	102
lncRNA_7992	Pocillopora_meandrina_HIv1___Sc0000017	4953169	4953577	+	409	0	27	0	7	0
lncRNA_7993	Pocillopora_meandrina_HIv1___Sc0000017	5104498	5104891	+	394	0	7	56	43	2
lncRNA_7994	Pocillopora_meandrina_HIv1___Sc0000017	5197129	5197938	+	810	0	0	0	76	0
lncRNA_7995	Pocillopora_meandrina_HIv1___Sc0000017	5205075	5205474	+	400	10	18	56	63	9
lncRNA_7996	Pocillopora_meandrina_HIv1___Sc0000017	5206155	5206945	+	791	8	8	46	71	2
lncRNA_7997	Pocillopora_meandrina_HIv1___Sc0000017	5207289	5210317	+	3029	79	60	278	269	18
lncRNA_7998	Pocillopora_meandrina_HIv1___Sc0000017	5243851	5244119	+	269	8	0	0	19	8
lncRNA_7999	Pocillopora_meandrina_HIv1___Sc0000017	5261170	5261527	+	358	2	34	70	64	0
lncRNA_8000	Pocillopora_meandrina_HIv1___Sc0000017	5283967	5284781	+	815	0	16	87	75	0
lncRNA_8001	Pocillopora_meandrina_HIv1___Sc0000017	5568638	5568890	+	253	20	0	0	0	0
lncRNA_8002	Pocillopora_meandrina_HIv1___Sc0000017	5569937	5570191	+	255	0	5	17	18	2
lncRNA_8003	Pocillopora_meandrina_HIv1___Sc0000017	5653884	5654321	+	438	0	32	0	32	10
lncRNA_8004	Pocillopora_meandrina_HIv1___Sc0000017	5800821	5801217	+	397	0	15	60	50	0
lncRNA_8005	Pocillopora_meandrina_HIv1___Sc0000017	5916520	5916879	+	360	0	8	0	26	0
lncRNA_8006	Pocillopora_meandrina_HIv1___Sc0000017	5997407	5997797	+	391	3	43	66	24	0
lncRNA_8007	Pocillopora_meandrina_HIv1___Sc0000017	6177716	6178559	+	844	0	19	39	40	12
lncRNA_8008	Pocillopora_meandrina_HIv1___Sc0000017	6231564	6231920	+	357	0	35	1	16	10
lncRNA_8009	Pocillopora_meandrina_HIv1___Sc0000017	6351462	6352483	+	1022	6	92	97	74	0
lncRNA_8010	Pocillopora_meandrina_HIv1___Sc0000017	6353325	6353577	+	253	18	0	0	0	0
lncRNA_8011	Pocillopora_meandrina_HIv1___Sc0000017	6430431	6430660	+	230	20	0	0	0	4
lncRNA_8012	Pocillopora_meandrina_HIv1___Sc0000017	6525263	6525581	+	319	0	0	23	0	0
lncRNA_8013	Pocillopora_meandrina_HIv1___Sc0000017	6569634	6569952	+	319	0	24	16	31	0
lncRNA_8014	Pocillopora_meandrina_HIv1___Sc0000017	6733617	6734221	+	605	13	26	12	51	8
lncRNA_8015	Pocillopora_meandrina_HIv1___Sc0000017	6825690	6826847	+	1158	3	77	225	152	4
lncRNA_8016	Pocillopora_meandrina_HIv1___Sc0000017	6827846	6828671	+	826	0	26	32	115	0
lncRNA_8017	Pocillopora_meandrina_HIv1___Sc0000017	6885602	6886113	+	512	0	1	0	0	0
lncRNA_8018	Pocillopora_meandrina_HIv1___Sc0000017	6888470	6889637	+	1168	30	6	16	103	90
lncRNA_8019	Pocillopora_meandrina_HIv1___Sc0000017	6891941	6892416	+	476	9	35	40	42	2
lncRNA_8020	Pocillopora_meandrina_HIv1___Sc0000017	6893050	6896040	+	2991	451	298	164	506	395
lncRNA_8021	Pocillopora_meandrina_HIv1___Sc0000017	6897374	6899047	+	1674	95	118	102	98	68
lncRNA_8022	Pocillopora_meandrina_HIv1___Sc0000017	7031072	7031873	+	802	65	47	1	44	42
lncRNA_8023	Pocillopora_meandrina_HIv1___Sc0000017	7042286	7043082	+	797	13	9	11	115	16
lncRNA_8024	Pocillopora_meandrina_HIv1___Sc0000017	7059554	7059768	+	215	0	0	22	0	0
lncRNA_8025	Pocillopora_meandrina_HIv1___Sc0000017	7074929	7075378	+	450	38	36	25	12	42
lncRNA_8026	Pocillopora_meandrina_HIv1___Sc0000017	7389102	7389512	+	411	0	20	9	22	40
lncRNA_8027	Pocillopora_meandrina_HIv1___Sc0000017	7566607	7566827	+	221	0	0	15	1	0
lncRNA_8028	Pocillopora_meandrina_HIv1___Sc0000017	7589649	7590019	+	371	0	6	1	26	0
lncRNA_8029	Pocillopora_meandrina_HIv1___Sc0000017	7623050	7623466	+	417	0	4	0	26	0
lncRNA_8030	Pocillopora_meandrina_HIv1___Sc0000017	7625167	7625441	+	275	0	0	0	25	0
lncRNA_8031	Pocillopora_meandrina_HIv1___Sc0000017	7647456	7647682	+	227	0	0	18	0	2
lncRNA_8032	Pocillopora_meandrina_HIv1___Sc0000017	7648489	7648891	+	403	0	4	34	39	56
lncRNA_8033	Pocillopora_meandrina_HIv1___Sc0000017	7649574	7649954	+	381	10	0	75	0	35
lncRNA_8034	Pocillopora_meandrina_HIv1___Sc0000017	7650575	7651013	+	439	0	0	12	10	52
lncRNA_8035	Pocillopora_meandrina_HIv1___Sc0000017	7669931	7670141	+	211	0	2	2	22	0
lncRNA_8036	Pocillopora_meandrina_HIv1___Sc0000017	7675003	7676104	+	1102	38	8	12	63	21
lncRNA_8037	Pocillopora_meandrina_HIv1___Sc0000017	7684922	7685605	+	684	22	1	20	9	5
lncRNA_8038	Pocillopora_meandrina_HIv1___Sc0000017	8019994	8020246	+	253	21	29	30	6	30
lncRNA_8039	Pocillopora_meandrina_HIv1___Sc0000017	8599721	8601593	+	1873	26	21	32	35	31
lncRNA_8040	Pocillopora_meandrina_HIv1___Sc0000017	8632738	8633828	+	1091	0	10	0	82	0
lncRNA_8041	Pocillopora_meandrina_HIv1___Sc0000017	8637835	8638039	+	205	16	0	0	18	18
lncRNA_8042	Pocillopora_meandrina_HIv1___Sc0000017	8660742	8661041	+	300	0	11	7	20	5
lncRNA_8043	Pocillopora_meandrina_HIv1___Sc0000017	8661498	8662304	+	807	36	30	78	31	3
lncRNA_8044	Pocillopora_meandrina_HIv1___Sc0000017	8664554	8664904	+	351	8	5	28	8	0
lncRNA_8045	Pocillopora_meandrina_HIv1___Sc0000017	8686302	8686566	+	265	2	0	30	46	1
lncRNA_8046	Pocillopora_meandrina_HIv1___Sc0000017	8698981	8699241	+	261	0	25	24	6	0
lncRNA_8047	Pocillopora_meandrina_HIv1___Sc0000017	8718410	8718758	+	349	1	24	17	13	0
lncRNA_8048	Pocillopora_meandrina_HIv1___Sc0000017	8731123	8731406	+	284	0	5	31	0	0
lncRNA_8049	Pocillopora_meandrina_HIv1___Sc0000017	8763160	8763697	+	538	0	48	2	16	9
lncRNA_8050	Pocillopora_meandrina_HIv1___Sc0000017	8767317	8769001	+	1685	78	186	163	96	108
lncRNA_8051	Pocillopora_meandrina_HIv1___Sc0000017	8771181	8771517	+	337	0	0	0	0	0
lncRNA_8052	Pocillopora_meandrina_HIv1___Sc0000017	8818213	8818619	+	407	0	0	0	0	0
lncRNA_8053	Pocillopora_meandrina_HIv1___Sc0000017	9030466	9030851	+	386	28	0	5	8	10
lncRNA_8054	Pocillopora_meandrina_HIv1___Sc0000017	9031364	9031608	+	245	0	0	24	0	0
lncRNA_8055	Pocillopora_meandrina_HIv1___Sc0000017	9098547	9098755	+	209	1	16	1	2	10
lncRNA_8056	Pocillopora_meandrina_HIv1___Sc0000017	9099179	9099459	+	281	8	10	3	56	5
lncRNA_8057	Pocillopora_meandrina_HIv1___Sc0000017	9273549	9273782	+	234	0	23	15	11	0
lncRNA_8058	Pocillopora_meandrina_HIv1___Sc0000018	278344	279131	+	788	0	0	0	0	0
lncRNA_8059	Pocillopora_meandrina_HIv1___Sc0000018	253387	254155	+	769	37	49	34	0	20
lncRNA_8060	Pocillopora_meandrina_HIv1___Sc0000018	272057	273654	+	1598	0	0	0	0	0
lncRNA_8061	Pocillopora_meandrina_HIv1___Sc0000018	272066	274336	+	2271	0	0	0	0	0
lncRNA_8062	Pocillopora_meandrina_HIv1___Sc0000018	453820	456137	+	2318	26	14	38	62	87
lncRNA_8063	Pocillopora_meandrina_HIv1___Sc0000018	457798	458067	+	270	7	8	2436	0	3
lncRNA_8064	Pocillopora_meandrina_HIv1___Sc0000018	559562	560862	+	1301	17	59	41	257	84
lncRNA_8065	Pocillopora_meandrina_HIv1___Sc0000018	572422	573179	+	758	0	52	11	81	54
lncRNA_8066	Pocillopora_meandrina_HIv1___Sc0000018	574518	577914	+	3397	0	0	0	0	0
lncRNA_8067	Pocillopora_meandrina_HIv1___Sc0000018	574518	577914	+	3397	0	0	0	0	0
lncRNA_8068	Pocillopora_meandrina_HIv1___Sc0000018	574910	577914	+	3005	0	0	0	0	0
lncRNA_8069	Pocillopora_meandrina_HIv1___Sc0000018	694159	694404	+	246	0	0	0	0	0
lncRNA_8070	Pocillopora_meandrina_HIv1___Sc0000018	694161	694404	+	244	0	0	0	0	0
lncRNA_8071	Pocillopora_meandrina_HIv1___Sc0000018	774079	774999	+	921	3	44	12	27	0
lncRNA_8072	Pocillopora_meandrina_HIv1___Sc0000018	1469814	1473086	+	3273	20	2	0	39	18
lncRNA_8073	Pocillopora_meandrina_HIv1___Sc0000018	1038676	1051074	+	12399	70	44	76	92	46
lncRNA_8074	Pocillopora_meandrina_HIv1___Sc0000018	1150775	1151526	+	752	0	0	0	0	0
lncRNA_8075	Pocillopora_meandrina_HIv1___Sc0000018	1143230	1156365	+	13136	72	42	25	66	14
lncRNA_8076	Pocillopora_meandrina_HIv1___Sc0000018	1160406	1161654	+	1249	3	0	0	0	0
lncRNA_8077	Pocillopora_meandrina_HIv1___Sc0000018	1201226	1202362	+	1137	1	8	24	0	13
lncRNA_8078	Pocillopora_meandrina_HIv1___Sc0000018	1290218	1291063	+	846	21	19	7	11	14
lncRNA_8079	Pocillopora_meandrina_HIv1___Sc0000018	1473445	1483782	+	10338	2	36	59	52	39
lncRNA_8080	Pocillopora_meandrina_HIv1___Sc0000018	1522475	1551564	+	29090	0	0	0	0	0
lncRNA_8081	Pocillopora_meandrina_HIv1___Sc0000018	1523188	1572984	+	49797	0	0	0	0	0
lncRNA_8082	Pocillopora_meandrina_HIv1___Sc0000018	1571642	1572984	+	1343	0	0	0	0	0
lncRNA_8083	Pocillopora_meandrina_HIv1___Sc0000018	1542363	1561651	+	19289	0	0	0	0	0
lncRNA_8084	Pocillopora_meandrina_HIv1___Sc0000018	1543112	1577156	+	34045	26	149	5	41	40
lncRNA_8085	Pocillopora_meandrina_HIv1___Sc0000018	1566275	1568039	+	1765	0	0	0	0	0
lncRNA_8086	Pocillopora_meandrina_HIv1___Sc0000018	1605838	1606856	+	1019	0	5	25	8	3
lncRNA_8087	Pocillopora_meandrina_HIv1___Sc0000018	1636949	1637157	+	209	21	2	0	10	2
lncRNA_8088	Pocillopora_meandrina_HIv1___Sc0000018	1637841	1638783	+	943	6	0	25	17	8
lncRNA_8089	Pocillopora_meandrina_HIv1___Sc0000018	1650781	1651797	+	1017	11	14	3	14	36
lncRNA_8090	Pocillopora_meandrina_HIv1___Sc0000018	1711911	1712687	+	777	0	0	35	6	24
lncRNA_8091	Pocillopora_meandrina_HIv1___Sc0000018	1754389	1754674	+	286	0	26	4	7	0
lncRNA_8092	Pocillopora_meandrina_HIv1___Sc0000018	1755566	1756586	+	1021	3	2	0	2	0
lncRNA_8093	Pocillopora_meandrina_HIv1___Sc0000018	1755650	1757260	+	1611	7	0	1	5	0
lncRNA_8094	Pocillopora_meandrina_HIv1___Sc0000018	1848948	1851451	+	2504	44	18	25	41	69
lncRNA_8095	Pocillopora_meandrina_HIv1___Sc0000018	1961620	1963586	+	1967	59	84	97	86	83
lncRNA_8096	Pocillopora_meandrina_HIv1___Sc0000018	2126125	2129119	+	2995	0	0	0	0	0
lncRNA_8097	Pocillopora_meandrina_HIv1___Sc0000018	2126125	2129119	+	2995	0	0	0	0	0
lncRNA_8098	Pocillopora_meandrina_HIv1___Sc0000018	2193625	2194134	+	510	4	28	20	56	0
lncRNA_8099	Pocillopora_meandrina_HIv1___Sc0000018	2208279	2213362	+	5084	1304	119	1306	324	476
lncRNA_8100	Pocillopora_meandrina_HIv1___Sc0000018	2396891	2398111	+	1221	876	658	754	722	841
lncRNA_8101	Pocillopora_meandrina_HIv1___Sc0000018	2409132	2410138	+	1007	228	162	452	290	137
lncRNA_8102	Pocillopora_meandrina_HIv1___Sc0000018	2751922	2752690	+	769	1840	1210	2572	1121	2045
lncRNA_8103	Pocillopora_meandrina_HIv1___Sc0000018	3078008	3078912	+	905	0	0	0	8	0
lncRNA_8104	Pocillopora_meandrina_HIv1___Sc0000018	3369204	3371901	+	2698	4	32	14	27	18
lncRNA_8105	Pocillopora_meandrina_HIv1___Sc0000018	3420379	3424795	+	4417	591	376	381	305	200
lncRNA_8106	Pocillopora_meandrina_HIv1___Sc0000018	3639282	3641615	+	2334	4	0	12	22	5
lncRNA_8107	Pocillopora_meandrina_HIv1___Sc0000018	3787585	3789153	+	1569	108	68	617	311	117
lncRNA_8108	Pocillopora_meandrina_HIv1___Sc0000018	3866250	3871449	+	5200	72	37	52	13	69
lncRNA_8109	Pocillopora_meandrina_HIv1___Sc0000018	3867264	3869711	+	2448	0	0	0	0	0
lncRNA_8110	Pocillopora_meandrina_HIv1___Sc0000018	3867389	3869711	+	2323	0	0	0	0	0
lncRNA_8111	Pocillopora_meandrina_HIv1___Sc0000018	3867389	3870571	+	3183	0	0	0	0	0
lncRNA_8112	Pocillopora_meandrina_HIv1___Sc0000018	4255838	4256101	+	264	0	1	14	1	0
lncRNA_8113	Pocillopora_meandrina_HIv1___Sc0000018	4311044	4314224	+	3181	74	4	158	67	54
lncRNA_8114	Pocillopora_meandrina_HIv1___Sc0000018	4313011	4314467	+	1457	6	1	0	11	4
lncRNA_8115	Pocillopora_meandrina_HIv1___Sc0000018	4378664	4381514	+	2851	76	67	259	52	64
lncRNA_8116	Pocillopora_meandrina_HIv1___Sc0000018	4527357	4527827	+	471	100	188	122	25	37
lncRNA_8117	Pocillopora_meandrina_HIv1___Sc0000018	4665425	4667367	+	1943	51	86	119	110	148
lncRNA_8118	Pocillopora_meandrina_HIv1___Sc0000018	4939327	4939837	+	511	6	40	47	43	10
lncRNA_8119	Pocillopora_meandrina_HIv1___Sc0000018	5110732	5117244	+	6513	213	15	150	187	40
lncRNA_8120	Pocillopora_meandrina_HIv1___Sc0000018	5319495	5336437	+	16943	36	76	20	69	35
lncRNA_8121	Pocillopora_meandrina_HIv1___Sc0000018	5961675	5962195	+	521	8	9	26	2	0
lncRNA_8122	Pocillopora_meandrina_HIv1___Sc0000018	6065021	6065793	+	773	386	239	350	179	64
lncRNA_8123	Pocillopora_meandrina_HIv1___Sc0000018	6229432	6234107	+	4676	43	51	21	49	47
lncRNA_8124	Pocillopora_meandrina_HIv1___Sc0000018	6980384	6980768	+	385	19	3	0	0	4
lncRNA_8125	Pocillopora_meandrina_HIv1___Sc0000018	7346361	7347163	+	803	642	612	541	966	267
lncRNA_8126	Pocillopora_meandrina_HIv1___Sc0000018	7359974	7361317	+	1344	73	67	67	149	67
lncRNA_8127	Pocillopora_meandrina_HIv1___Sc0000018	7545959	7548418	+	2460	256	119	269	186	234
lncRNA_8128	Pocillopora_meandrina_HIv1___Sc0000018	8014613	8014863	+	251	4	0	22	0	0
lncRNA_8129	Pocillopora_meandrina_HIv1___Sc0000018	8466186	8467377	+	1192	151	83	163	159	405
lncRNA_8130	Pocillopora_meandrina_HIv1___Sc0000018	133766	139404	+	5639	100	13	424	43	46
lncRNA_8131	Pocillopora_meandrina_HIv1___Sc0000018	137330	139404	+	2075	0	0	0	0	0
lncRNA_8132	Pocillopora_meandrina_HIv1___Sc0000018	137330	139404	+	2075	0	0	0	0	0
lncRNA_8133	Pocillopora_meandrina_HIv1___Sc0000018	246253	246673	+	421	17	0	0	0	16
lncRNA_8134	Pocillopora_meandrina_HIv1___Sc0000018	257214	280529	+	23316	1728	816	1791	3321	947
lncRNA_8135	Pocillopora_meandrina_HIv1___Sc0000018	266406	271791	+	5386	0	0	0	0	0
lncRNA_8136	Pocillopora_meandrina_HIv1___Sc0000018	291576	293748	+	2173	34	97	0	116	2
lncRNA_8137	Pocillopora_meandrina_HIv1___Sc0000018	656674	657565	+	892	9	59	59	10	51
lncRNA_8138	Pocillopora_meandrina_HIv1___Sc0000018	1105755	1110386	+	4632	41	0	550	4	113
lncRNA_8139	Pocillopora_meandrina_HIv1___Sc0000018	1882121	1882529	+	409	14	0	0	0	11
lncRNA_8140	Pocillopora_meandrina_HIv1___Sc0000018	2028978	2029346	+	369	115	50	77	38	59
lncRNA_8141	Pocillopora_meandrina_HIv1___Sc0000018	3078158	3079183	+	1026	0	0	0	0	22
lncRNA_8142	Pocillopora_meandrina_HIv1___Sc0000018	3447407	3457118	+	9712	581	612	97	169	141
lncRNA_8143	Pocillopora_meandrina_HIv1___Sc0000018	3448882	3450931	+	2050	0	0	0	0	0
lncRNA_8144	Pocillopora_meandrina_HIv1___Sc0000018	3511579	3512036	+	458	602	449	758	500	357
lncRNA_8145	Pocillopora_meandrina_HIv1___Sc0000018	3984031	3994084	+	10054	0	5	20	2	0
lncRNA_8146	Pocillopora_meandrina_HIv1___Sc0000018	3984250	3993963	+	9714	0	0	0	0	0
lncRNA_8147	Pocillopora_meandrina_HIv1___Sc0000018	3984341	3991875	+	7535	0	0	0	0	0
lncRNA_8148	Pocillopora_meandrina_HIv1___Sc0000018	4155672	4156400	+	729	49	283	141	155	397
lncRNA_8149	Pocillopora_meandrina_HIv1___Sc0000018	4256244	4257021	+	778	34	21	0	18	0
lncRNA_8150	Pocillopora_meandrina_HIv1___Sc0000018	4980431	4980650	+	220	0	0	0	0	2
lncRNA_8151	Pocillopora_meandrina_HIv1___Sc0000018	5110732	5115137	+	4406	0	0	0	0	0
lncRNA_8152	Pocillopora_meandrina_HIv1___Sc0000018	5204985	5206769	+	1785	175	92	307	122	129
lncRNA_8153	Pocillopora_meandrina_HIv1___Sc0000018	5334642	5336159	+	1518	0	0	0	0	0
lncRNA_8154	Pocillopora_meandrina_HIv1___Sc0000018	5353947	5354591	+	645	0	0	0	0	0
lncRNA_8155	Pocillopora_meandrina_HIv1___Sc0000018	5353965	5354591	+	627	0	0	0	0	0
lncRNA_8156	Pocillopora_meandrina_HIv1___Sc0000018	5877851	5884957	+	7107	63	39	69	42	4
lncRNA_8157	Pocillopora_meandrina_HIv1___Sc0000018	5945396	5945861	+	466	5	3	44	14	13
lncRNA_8158	Pocillopora_meandrina_HIv1___Sc0000018	5972953	5973943	+	991	29	24	17	10	51
lncRNA_8159	Pocillopora_meandrina_HIv1___Sc0000018	6154935	6155524	+	590	3	50	0	14	15
lncRNA_8160	Pocillopora_meandrina_HIv1___Sc0000018	6548308	6548699	+	392	0	1	13	1	12
lncRNA_8161	Pocillopora_meandrina_HIv1___Sc0000018	7277620	7278161	+	542	2	20	7	6	25
lncRNA_8162	Pocillopora_meandrina_HIv1___Sc0000018	7439054	7445955	+	6902	194	160	173	145	24
lncRNA_8163	Pocillopora_meandrina_HIv1___Sc0000018	7470299	7471419	+	1121	105	16	61	50	4
lncRNA_8164	Pocillopora_meandrina_HIv1___Sc0000018	7631362	7632912	+	1551	376	334	426	301	174
lncRNA_8165	Pocillopora_meandrina_HIv1___Sc0000018	7631534	7632912	+	1379	0	0	0	0	0
lncRNA_8166	Pocillopora_meandrina_HIv1___Sc0000018	7865911	7867553	+	1643	9	27	59	91	20
lncRNA_8167	Pocillopora_meandrina_HIv1___Sc0000018	7932448	7932957	+	510	9	28	6	41	7
lncRNA_8168	Pocillopora_meandrina_HIv1___Sc0000018	21105	21454	+	350	0	4	28	0	0
lncRNA_8169	Pocillopora_meandrina_HIv1___Sc0000018	53528	53798	+	271	0	0	32	0	0
lncRNA_8170	Pocillopora_meandrina_HIv1___Sc0000018	131030	131324	+	295	24	0	0	4	0
lncRNA_8171	Pocillopora_meandrina_HIv1___Sc0000018	178543	179381	+	839	75	29	201	90	5
lncRNA_8172	Pocillopora_meandrina_HIv1___Sc0000018	343361	343696	+	336	10	1	30	18	16
lncRNA_8173	Pocillopora_meandrina_HIv1___Sc0000018	458450	459461	+	1012	32	43	64	28	28
lncRNA_8174	Pocillopora_meandrina_HIv1___Sc0000018	470021	470336	+	316	0	2	33	12	10
lncRNA_8175	Pocillopora_meandrina_HIv1___Sc0000018	616825	617184	+	360	26	31	54	33	1
lncRNA_8176	Pocillopora_meandrina_HIv1___Sc0000018	651451	651723	+	273	0	0	5	0	0
lncRNA_8177	Pocillopora_meandrina_HIv1___Sc0000018	673375	674203	+	829	68	0	0	0	18
lncRNA_8178	Pocillopora_meandrina_HIv1___Sc0000018	778321	778749	+	429	0	27	1	96	1
lncRNA_8179	Pocillopora_meandrina_HIv1___Sc0000018	789511	789780	+	270	0	44	12	10	0
lncRNA_8180	Pocillopora_meandrina_HIv1___Sc0000018	791006	792205	+	1200	26	12	26	0	98
lncRNA_8181	Pocillopora_meandrina_HIv1___Sc0000018	804021	804806	+	786	339	131	130	134	61
lncRNA_8182	Pocillopora_meandrina_HIv1___Sc0000018	860833	861162	+	330	0	0	26	1	0
lncRNA_8183	Pocillopora_meandrina_HIv1___Sc0000018	1609602	1610016	+	415	0	0	36	22	0
lncRNA_8184	Pocillopora_meandrina_HIv1___Sc0000018	1626669	1626881	+	213	1	5	0	0	0
lncRNA_8185	Pocillopora_meandrina_HIv1___Sc0000018	1664829	1665237	+	409	2	4	18	1	0
lncRNA_8186	Pocillopora_meandrina_HIv1___Sc0000018	1689072	1689892	+	821	10	10	262	35	24
lncRNA_8187	Pocillopora_meandrina_HIv1___Sc0000018	1705563	1705777	+	215	14	0	7	1	3
lncRNA_8188	Pocillopora_meandrina_HIv1___Sc0000018	1804827	1807758	+	2932	229	214	339	293	130
