Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000012:9112220-9113011	Cluster_3736	N	141	90	295	367	163
Pocillopora_meandrina_HIv1___Sc0000012:9113299-9114000	Cluster_3737	N	53	77	85	86	19
Pocillopora_meandrina_HIv1___Sc0000012:9114316-9114858	Cluster_3738	N	5	167	462	117	107
Pocillopora_meandrina_HIv1___Sc0000012:9116931-9118951	Cluster_3739	N	822	511	872	631	273
Pocillopora_meandrina_HIv1___Sc0000012:9119216-9120301	Cluster_3740	N	745	1589	1902	1814	338
Pocillopora_meandrina_HIv1___Sc0000012:9126640-9127054	Cluster_3741	N	91	16	52	68	20
Pocillopora_meandrina_HIv1___Sc0000012:9127123-9127835	Cluster_3742	N	439	142	119	261	66
Pocillopora_meandrina_HIv1___Sc0000012:9153751-9154840	Cluster_3743	N	2658	460	10	1884	11
Pocillopora_meandrina_HIv1___Sc0000012:9192779-9193208	Cluster_3744	N	269	0	40	0	0
Pocillopora_meandrina_HIv1___Sc0000012:9311500-9311918	Cluster_3745	N	5	26	9	35	55
Pocillopora_meandrina_HIv1___Sc0000012:9312883-9313417	Cluster_3746	N	17	37	27	75	155
Pocillopora_meandrina_HIv1___Sc0000012:9416464-9416881	Cluster_3747	N	61	7	83	24	25
Pocillopora_meandrina_HIv1___Sc0000012:9496539-9497031	Cluster_3748	N	3	57	163	1	0
Pocillopora_meandrina_HIv1___Sc0000012:9751539-9751969	Cluster_3749	N	0	0	31	60	3
Pocillopora_meandrina_HIv1___Sc0000012:9767406-9767837	Cluster_3750	N	9	7	82	1231	1
Pocillopora_meandrina_HIv1___Sc0000012:9772164-9772580	Cluster_3751	N	21	27	38	0	0
Pocillopora_meandrina_HIv1___Sc0000012:9778224-9778651	Cluster_3752	N	44	20	6	68	3
Pocillopora_meandrina_HIv1___Sc0000012:9808307-9808728	Cluster_3753	N	0	1	76	1	1
Pocillopora_meandrina_HIv1___Sc0000012:9831019-9831445	Cluster_3754	N	101	2	24	46	12
Pocillopora_meandrina_HIv1___Sc0000012:9836384-9837012	Cluster_3755	N	18	3	9	328	7
Pocillopora_meandrina_HIv1___Sc0000012:9890856-9891282	Cluster_3756	N	2	85	12	3	3
Pocillopora_meandrina_HIv1___Sc0000012:9922141-9922628	Cluster_3757	N	192	121	58	227	84
Pocillopora_meandrina_HIv1___Sc0000012:9958130-9958557	Cluster_3758	N	0	14	139	12	3
Pocillopora_meandrina_HIv1___Sc0000012:9964596-9965831	Cluster_3759	N	49	11	6900	21	187
Pocillopora_meandrina_HIv1___Sc0000012:9966705-9967134	Cluster_3760	N	6	2	414	5	25
Pocillopora_meandrina_HIv1___Sc0000013:247172-247663	Cluster_3761	N	107	78	260	106	74
Pocillopora_meandrina_HIv1___Sc0000013:249631-250052	Cluster_3762	N	47	22	17	24	32
Pocillopora_meandrina_HIv1___Sc0000013:250128-250671	Cluster_3763	N	112	49	50	95	58
Pocillopora_meandrina_HIv1___Sc0000013:250823-251251	Cluster_3764	N	21	14	55	85	13
Pocillopora_meandrina_HIv1___Sc0000013:251265-252162	Cluster_3765	N	334	24	169	266	52
Pocillopora_meandrina_HIv1___Sc0000013:338858-339285	Cluster_3766	N	106	0	0	37	0
Pocillopora_meandrina_HIv1___Sc0000013:347884-350365	Cluster_3767	N	1818	701	1862	464	280
Pocillopora_meandrina_HIv1___Sc0000013:357268-357682	Cluster_3768	N	42	15	28	4	12
Pocillopora_meandrina_HIv1___Sc0000013:474788-475216	Cluster_3769	N	3	35	7	2	162
Pocillopora_meandrina_HIv1___Sc0000013:560422-560849	Cluster_3770	N	0	43	0	515	0
Pocillopora_meandrina_HIv1___Sc0000013:742806-743234	Cluster_3771	N	163	79	161	19	13
Pocillopora_meandrina_HIv1___Sc0000013:743992-744451	Cluster_3772	N	1171	99	41	203	90
Pocillopora_meandrina_HIv1___Sc0000013:744782-746779	Cluster_3773	N	917	496	2512	1060	473
Pocillopora_meandrina_HIv1___Sc0000013:746786-747213	Cluster_3774	N	127	46	54	113	14
Pocillopora_meandrina_HIv1___Sc0000013:747331-747757	Cluster_3775	N	54	19	60	68	12
Pocillopora_meandrina_HIv1___Sc0000013:747773-749664	Cluster_3776	N	580	101	420	766	72
Pocillopora_meandrina_HIv1___Sc0000013:922124-922918	Cluster_3777	N	179	0	10	118	0
Pocillopora_meandrina_HIv1___Sc0000013:1574802-1575212	Cluster_3778	N	68	58	16	29	0
Pocillopora_meandrina_HIv1___Sc0000013:1671541-1672316	Cluster_3779	N	100	36	107	6	1
Pocillopora_meandrina_HIv1___Sc0000013:1700374-1701254	Cluster_3780	N	1293	665	1952	1351	732
Pocillopora_meandrina_HIv1___Sc0000013:1701277-1701707	Cluster_3781	N	117	136	16	161	16
Pocillopora_meandrina_HIv1___Sc0000013:1702156-1702858	Cluster_3782	N	283	13	35	327	344
Pocillopora_meandrina_HIv1___Sc0000013:1702993-1705652	Cluster_3783	N	720	223	1716	1328	519
Pocillopora_meandrina_HIv1___Sc0000013:1714408-1714827	Cluster_3784	N	107	13	111	13	13
Pocillopora_meandrina_HIv1___Sc0000013:1869677-1870097	Cluster_3785	N	15	4	86	60	12
Pocillopora_meandrina_HIv1___Sc0000013:1870222-1870651	Cluster_3786	N	46	16	186	129	19
Pocillopora_meandrina_HIv1___Sc0000013:1924250-1925026	Cluster_3787	N	123	20	114	4	0
Pocillopora_meandrina_HIv1___Sc0000013:2014873-2016821	Cluster_3788	N	219	1076	1609	6	392
Pocillopora_meandrina_HIv1___Sc0000013:2017861-2019125	Cluster_3789	N	28	28	977	269	184
Pocillopora_meandrina_HIv1___Sc0000013:2019206-2019650	Cluster_3790	N	28	9	640	7	191
Pocillopora_meandrina_HIv1___Sc0000013:2585012-2585433	Cluster_3791	N	22	4	5	54	0
Pocillopora_meandrina_HIv1___Sc0000013:2586733-2587163	Cluster_3792	N	106	47	41	13	2
Pocillopora_meandrina_HIv1___Sc0000013:2639722-2640750	Cluster_3793	N	772	260	396	759	197
Pocillopora_meandrina_HIv1___Sc0000013:2641296-2642053	Cluster_3794	N	378	105	86	90	58
Pocillopora_meandrina_HIv1___Sc0000013:2949719-2950629	Cluster_3795	N	28	32	252	149	20
Pocillopora_meandrina_HIv1___Sc0000013:2953747-2954523	Cluster_3796	N	97	30	134	1	5
Pocillopora_meandrina_HIv1___Sc0000013:3143644-3144540	Cluster_3797	N	324	304	658	544	14
Pocillopora_meandrina_HIv1___Sc0000013:3145047-3146621	Cluster_3798	N	544	294	801	606	32
Pocillopora_meandrina_HIv1___Sc0000013:3236495-3236922	Cluster_3799	N	15	15	121	8	23
Pocillopora_meandrina_HIv1___Sc0000013:3300861-3301290	Cluster_3800	N	96	7	72	348	52
Pocillopora_meandrina_HIv1___Sc0000013:3301411-3301940	Cluster_3801	N	184	3	123	234	49
Pocillopora_meandrina_HIv1___Sc0000013:3303861-3304796	Cluster_3802	N	61	7	163	287	39
Pocillopora_meandrina_HIv1___Sc0000013:3304809-3305374	Cluster_3803	N	553	18	220	2530	189
Pocillopora_meandrina_HIv1___Sc0000013:3318557-3319049	Cluster_3804	N	115	46	176	77	53
Pocillopora_meandrina_HIv1___Sc0000013:3319168-3320243	Cluster_3805	N	1266	105	863	351	694
Pocillopora_meandrina_HIv1___Sc0000013:3320299-3321342	Cluster_3806	N	243	174	246	207	114
Pocillopora_meandrina_HIv1___Sc0000013:3321664-3322080	Cluster_3807	N	171	1	44	17	11
Pocillopora_meandrina_HIv1___Sc0000013:3322349-3322772	Cluster_3808	N	61	4	61	74	30
Pocillopora_meandrina_HIv1___Sc0000013:3322976-3324524	Cluster_3809	N	429	73	516	159	139
Pocillopora_meandrina_HIv1___Sc0000013:3417712-3418164	Cluster_3810	N	8	47	17	150	5
Pocillopora_meandrina_HIv1___Sc0000013:3418321-3418748	Cluster_3811	N	34	39	121	114	1
Pocillopora_meandrina_HIv1___Sc0000013:3419082-3422943	Cluster_3812	N	1187	727	1428	2396	178
Pocillopora_meandrina_HIv1___Sc0000013:3423803-3424975	Cluster_3813	N	195	418	157	489	100
Pocillopora_meandrina_HIv1___Sc0000013:3639403-3640179	Cluster_3814	N	101	25	113	12	156
Pocillopora_meandrina_HIv1___Sc0000013:3889072-3889884	Cluster_3815	N	6	94	1	291	0
Pocillopora_meandrina_HIv1___Sc0000013:4059763-4060223	Cluster_3816	N	536	49	238	14	59
Pocillopora_meandrina_HIv1___Sc0000013:4060437-4061315	Cluster_3817	N	494	77	173	10	148
Pocillopora_meandrina_HIv1___Sc0000013:4061435-4062570	Cluster_3818	N	715	89	307	27	241
Pocillopora_meandrina_HIv1___Sc0000013:4062973-4063486	Cluster_3819	N	383	28	58	1	47
Pocillopora_meandrina_HIv1___Sc0000013:4081126-4081571	Cluster_3820	N	11	1	384	175	2
Pocillopora_meandrina_HIv1___Sc0000013:4113474-4113899	Cluster_3821	N	8	12	0	54	30
Pocillopora_meandrina_HIv1___Sc0000013:4115225-4115647	Cluster_3822	N	160	1	9	2	0
Pocillopora_meandrina_HIv1___Sc0000013:4150193-4150672	Cluster_3823	N	767	87	53	687	123
Pocillopora_meandrina_HIv1___Sc0000013:4150722-4151131	Cluster_3824	N	32	24	0	84	16
Pocillopora_meandrina_HIv1___Sc0000013:4151796-4152224	Cluster_3825	N	137	18	2	6	1
Pocillopora_meandrina_HIv1___Sc0000013:4157441-4157851	Cluster_3826	N	39	40	17	0	0
Pocillopora_meandrina_HIv1___Sc0000013:4160208-4160634	Cluster_3827	N	96	29	61	2	1
Pocillopora_meandrina_HIv1___Sc0000013:4178099-4178583	Cluster_3828	N	4	1	6	539	1
Pocillopora_meandrina_HIv1___Sc0000013:4188971-4190082	Cluster_3829	N	16	39	258	290	23
Pocillopora_meandrina_HIv1___Sc0000013:4192997-4193773	Cluster_3830	N	110	18	121	3	0
Pocillopora_meandrina_HIv1___Sc0000013:4470522-4471298	Cluster_3831	N	106	35	119	5	2
Pocillopora_meandrina_HIv1___Sc0000013:4504525-4504942	Cluster_3832	N	61	21	71	14	0
Pocillopora_meandrina_HIv1___Sc0000013:4609215-4609720	Cluster_3833	N	84	28	133	115	72
Pocillopora_meandrina_HIv1___Sc0000013:4609804-4610233	Cluster_3834	N	226	0	0	189	0
Pocillopora_meandrina_HIv1___Sc0000013:4811421-4811847	Cluster_3835	N	46	16	3	87	12
Pocillopora_meandrina_HIv1___Sc0000013:4816264-4816691	Cluster_3836	N	0	0	122	144	0
Pocillopora_meandrina_HIv1___Sc0000013:4860236-4860664	Cluster_3837	N	68	14	44	56	23
Pocillopora_meandrina_HIv1___Sc0000013:5103387-5104124	Cluster_3838	N	800	348	1364	1322	70
Pocillopora_meandrina_HIv1___Sc0000013:5105251-5106448	Cluster_3839	N	822	217	780	772	128
Pocillopora_meandrina_HIv1___Sc0000013:5107643-5109615	Cluster_3840	N	2352	741	1651	650	212
Pocillopora_meandrina_HIv1___Sc0000013:5110149-5110678	Cluster_3841	N	89	9	128	33	8
Pocillopora_meandrina_HIv1___Sc0000013:5111128-5111556	Cluster_3842	N	143	37	218	184	17
Pocillopora_meandrina_HIv1___Sc0000013:5111652-5112680	Cluster_3843	N	779	419	1653	1332	152
Pocillopora_meandrina_HIv1___Sc0000013:5112751-5113300	Cluster_3844	N	1219	277	1335	1267	144
Pocillopora_meandrina_HIv1___Sc0000013:5114630-5115060	Cluster_3845	N	844	19	0	0	62
Pocillopora_meandrina_HIv1___Sc0000013:5116587-5118347	Cluster_3846	N	1550	357	2	1	275
Pocillopora_meandrina_HIv1___Sc0000013:5118826-5119253	Cluster_3847	N	108	38	0	2	21
Pocillopora_meandrina_HIv1___Sc0000013:5119307-5120041	Cluster_3848	N	486	569	1	1	127
Pocillopora_meandrina_HIv1___Sc0000013:5193210-5194947	Cluster_3849	N	709	455	730	663	239
Pocillopora_meandrina_HIv1___Sc0000013:5199542-5200166	Cluster_3850	N	28	22	350	565	4
Pocillopora_meandrina_HIv1___Sc0000013:5200187-5200864	Cluster_3851	N	30	21	284	246	10
Pocillopora_meandrina_HIv1___Sc0000013:5201147-5201898	Cluster_3852	N	24	17	419	336	4
Pocillopora_meandrina_HIv1___Sc0000013:5203239-5204089	Cluster_3853	N	323	324	533	393	15
Pocillopora_meandrina_HIv1___Sc0000013:5204656-5206216	Cluster_3854	N	459	446	619	402	19
Pocillopora_meandrina_HIv1___Sc0000013:5206475-5207150	Cluster_3855	N	2266	678	2183	2423	601
Pocillopora_meandrina_HIv1___Sc0000013:5207204-5208976	Cluster_3856	N	2966	1077	2217	2606	579
Pocillopora_meandrina_HIv1___Sc0000013:5212065-5212493	Cluster_3857	N	66	4	7	3	10
Pocillopora_meandrina_HIv1___Sc0000013:5216419-5216850	Cluster_3858	N	2	10	1	97	253
Pocillopora_meandrina_HIv1___Sc0000013:5219579-5219999	Cluster_3859	N	17	8	5	72	1
Pocillopora_meandrina_HIv1___Sc0000013:5221124-5221549	Cluster_3860	N	0	1	115	14	5
Pocillopora_meandrina_HIv1___Sc0000013:5484731-5485161	Cluster_3861	N	12	73	22	41	72
Pocillopora_meandrina_HIv1___Sc0000013:5492193-5492621	Cluster_3862	N	10	0	1	156	4
Pocillopora_meandrina_HIv1___Sc0000013:5492634-5493056	Cluster_3863	N	7	0	1	140	0
Pocillopora_meandrina_HIv1___Sc0000013:5580444-5580871	Cluster_3864	N	0	2	0	99	0
Pocillopora_meandrina_HIv1___Sc0000013:5586524-5587233	Cluster_3865	N	145	45	120	105	35
Pocillopora_meandrina_HIv1___Sc0000013:5587540-5588626	Cluster_3866	N	905	35	630	1902	300
Pocillopora_meandrina_HIv1___Sc0000013:5588764-5589336	Cluster_3867	N	298	2	17	614	31
Pocillopora_meandrina_HIv1___Sc0000013:5589521-5590016	Cluster_3868	N	137	1	153	264	95
Pocillopora_meandrina_HIv1___Sc0000013:5590759-5592015	Cluster_3869	N	67	7	104	1119	54
Pocillopora_meandrina_HIv1___Sc0000013:5595130-5595558	Cluster_3870	N	46	62	42	104	54
Pocillopora_meandrina_HIv1___Sc0000013:5595910-5596340	Cluster_3871	N	1088	0	3	3	6
Pocillopora_meandrina_HIv1___Sc0000013:5596710-5597139	Cluster_3872	N	33	6	344	20	15
Pocillopora_meandrina_HIv1___Sc0000013:5735573-5736026	Cluster_3873	N	53	48	94	56	0
Pocillopora_meandrina_HIv1___Sc0000013:5934942-5935367	Cluster_3874	N	69	3	39	5	0
Pocillopora_meandrina_HIv1___Sc0000013:5936944-5937371	Cluster_3875	N	99	46	29	6	0
Pocillopora_meandrina_HIv1___Sc0000013:6078488-6078916	Cluster_3876	N	2	19	93	1	9
Pocillopora_meandrina_HIv1___Sc0000013:6097078-6097495	Cluster_3877	N	6	61	29	306	779
Pocillopora_meandrina_HIv1___Sc0000013:6278311-6278738	Cluster_3878	N	20	0	1	111	7
Pocillopora_meandrina_HIv1___Sc0000013:6284962-6285389	Cluster_3879	N	8	4	1	119	4
Pocillopora_meandrina_HIv1___Sc0000013:6305354-6305781	Cluster_3880	N	0	3	1	95	1
Pocillopora_meandrina_HIv1___Sc0000013:6319583-6320179	Cluster_3881	N	1222	554	1502	1237	1125
Pocillopora_meandrina_HIv1___Sc0000013:6764524-6764936	Cluster_3882	N	20	3	23	44	4
Pocillopora_meandrina_HIv1___Sc0000013:6783144-6783551	Cluster_3883	N	10	1	3	145	8
Pocillopora_meandrina_HIv1___Sc0000013:6788077-6792416	Cluster_3884	N	1385	3645	4462	4446	736
Pocillopora_meandrina_HIv1___Sc0000013:6839929-6840346	Cluster_3885	N	89	0	1	43	1
Pocillopora_meandrina_HIv1___Sc0000013:6869967-6870571	Cluster_3886	N	70	13	8	200	24
Pocillopora_meandrina_HIv1___Sc0000013:7305232-7305828	Cluster_3887	N	1258	581	1513	1135	1178
Pocillopora_meandrina_HIv1___Sc0000013:7340257-7341730	Cluster_3888	N	102	37	222	467	137
Pocillopora_meandrina_HIv1___Sc0000013:7341786-7342214	Cluster_3889	N	4	1	26	237	45
Pocillopora_meandrina_HIv1___Sc0000013:7345946-7346369	Cluster_3890	N	3	1	30	13	103
Pocillopora_meandrina_HIv1___Sc0000013:7347540-7348292	Cluster_3891	N	62	3	36	222	367
Pocillopora_meandrina_HIv1___Sc0000013:7348564-7349496	Cluster_3892	N	303	42	89	343	339
Pocillopora_meandrina_HIv1___Sc0000013:7352066-7352496	Cluster_3893	N	6	12	9	708	95
Pocillopora_meandrina_HIv1___Sc0000013:7354773-7355198	Cluster_3894	N	16	16	24	83	37
Pocillopora_meandrina_HIv1___Sc0000013:7362821-7363225	Cluster_3895	N	12	7	17	20	15
Pocillopora_meandrina_HIv1___Sc0000013:7379717-7380725	Cluster_3896	N	608	212	420	289	295
Pocillopora_meandrina_HIv1___Sc0000013:7384433-7384855	Cluster_3897	N	39	6	42	2	0
Pocillopora_meandrina_HIv1___Sc0000013:7386581-7387010	Cluster_3898	N	52	39	101	90	19
Pocillopora_meandrina_HIv1___Sc0000013:7398727-7400680	Cluster_3899	N	1319	591	1156	1577	456
Pocillopora_meandrina_HIv1___Sc0000013:7400687-7401114	Cluster_3900	N	134	46	50	119	14
Pocillopora_meandrina_HIv1___Sc0000013:7401232-7401658	Cluster_3901	N	31	21	56	60	9
Pocillopora_meandrina_HIv1___Sc0000013:7401674-7402105	Cluster_3902	N	98	22	70	319	27
Pocillopora_meandrina_HIv1___Sc0000013:7402391-7403566	Cluster_3903	N	205	78	165	428	35
Pocillopora_meandrina_HIv1___Sc0000013:7406044-7406903	Cluster_3904	N	97	12	43	1274	187
Pocillopora_meandrina_HIv1___Sc0000013:7421857-7422707	Cluster_3905	N	299	288	449	312	7
Pocillopora_meandrina_HIv1___Sc0000013:7423263-7425037	Cluster_3906	N	929	279	802	620	21
Pocillopora_meandrina_HIv1___Sc0000013:7430118-7430544	Cluster_3907	N	53	35	17	12	8
Pocillopora_meandrina_HIv1___Sc0000013:7431062-7432829	Cluster_3908	N	6197	3723	3736	7553	1382
Pocillopora_meandrina_HIv1___Sc0000013:7433202-7433630	Cluster_3909	N	193	105	5	5	48
Pocillopora_meandrina_HIv1___Sc0000013:7433650-7435148	Cluster_3910	N	838	383	88	78	68
Pocillopora_meandrina_HIv1___Sc0000013:7436254-7437564	Cluster_3911	N	60	32	580	892	23
Pocillopora_meandrina_HIv1___Sc0000013:7437859-7438302	Cluster_3912	N	19	18	318	295	3
Pocillopora_meandrina_HIv1___Sc0000013:7441299-7442030	Cluster_3913	N	169	47	93	76	55
Pocillopora_meandrina_HIv1___Sc0000013:7444686-7445113	Cluster_3914	N	77	4	4	2	4
Pocillopora_meandrina_HIv1___Sc0000013:7453585-7454507	Cluster_3915	N	919	570	1770	1266	937
Pocillopora_meandrina_HIv1___Sc0000013:7507701-7508131	Cluster_3916	N	48	127	126	2	4
Pocillopora_meandrina_HIv1___Sc0000013:7508152-7508574	Cluster_3917	N	45	92	80	2	1
Pocillopora_meandrina_HIv1___Sc0000013:7511232-7511659	Cluster_3918	N	2	0	0	90	0
Pocillopora_meandrina_HIv1___Sc0000013:7522996-7523424	Cluster_3919	N	79	7	31	62	20
Pocillopora_meandrina_HIv1___Sc0000013:7527066-7527803	Cluster_3920	N	110	5	181	31	4
Pocillopora_meandrina_HIv1___Sc0000013:7528339-7530310	Cluster_3921	N	2394	781	1720	682	231
Pocillopora_meandrina_HIv1___Sc0000013:7533024-7533812	Cluster_3922	N	30	244	27	426	4
Pocillopora_meandrina_HIv1___Sc0000013:7535004-7535416	Cluster_3923	N	25	22	111	14	16
Pocillopora_meandrina_HIv1___Sc0000013:7535593-7536021	Cluster_3924	N	6	2	349	8	20
Pocillopora_meandrina_HIv1___Sc0000013:7541672-7543172	Cluster_3925	N	86	42	581	905	22
Pocillopora_meandrina_HIv1___Sc0000013:7543455-7544204	Cluster_3926	N	20	18	403	318	4
Pocillopora_meandrina_HIv1___Sc0000013:7546244-7547421	Cluster_3927	N	1175	2511	2506	5401	770
Pocillopora_meandrina_HIv1___Sc0000013:7549111-7549521	Cluster_3928	N	47	12	9	47	11
Pocillopora_meandrina_HIv1___Sc0000013:7551768-7552195	Cluster_3929	N	1	1	3	199	1
Pocillopora_meandrina_HIv1___Sc0000013:7559048-7559474	Cluster_3930	N	67	17	35	140	29
Pocillopora_meandrina_HIv1___Sc0000013:7559613-7560998	Cluster_3931	N	1971	775	912	4951	440
Pocillopora_meandrina_HIv1___Sc0000013:7561746-7562427	Cluster_3932	N	929	1	85	477	2
Pocillopora_meandrina_HIv1___Sc0000013:7585879-7586309	Cluster_3933	N	42	250	126	804	126
Pocillopora_meandrina_HIv1___Sc0000013:7589860-7590544	Cluster_3934	N	168	8	138	335	29
Pocillopora_meandrina_HIv1___Sc0000013:7605446-7605875	Cluster_3935	N	139	2	2	19	25
Pocillopora_meandrina_HIv1___Sc0000013:7605910-7606438	Cluster_3936	N	251	1	7	325	7
Pocillopora_meandrina_HIv1___Sc0000013:7606716-7608654	Cluster_3937	N	1882	436	744	638	252
Pocillopora_meandrina_HIv1___Sc0000013:7611226-7612443	Cluster_3938	N	25	285	576	520	309
Pocillopora_meandrina_HIv1___Sc0000013:7615407-7616153	Cluster_3939	N	72	567	41	38	21
Pocillopora_meandrina_HIv1___Sc0000013:7616597-7617436	Cluster_3940	N	180	167	43	70	6
Pocillopora_meandrina_HIv1___Sc0000013:7617489-7618190	Cluster_3941	N	209	86	107	183	12
Pocillopora_meandrina_HIv1___Sc0000013:7622387-7623212	Cluster_3942	N	436	35	768	349	1
Pocillopora_meandrina_HIv1___Sc0000013:7624500-7624996	Cluster_3943	N	202	20	516	285	2
Pocillopora_meandrina_HIv1___Sc0000013:7625146-7625559	Cluster_3944	N	100	27	2	123	3
Pocillopora_meandrina_HIv1___Sc0000013:7636106-7636536	Cluster_3945	N	185	18	36	179	59
Pocillopora_meandrina_HIv1___Sc0000013:7637219-7638133	Cluster_3946	N	367	42	54	768	119
Pocillopora_meandrina_HIv1___Sc0000013:7639344-7639773	Cluster_3947	N	80	1	33	71	0
Pocillopora_meandrina_HIv1___Sc0000013:7644064-7644890	Cluster_3948	N	8	136	12	126	8
Pocillopora_meandrina_HIv1___Sc0000013:7647454-7648695	Cluster_3949	N	980	832	6815	2385	61
Pocillopora_meandrina_HIv1___Sc0000013:7757601-7758021	Cluster_3950	N	12	57	44	29	15
Pocillopora_meandrina_HIv1___Sc0000013:7805772-7806194	Cluster_3951	N	17	18	30	0	7
Pocillopora_meandrina_HIv1___Sc0000013:7936753-7937170	Cluster_3952	N	35	26	6	3	15
Pocillopora_meandrina_HIv1___Sc0000013:8077080-8077486	Cluster_3953	N	0	24	1	67	37
Pocillopora_meandrina_HIv1___Sc0000013:8128876-8129305	Cluster_3954	N	4	1	1	0	642
Pocillopora_meandrina_HIv1___Sc0000013:8130059-8130655	Cluster_3955	N	1236	487	1453	1200	1153
Pocillopora_meandrina_HIv1___Sc0000013:8200834-8201251	Cluster_3956	N	30	31	51	76	344
Pocillopora_meandrina_HIv1___Sc0000013:8279316-8279798	Cluster_3957	N	419	773	135	620	1174
Pocillopora_meandrina_HIv1___Sc0000013:8350706-8351129	Cluster_3958	N	139	89	22	42	93
Pocillopora_meandrina_HIv1___Sc0000013:8717883-8718310	Cluster_3959	N	53	2	9	54	1
Pocillopora_meandrina_HIv1___Sc0000013:8718535-8719582	Cluster_3960	N	254	182	226	481	65
Pocillopora_meandrina_HIv1___Sc0000013:8784465-8784953	Cluster_3961	N	148	45	126	135	1
Pocillopora_meandrina_HIv1___Sc0000013:8948806-8949223	Cluster_3962	N	35	21	28	51	23
Pocillopora_meandrina_HIv1___Sc0000013:9076660-9078397	Cluster_3963	N	682	427	841	670	286
Pocillopora_meandrina_HIv1___Sc0000013:9180154-9180831	Cluster_3964	N	2210	714	2204	2492	615
Pocillopora_meandrina_HIv1___Sc0000013:9180909-9181309	Cluster_3965	N	96	57	86	78	24
Pocillopora_meandrina_HIv1___Sc0000013:9289978-9290404	Cluster_3966	N	1	0	0	203	1
Pocillopora_meandrina_HIv1___Sc0000013:9301023-9301651	Cluster_3967	N	1983	33	556	481	460
Pocillopora_meandrina_HIv1___Sc0000013:9512978-9513626	Cluster_3968	N	30	356	8	125	60
Pocillopora_meandrina_HIv1___Sc0000013:9653262-9653875	Cluster_3969	N	480	242	717	496	73
Pocillopora_meandrina_HIv1___Sc0000013:9815081-9815510	Cluster_3970	N	11	5	60	94	7
Pocillopora_meandrina_HIv1___Sc0000014:12879-13299	Cluster_3971	N	6	57	21	1	0
Pocillopora_meandrina_HIv1___Sc0000014:45180-45605	Cluster_3972	N	23	24	62	55	60
Pocillopora_meandrina_HIv1___Sc0000014:84566-84988	Cluster_3973	N	1	0	0	397	4
Pocillopora_meandrina_HIv1___Sc0000014:96182-96699	Cluster_3974	N	24	50	31	287	55
Pocillopora_meandrina_HIv1___Sc0000014:137727-138140	Cluster_3975	N	5	0	0	1	113
Pocillopora_meandrina_HIv1___Sc0000014:428538-428967	Cluster_3976	N	0	5	114	5	2
Pocillopora_meandrina_HIv1___Sc0000014:465769-467126	Cluster_3977	N	184	83	164	1315	156
Pocillopora_meandrina_HIv1___Sc0000014:467823-468252	Cluster_3978	N	51	10	233	37	43
Pocillopora_meandrina_HIv1___Sc0000014:489097-489920	Cluster_3979	N	5	7	222	14	108
Pocillopora_meandrina_HIv1___Sc0000014:489970-490592	Cluster_3980	N	2	3	578	5	197
Pocillopora_meandrina_HIv1___Sc0000014:512220-512756	Cluster_3981	N	251	298	283	719	1120
Pocillopora_meandrina_HIv1___Sc0000014:516209-516686	Cluster_3982	N	13	76	27	31	119
Pocillopora_meandrina_HIv1___Sc0000014:660805-661232	Cluster_3983	N	0	0	0	78	1
Pocillopora_meandrina_HIv1___Sc0000014:700715-701118	Cluster_3984	N	6	15	18	32	61
Pocillopora_meandrina_HIv1___Sc0000014:701482-702103	Cluster_3985	N	373	877	367	788	1841
Pocillopora_meandrina_HIv1___Sc0000014:764543-764990	Cluster_3986	N	480	535	421	334	383
Pocillopora_meandrina_HIv1___Sc0000014:779972-780389	Cluster_3987	N	0	1	78	0	0
Pocillopora_meandrina_HIv1___Sc0000014:805530-805955	Cluster_3988	N	94	14	79	17	95
Pocillopora_meandrina_HIv1___Sc0000014:806678-807106	Cluster_3989	N	49	5	80	0	0
Pocillopora_meandrina_HIv1___Sc0000014:838169-838597	Cluster_3990	N	55	19	47	41	7
Pocillopora_meandrina_HIv1___Sc0000014:881327-881750	Cluster_3991	N	0	3	104	7	191
Pocillopora_meandrina_HIv1___Sc0000014:1098928-1100430	Cluster_3992	N	70	45	647	879	12
Pocillopora_meandrina_HIv1___Sc0000014:1100711-1101460	Cluster_3993	N	23	19	416	334	7
Pocillopora_meandrina_HIv1___Sc0000014:1121523-1122112	Cluster_3994	N	40	6	114	31	0
Pocillopora_meandrina_HIv1___Sc0000014:1134417-1135055	Cluster_3995	N	227	255	37	20	4
