Orthogroup	GCF_013753865.1_Amil_v2.1.protein	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0005107	XP_044165279.1	Pocillopora_meandrina_HIv1___RNAseq.g19314.t1, Pocillopora_meandrina_HIv1___RNAseq.g9249.t1	Peve_00019017, Peve_00024111
OG0005108	XP_044165286.1, XP_044169287.1, XP_044172495.1, XP_044173993.1, XP_044181948.1		
OG0005109	XP_044165323.1, XP_044173948.1, XP_044178916.1, XP_044179892.1, XP_044181473.1		
OG0005110	XP_044165359.1, XP_044165373.1	Pocillopora_meandrina_HIv1___RNAseq.g17368.t1	Peve_00001361, Peve_00032056
OG0005111	XP_044165369.1, XP_044170844.1, XP_044171960.1, XP_044183756.1, XP_044184700.1		
OG0005112	XP_044165411.1, XP_044165412.1, XP_044166285.1, XP_044167554.1, XP_044167555.1		
OG0005113	XP_044165450.1, XP_044169288.1, XP_044169289.1		Peve_00003144, Peve_00025245
OG0005114	XP_044165486.1	Pocillopora_meandrina_HIv1___RNAseq.g2357.t1	Peve_00034753, Peve_00034757, Peve_00034758
OG0005115	XP_044165493.1, XP_044181214.1, XP_044181891.1	Pocillopora_meandrina_HIv1___RNAseq.g25062.t1	Peve_00031028
OG0005116	XP_044165503.1, XP_044165515.1, XP_044169739.1		Peve_00000252, Peve_00001707
OG0005117	XP_044165538.1, XP_044174261.1	Pocillopora_meandrina_HIv1___RNAseq.g19601.t1, Pocillopora_meandrina_HIv1___TS.g28969.t1	Peve_00026327
OG0005118	XP_044165561.1	Pocillopora_meandrina_HIv1___RNAseq.g12903.t1, Pocillopora_meandrina_HIv1___TS.g24803.t1, Pocillopora_meandrina_HIv1___TS.g28770.t1, Pocillopora_meandrina_HIv1___TS.g8595.t1	
OG0005119	XP_044165601.1, XP_044165602.1	Pocillopora_meandrina_HIv1___RNAseq.g27884.t1, Pocillopora_meandrina_HIv1___RNAseq.g27885.t1	Peve_00032647
OG0005120	XP_044165645.1, XP_044170186.1	Pocillopora_meandrina_HIv1___RNAseq.g25687.t1, Pocillopora_meandrina_HIv1___RNAseq.g25691.t1	Peve_00027286
OG0005121	XP_044165697.1, XP_044179030.1, XP_044179031.1, XP_044179524.1, XP_044180441.1		
OG0005122	XP_044165731.1	Pocillopora_meandrina_HIv1___RNAseq.g6660.t1, Pocillopora_meandrina_HIv1___RNAseq.g6663.t1, Pocillopora_meandrina_HIv1___TS.g407.t1	Peve_00008919
OG0005123	XP_044165747.1, XP_044165748.1, XP_044165749.1, XP_044165750.1, XP_044165751.1		
OG0005124	XP_044165762.1, XP_044169478.1, XP_044179480.1, XP_044179608.1		Peve_00020622
OG0005125	XP_044165783.1, XP_044172470.1	Pocillopora_meandrina_HIv1___TS.g881.t1	Peve_00023514, Peve_00025947
OG0005126	XP_044165813.1, XP_044174768.1, XP_044174798.1, XP_044174808.1, XP_044174812.1		
OG0005127	XP_044165847.1		Peve_00020717, Peve_00021987, Peve_00035271, Peve_00036706
OG0005128	XP_044165861.1	Pocillopora_meandrina_HIv1___RNAseq.g12434.t1, Pocillopora_meandrina_HIv1___RNAseq.g25421.t1, Pocillopora_meandrina_HIv1___RNAseq.g6376.t1, Pocillopora_meandrina_HIv1___TS.g26744.t1b	
OG0005129	XP_044165904.1	Pocillopora_meandrina_HIv1___RNAseq.g4372.t1, Pocillopora_meandrina_HIv1___RNAseq.g6710.t1, Pocillopora_meandrina_HIv1___TS.g12578.t1, Pocillopora_meandrina_HIv1___TS.g26825.t1	
OG0005130	XP_044166005.1	Pocillopora_meandrina_HIv1___RNAseq.g16252.t1	Peve_00001285, Peve_00021299, Peve_00042293
OG0005131	XP_044166019.1, XP_044179230.1		Peve_00018390, Peve_00025349, Peve_00042032
OG0005132	XP_044166057.1, XP_044166058.1, XP_044166059.1, XP_044166060.1, XP_044166061.1		
OG0005133	XP_044166111.1, XP_044183197.1	Pocillopora_meandrina_HIv1___RNAseq.g26691.t1, Pocillopora_meandrina_HIv1___RNAseq.g26757.t1	Peve_00026643
OG0005134	XP_044166121.1, XP_044179617.1	Pocillopora_meandrina_HIv1___RNAseq.g20880.t1	Peve_00040278, Peve_00040288
OG0005135	XP_044166188.1, XP_044173976.1, XP_044174278.1		Peve_00034422, Peve_00038891
OG0005136	XP_044166189.1, XP_044179599.1		Peve_00000902, Peve_00015089, Peve_00029983
OG0005137	XP_044166200.1, XP_044167372.1, XP_044170710.1, XP_044170711.1		Peve_00002550
OG0005138	XP_044166201.1, XP_044169038.1, XP_044170712.1, XP_044174214.1		Peve_00000839
OG0005139	XP_044166202.1, XP_044175551.1, XP_044175554.1	Pocillopora_meandrina_HIv1___RNAseq.g6860.t1	Peve_00044698
OG0005140	XP_044166295.1, XP_044166809.1, XP_044169263.1		Peve_00015621, Peve_00018287
OG0005141	XP_044166304.1, XP_044166358.1, XP_044167851.1, XP_044167852.1, XP_044182037.1		
OG0005142	XP_044166305.1, XP_044172069.1, XP_044172750.1, XP_044174703.1, XP_044181199.1		
OG0005143	XP_044166308.1, XP_044166309.1, XP_044167848.1, XP_044167883.1, XP_044180552.1		
OG0005144	XP_044166335.1, XP_044173883.1	Pocillopora_meandrina_HIv1___TS.g14209.t1, Pocillopora_meandrina_HIv1___TS.g28616.t1	Peve_00015770
OG0005145	XP_044166353.1, XP_044166354.1, XP_044171461.1, XP_044182663.1, XP_044182664.1		
OG0005146	XP_044166464.1	Pocillopora_meandrina_HIv1___RNAseq.g7942.t1, Pocillopora_meandrina_HIv1___RNAseq.g7950.t1, Pocillopora_meandrina_HIv1___TS.g1697.t1	Peve_00035331
OG0005147	XP_044166660.1, XP_044182509.1, XP_044182510.1	Pocillopora_meandrina_HIv1___TS.g5780.t1c	Peve_00035775
OG0005148	XP_044166674.1, XP_044166675.1, XP_044166676.1, XP_044171695.1	Pocillopora_meandrina_HIv1___RNAseq.g6116.t1	
OG0005149	XP_044166691.1, XP_044166692.1	Pocillopora_meandrina_HIv1___RNAseq.g20865.t1	Peve_00018458, Peve_00021907
OG0005150	XP_044166696.1		Peve_00000212, Peve_00000214, Peve_00000216, Peve_00014546
OG0005151	XP_044166709.1, XP_044166710.1, XP_044166712.1, XP_044166713.1, XP_044182135.1		
OG0005152	XP_044166744.1, XP_044169628.1, XP_044177456.1, XP_044183740.1		Peve_00040358
OG0005153	XP_044166814.1, XP_044178002.1, XP_044178515.1, XP_044179868.1, XP_044179869.1		
OG0005154	XP_044166824.1		Peve_00018666, Peve_00041474, Peve_00041495, Peve_00041498
OG0005155	XP_044166862.1, XP_044167339.1, XP_044167374.1, XP_044170427.1, XP_044178044.1		
OG0005156	XP_044166968.1		Peve_00009407, Peve_00016884, Peve_00016892, Peve_00017544
OG0005157	XP_044167006.1, XP_044175503.1	Pocillopora_meandrina_HIv1___RNAseq.g10643.t1, Pocillopora_meandrina_HIv1___TS.g11374.t1	Peve_00010983
OG0005158	XP_044167030.1, XP_044171301.1, XP_044180028.1		Peve_00033848, Peve_00033852
OG0005159	XP_044167116.1, XP_044169647.1	Pocillopora_meandrina_HIv1___TS.g8798.t1	Peve_00016578, Peve_00024994
OG0005160	XP_044167181.1, XP_044171662.1, XP_044180035.1	Pocillopora_meandrina_HIv1___RNAseq.g7215.t1	Peve_00045192
OG0005161	XP_044167201.1, XP_044167585.1, XP_044170003.1, XP_044172396.1, XP_044174840.1		
OG0005162	XP_044167305.1, XP_044171201.1, XP_044184977.1, XP_044184978.1, XP_044184979.1		
OG0005163	XP_044167313.1, XP_044168229.1, XP_044181917.1	Pocillopora_meandrina_HIv1___RNAseq.g9156.t1	Peve_00022879
OG0005164	XP_044167373.1, XP_044171289.1, XP_044174705.1, XP_044179553.1		Peve_00004399
OG0005165	XP_044167457.1, XP_044167458.1, XP_044167459.1, XP_044167460.1, XP_044167471.1		
OG0005166	XP_044167518.1, XP_044167519.1, XP_044167520.1	Pocillopora_meandrina_HIv1___TS.g3430.t1	Peve_00036072
OG0005167	XP_044167530.1, XP_044179262.1, XP_044179312.1, XP_044179800.1, XP_044182923.1		
OG0005168	XP_044167661.1, XP_044171800.1, XP_044173191.1, XP_044181555.1, XP_044181940.1		
OG0005169	XP_044167720.1, XP_044170368.1, XP_044170661.1	Pocillopora_meandrina_HIv1___RNAseq.g16821.t2, Pocillopora_meandrina_HIv1___RNAseq.g16824.t2	
OG0005170	XP_044167769.1, XP_044167770.1, XP_044167771.1	Pocillopora_meandrina_HIv1___RNAseq.g20732.t1	Peve_00000751
OG0005171	XP_044167839.1, XP_044170755.1, XP_044173365.1, XP_044180511.1, XP_044183238.1		
OG0005172	XP_044167840.1		Peve_00021718, Peve_00042136, Peve_00042397, Peve_00043139
OG0005173	XP_044167850.1, XP_044183722.1		Peve_00014071, Peve_00029577, Peve_00032122
OG0005174	XP_044167976.1, XP_044175392.1	Pocillopora_meandrina_HIv1___RNAseq.g16026.t1, Pocillopora_meandrina_HIv1___RNAseq.g29047.t1, Pocillopora_meandrina_HIv1___RNAseq.g7861.t1	
OG0005175	XP_044168180.1, XP_044170041.1	Pocillopora_meandrina_HIv1___RNAseq.g24585.t1	Peve_00003557, Peve_00003559
OG0005176	XP_044168198.1	Pocillopora_meandrina_HIv1___RNAseq.g14645.t1, Pocillopora_meandrina_HIv1___RNAseq.g29261.t1, Pocillopora_meandrina_HIv1___RNAseq.g29565.t1	Peve_00023113
OG0005177	XP_044168200.1, XP_044168262.1, XP_044181428.1	Pocillopora_meandrina_HIv1___RNAseq.g18404.t1, Pocillopora_meandrina_HIv1___RNAseq.g27272.t1	
OG0005178	XP_044168246.1, XP_044170691.1, XP_044170692.1, XP_044170693.1, XP_044170694.1		
OG0005179	XP_044168269.1	Pocillopora_meandrina_HIv1___RNAseq.g27844.t1, Pocillopora_meandrina_HIv1___RNAseq.g27845.t1, Pocillopora_meandrina_HIv1___RNAseq.g29045.t1	Peve_00011894
OG0005180	XP_044168282.1, XP_044174379.1, XP_044182289.1, XP_044184934.1, XP_044185135.1		
OG0005181	XP_044168358.1, XP_044174383.1	Pocillopora_meandrina_HIv1___RNAseq.g20981.t1	Peve_00009523, Peve_00009524
OG0005182	XP_044168360.1, XP_044168361.1, XP_044168366.1, XP_044168367.1	Pocillopora_meandrina_HIv1___RNAseq.g4126.t1	
OG0005183	XP_044168447.1, XP_044170770.1, XP_044176578.1	Pocillopora_meandrina_HIv1___RNAseq.g3411.t1	Peve_00011764
OG0005184	XP_044168497.1	Pocillopora_meandrina_HIv1___TS.g8401.t1	Peve_00010515, Peve_00025805, Peve_00030905
OG0005185	XP_044168498.1	Pocillopora_meandrina_HIv1___RNAseq.g127.t1, Pocillopora_meandrina_HIv1___RNAseq.g20839.t1, Pocillopora_meandrina_HIv1___RNAseq.g2820.t1b, Pocillopora_meandrina_HIv1___RNAseq.g959.t1a	
OG0005186	XP_044168593.1, XP_044172390.1	Pocillopora_meandrina_HIv1___RNAseq.g28590.t1	Peve_00030344, Peve_00032307
OG0005187	XP_044168784.1, XP_044168785.1, XP_044168786.1	Pocillopora_meandrina_HIv1___RNAseq.g22015.t1	Peve_00013381
OG0005188	XP_044168845.1, XP_044170378.1	Pocillopora_meandrina_HIv1___RNAseq.g18910.t1	Peve_00031902, Peve_00031905
OG0005189	XP_044168934.1	Pocillopora_meandrina_HIv1___RNAseq.g12679.t1, Pocillopora_meandrina_HIv1___RNAseq.g13261.t1, Pocillopora_meandrina_HIv1___RNAseq.g4130.t1	Peve_00023728
OG0005190	XP_044168943.1	Pocillopora_meandrina_HIv1___RNAseq.g12484.t1, Pocillopora_meandrina_HIv1___RNAseq.g25052.t1, Pocillopora_meandrina_HIv1___RNAseq.g4411.t1	Peve_00035559
OG0005191	XP_044169013.1, XP_044169026.1, XP_044169031.1, XP_044169032.1, XP_044169043.1		
OG0005192	XP_044169021.1, XP_044170367.1, XP_044170369.1, XP_044171346.1, XP_044171347.1		
OG0005193	XP_044169052.1, XP_044169053.1	Pocillopora_meandrina_HIv1___RNAseq.g11949.t1	Peve_00022799, Peve_00032511
OG0005194	XP_044169298.1, XP_044169300.1, XP_044169303.1		Peve_00033427, Peve_00038390
OG0005195	XP_044169322.1, XP_044169328.1, XP_044169333.1	Pocillopora_meandrina_HIv1___RNAseq.g1752.t1	Peve_00008523
OG0005196	XP_044169348.1, XP_044175911.1, XP_044176369.1, XP_044181980.1	Pocillopora_meandrina_HIv1___RNAseq.g19401.t1	
OG0005197	XP_044169406.1, XP_044172190.1, XP_044172191.1	Pocillopora_meandrina_HIv1___RNAseq.g20733.t1	Peve_00016594
OG0005198	XP_044169536.1, XP_044169537.1, XP_044169538.1	Pocillopora_meandrina_HIv1___RNAseq.g30040.t1	Peve_00037702
OG0005199	XP_044169607.1	Pocillopora_meandrina_HIv1___RNAseq.g665.t1	Peve_00009985, Peve_00009986, Peve_00027670
OG0005200	XP_044169630.1		Peve_00007722, Peve_00007723, Peve_00017563, Peve_00025376
OG0005201	XP_044169658.1	Pocillopora_meandrina_HIv1___RNAseq.g6610.t1, Pocillopora_meandrina_HIv1___RNAseq.g6611.t1	Peve_00002019, Peve_00002021
OG0005202	XP_044169751.1		Peve_00006254, Peve_00009627, Peve_00012089, Peve_00043954
OG0005203	XP_044169886.1, XP_044169888.1, XP_044169889.1, XP_044181001.1		Peve_00021912
OG0005204	XP_044169929.1, XP_044178550.1		Peve_00014835, Peve_00017984, Peve_00031679
OG0005205	XP_044170026.1, XP_044170027.1, XP_044170028.1, XP_044183109.1, XP_044183110.1		
OG0005206	XP_044170043.1, XP_044170044.1	Pocillopora_meandrina_HIv1___RNAseq.g28003.t1	Peve_00027403, Peve_00036928
OG0005207	XP_044170141.1, XP_044174015.1	Pocillopora_meandrina_HIv1___RNAseq.g205.t1	Peve_00013269, Peve_00018630
OG0005208	XP_044170165.1, XP_044170166.1	Pocillopora_meandrina_HIv1___TS.g11153.t1	Peve_00041410, Peve_00041413
OG0005209	XP_044170192.1, XP_044170196.1, XP_044170200.1	Pocillopora_meandrina_HIv1___RNAseq.g14762.t2	Peve_00012217
OG0005210	XP_044170317.1	Pocillopora_meandrina_HIv1___RNAseq.g19324.t1, Pocillopora_meandrina_HIv1___TS.g2258.t1	Peve_00003428, Peve_00014441
OG0005211	XP_044170319.1, XP_044178254.1, XP_044179477.1, XP_044180288.1, XP_044183327.1		
OG0005212	XP_044170391.1, XP_044170392.1, XP_044170393.1, XP_044170394.1, XP_044170395.1		
OG0005213	XP_044170397.1, XP_044170398.1, XP_044170399.1, XP_044170400.1, XP_044170401.1		
OG0005214	XP_044170421.1, XP_044170422.1	Pocillopora_meandrina_HIv1___RNAseq.g24061.t1	Peve_00016079, Peve_00026116
OG0005215	XP_044170423.1	Pocillopora_meandrina_HIv1___RNAseq.g23650.t3	Peve_00013733, Peve_00036733, Peve_00036867
OG0005216	XP_044170445.1		Peve_00022024, Peve_00026937, Peve_00032694, Peve_00039575
OG0005217	XP_044170509.1, XP_044180816.1, XP_044180817.1	Pocillopora_meandrina_HIv1___RNAseq.g24716.t1b	Peve_00000699
OG0005218	XP_044170629.1, XP_044173134.1, XP_044179403.1, XP_044182417.1		Peve_00029002
OG0005219	XP_044170820.1, XP_044170821.1, XP_044171969.1	Pocillopora_meandrina_HIv1___RNAseq.g13352.t1, Pocillopora_meandrina_HIv1___TS.g2358.t1	
OG0005220	XP_044170830.1	Pocillopora_meandrina_HIv1___RNAseq.g3587.t1, Pocillopora_meandrina_HIv1___RNAseq.g8540.t1, Pocillopora_meandrina_HIv1___RNAseq.g9483.t1, Pocillopora_meandrina_HIv1___TS.g13701.t1	
OG0005221	XP_044170896.1, XP_044171573.1, XP_044178481.1, XP_044182117.1		Peve_00035423
OG0005222	XP_044170985.1, XP_044170997.1, XP_044170998.1	Pocillopora_meandrina_HIv1___TS.g9694.t1	Peve_00034085
OG0005223	XP_044171232.1, XP_044171233.1	Pocillopora_meandrina_HIv1___RNAseq.g28928.t1	Peve_00012038, Peve_00019412
OG0005224	XP_044171245.1, XP_044171246.1, XP_044171247.1, XP_044179468.1, XP_044179469.1		
OG0005225	XP_044171282.1, XP_044171481.1, XP_044181697.1	Pocillopora_meandrina_HIv1___RNAseq.g10150.t1, Pocillopora_meandrina_HIv1___RNAseq.g25866.t1	
OG0005226	XP_044171293.1, XP_044175677.1, XP_044184668.1		Peve_00023855, Peve_00042851
OG0005227	XP_044171294.1, XP_044174048.1, XP_044178678.1, XP_044182405.1	Pocillopora_meandrina_HIv1___RNAseq.g20848.t1	
OG0005228	XP_044171524.1, XP_044171529.1, XP_044171963.1, XP_044171964.1		Peve_00035650
OG0005229	XP_044171627.1, XP_044180045.1	Pocillopora_meandrina_HIv1___RNAseq.g24676.t1, Pocillopora_meandrina_HIv1___TS.g21781.t1, Pocillopora_meandrina_HIv1___TS.g21786.t1b	
OG0005230	XP_044171681.1, XP_044179077.1		Peve_00014444, Peve_00016241, Peve_00032761
OG0005231	XP_044171702.1		Peve_00006605, Peve_00026735, Peve_00026736, Peve_00029677
OG0005232	XP_044171750.1	Pocillopora_meandrina_HIv1___RNAseq.g6477.t1, Pocillopora_meandrina_HIv1___TS.g2133.t1	Peve_00003383, Peve_00003385
OG0005233	XP_044171929.1	Pocillopora_meandrina_HIv1___RNAseq.g7184.t1, Pocillopora_meandrina_HIv1___RNAseq.g7187.t1	Peve_00007246, Peve_00040595
OG0005234	XP_044171947.1, XP_044171948.1, XP_044171949.1, XP_044171950.1, XP_044171951.1		
OG0005235	XP_044171997.1, XP_044172048.1, XP_044185026.1	Pocillopora_meandrina_HIv1___RNAseq.g1022.t1	Peve_00020189
OG0005236	XP_044172023.1, XP_044173132.1, XP_044182048.1	Pocillopora_meandrina_HIv1___TS.g27818.t1	Peve_00032907
OG0005237	XP_044172080.1, XP_044185025.1	Pocillopora_meandrina_HIv1___RNAseq.g14822.t1, Pocillopora_meandrina_HIv1___RNAseq.g184.t1b	Peve_00038900
OG0005238	XP_044172085.1, XP_044175230.1, XP_044178827.1, XP_044179577.1, XP_044182403.1		
OG0005239	XP_044172244.1, XP_044173121.1, XP_044180662.1		Peve_00038472, Peve_00038474
OG0005240	XP_044172253.1, XP_044172258.1, XP_044174348.1	Pocillopora_meandrina_HIv1___RNAseq.g27292.t1, Pocillopora_meandrina_HIv1___RNAseq.g29028.t1	
OG0005241	XP_044172373.1	Pocillopora_meandrina_HIv1___RNAseq.g13643.t1, Pocillopora_meandrina_HIv1___RNAseq.g29923.t1, Pocillopora_meandrina_HIv1___RNAseq.g3842.t1, Pocillopora_meandrina_HIv1___RNAseq.g6130.t1	
OG0005242	XP_044172456.1	Pocillopora_meandrina_HIv1___RNAseq.g9003.t1, Pocillopora_meandrina_HIv1___TS.g20721.t1, Pocillopora_meandrina_HIv1___TS.g20782.t1	Peve_00024262
OG0005243	XP_044172478.1, XP_044174272.1, XP_044176857.1	Pocillopora_meandrina_HIv1___RNAseq.g16702.t1, Pocillopora_meandrina_HIv1___RNAseq.g17790.t1	
OG0005244	XP_044172514.1, XP_044173474.1	Pocillopora_meandrina_HIv1___RNAseq.g29391.t1	Peve_00038394, Peve_00040465
OG0005245	XP_044172615.1, XP_044172616.1, XP_044173179.1, XP_044173180.1		Peve_00019635
OG0005246	XP_044172620.1, XP_044177980.1	Pocillopora_meandrina_HIv1___RNAseq.g23917.t1a	Peve_00032283, Peve_00037580
OG0005247	XP_044172702.1, XP_044172703.1	Pocillopora_meandrina_HIv1___RNAseq.g1907.t1	Peve_00002876, Peve_00002881
OG0005248	XP_044172787.1, XP_044172788.1, XP_044172789.1, XP_044172790.1, XP_044172791.1		
OG0005249	XP_044172895.1	Pocillopora_meandrina_HIv1___RNAseq.g27324.t1, Pocillopora_meandrina_HIv1___RNAseq.g27325.t1, Pocillopora_meandrina_HIv1___TS.g29698.t1, Pocillopora_meandrina_HIv1___TS.g8592.t1	
OG0005250	XP_044172949.1, XP_044172950.1, XP_044172951.1, XP_044173024.1, XP_044173025.1		
OG0005251	XP_044172954.1, XP_044173022.1	Pocillopora_meandrina_HIv1___RNAseq.g24048.t1, Pocillopora_meandrina_HIv1___RNAseq.g24049.t1	Peve_00030378
OG0005252	XP_044172965.1, XP_044172966.1, XP_044172983.1	Pocillopora_meandrina_HIv1___RNAseq.g24023.t1	Peve_00000537
OG0005253	XP_044173077.1, XP_044173078.1, XP_044173079.1, XP_044173080.1		Peve_00043107
OG0005254	XP_044173162.1	Pocillopora_meandrina_HIv1___RNAseq.g24694.t1, Pocillopora_meandrina_HIv1___RNAseq.g26918.t1, Pocillopora_meandrina_HIv1___TS.g26841.t1	Peve_00034084
OG0005255	XP_044173194.1, XP_044180468.1	Pocillopora_meandrina_HIv1___RNAseq.g28238.t1	Peve_00005015, Peve_00018578
OG0005256	XP_044173215.1	Pocillopora_meandrina_HIv1___RNAseq.g17043.t1, Pocillopora_meandrina_HIv1___RNAseq.g17044.t1, Pocillopora_meandrina_HIv1___TS.g25421.t1	Peve_00029534
OG0005257	XP_044173247.1, XP_044173248.1, XP_044173249.1	Pocillopora_meandrina_HIv1___RNAseq.g23035.t1	Peve_00003652
OG0005258	XP_044173295.1	Pocillopora_meandrina_HIv1___RNAseq.g29017.t1, Pocillopora_meandrina_HIv1___RNAseq.g29351.t1, Pocillopora_meandrina_HIv1___TS.g6238.t1	Peve_00033572
OG0005259	XP_044173308.1, XP_044173310.1, XP_044173311.1	Pocillopora_meandrina_HIv1___RNAseq.g29115.t1	Peve_00033536
OG0005260	XP_044173337.1, XP_044173338.1, XP_044173339.1	Pocillopora_meandrina_HIv1___RNAseq.g2334.t1	Peve_00019114
OG0005261	XP_044173351.1, XP_044173352.1, XP_044173353.1, XP_044173354.1	Pocillopora_meandrina_HIv1___RNAseq.g2349.t1	
OG0005262	XP_044173357.1, XP_044173358.1, XP_044173359.1	Pocillopora_meandrina_HIv1___RNAseq.g2342.t1	Peve_00038235
OG0005263	XP_044173366.1	Pocillopora_meandrina_HIv1___RNAseq.g1424.t1	Peve_00019306, Peve_00022154, Peve_00024516
OG0005264	XP_044173446.1	Pocillopora_meandrina_HIv1___TS.g2867.t2a	Peve_00001678, Peve_00001679, Peve_00011028
OG0005265	XP_044173528.1		Peve_00023495, Peve_00023496, Peve_00031255, Peve_00042482
OG0005266	XP_044173576.1	Pocillopora_meandrina_HIv1___RNAseq.g22630.t1, Pocillopora_meandrina_HIv1___TS.g27393.t1	Peve_00024077, Peve_00031998
OG0005267	XP_044173657.1, XP_044173658.1, XP_044173659.1	Pocillopora_meandrina_HIv1___RNAseq.g22432.t1	Peve_00001864
OG0005268	XP_044173721.1, XP_044173723.1, XP_044173726.1	Pocillopora_meandrina_HIv1___RNAseq.g4938.t1	Peve_00009337
OG0005269	XP_044173791.1, XP_044173792.1, XP_044173793.1, XP_044173794.1, XP_044173795.1		
OG0005270	XP_044173833.1, XP_044174238.1	Pocillopora_meandrina_HIv1___RNAseq.g22205.t2	Peve_00003459, Peve_00014296
OG0005271	XP_044173840.1, XP_044173841.1, XP_044173842.1	Pocillopora_meandrina_HIv1___RNAseq.g22217.t1	Peve_00044770
OG0005272	XP_044174024.1	Pocillopora_meandrina_HIv1___RNAseq.g22923.t1, Pocillopora_meandrina_HIv1___TS.g14289.t1a, Pocillopora_meandrina_HIv1___TS.g26519.t1	Peve_00017420
OG0005273	XP_044174055.1	Pocillopora_meandrina_HIv1___RNAseq.g27657.t1, Pocillopora_meandrina_HIv1___TS.g15566.t1, Pocillopora_meandrina_HIv1___TS.g1668.t1	Peve_00028232
OG0005274	XP_044174123.1, XP_044174124.1, XP_044174125.1, XP_044174127.1		Peve_00031466
OG0005275	XP_044174131.1, XP_044174132.1, XP_044174133.1	Pocillopora_meandrina_HIv1___RNAseq.g21302.t1	Peve_00004479
OG0005276	XP_044174173.1	Pocillopora_meandrina_HIv1___RNAseq.g6938.t1, Pocillopora_meandrina_HIv1___RNAseq.g6940.t1	Peve_00037166, Peve_00040382
OG0005277	XP_044174189.1		Peve_00001794, Peve_00023083, Peve_00024009, Peve_00024106
OG0005278	XP_044174247.1		Peve_00013791, Peve_00013792, Peve_00013793, Peve_00038954
OG0005279	XP_044174363.1	Pocillopora_meandrina_HIv1___RNAseq.g7265.t1, Pocillopora_meandrina_HIv1___RNAseq.g7266.t1	Peve_00022002, Peve_00041837
OG0005280	XP_044174421.1	Pocillopora_meandrina_HIv1___RNAseq.g5538.t2, Pocillopora_meandrina_HIv1___RNAseq.g5539.t1, Pocillopora_meandrina_HIv1___RNAseq.g5542.t1	Peve_00023210
OG0005281	XP_044174438.1, XP_044174439.1, XP_044174447.1	Pocillopora_meandrina_HIv1___RNAseq.g5568.t1	Peve_00019324
OG0005282	XP_044174465.1, XP_044174469.1	Pocillopora_meandrina_HIv1___RNAseq.g7248.t1	Peve_00023271, Peve_00035725
OG0005283	XP_044174470.1, XP_044174471.1, XP_044174472.1	Pocillopora_meandrina_HIv1___RNAseq.g26711.t1	Peve_00002139
OG0005284	XP_044174505.1, XP_044174506.1, XP_044174507.1, XP_044174508.1, XP_044174509.1		
OG0005285	XP_044174609.1, XP_044174610.1, XP_044174612.1	Pocillopora_meandrina_HIv1___RNAseq.g11102.t1	Peve_00004772
OG0005286	XP_044174670.1	Pocillopora_meandrina_HIv1___RNAseq.g25833.t1, Pocillopora_meandrina_HIv1___RNAseq.g6156.t1	Peve_00026313, Peve_00041316
OG0005287	XP_044174820.1, XP_044174821.1	Pocillopora_meandrina_HIv1___RNAseq.g1374.t1, Pocillopora_meandrina_HIv1___TS.g22780.t3	Peve_00014156
OG0005288	XP_044174857.1, XP_044174858.1, XP_044174859.1	Pocillopora_meandrina_HIv1___RNAseq.g1633.t2	Peve_00032229
OG0005289	XP_044174862.1	Pocillopora_meandrina_HIv1___RNAseq.g1628.t1, Pocillopora_meandrina_HIv1___RNAseq.g1630.t1	Peve_00032224, Peve_00032226
OG0005290	XP_044174896.1, XP_044174897.1, XP_044174898.1, XP_044174899.1	Pocillopora_meandrina_HIv1___RNAseq.g7238.t1	
