Coords	Name	MIRNA	sRNA-POC-47-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-48-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-50-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-53-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-57-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
Pocillopora_meandrina_HIv1___Sc0000008:11125517-11125938	Cluster_3209	N	0	26	0	100	2
Pocillopora_meandrina_HIv1___Sc0000008:11127271-11127696	Cluster_3210	N	1	6	93	0	1
Pocillopora_meandrina_HIv1___Sc0000008:11171418-11171956	Cluster_3211	N	99	125	123	193	368
Pocillopora_meandrina_HIv1___Sc0000009:107419-107867	Cluster_3212	N	6	31	23	155	1
Pocillopora_meandrina_HIv1___Sc0000009:108027-108454	Cluster_3213	N	48	52	143	126	3
Pocillopora_meandrina_HIv1___Sc0000009:108788-111195	Cluster_3214	N	846	580	1023	1660	94
Pocillopora_meandrina_HIv1___Sc0000009:111468-112649	Cluster_3215	N	395	178	360	579	127
Pocillopora_meandrina_HIv1___Sc0000009:112800-113227	Cluster_3216	N	240	36	54	182	30
Pocillopora_meandrina_HIv1___Sc0000009:113573-114658	Cluster_3217	N	172	454	149	465	91
Pocillopora_meandrina_HIv1___Sc0000009:116221-116648	Cluster_3218	N	31	37	173	6	16
Pocillopora_meandrina_HIv1___Sc0000009:140077-140504	Cluster_3219	N	12	0	128	1	7
Pocillopora_meandrina_HIv1___Sc0000009:140964-141380	Cluster_3220	N	69	34	73	9	1
Pocillopora_meandrina_HIv1___Sc0000009:143286-143715	Cluster_3221	N	18	43	0	920	1
Pocillopora_meandrina_HIv1___Sc0000009:171845-172273	Cluster_3222	N	16	50	93	0	8
Pocillopora_meandrina_HIv1___Sc0000009:201573-202002	Cluster_3223	N	17	27	812	5	10
Pocillopora_meandrina_HIv1___Sc0000009:239916-241740	Cluster_3224	N	11639	3539	4357	4977	1936
Pocillopora_meandrina_HIv1___Sc0000009:282982-283409	Cluster_3225	N	0	5	155	9	7
Pocillopora_meandrina_HIv1___Sc0000009:286345-286775	Cluster_3226	N	6	67	107	334	0
Pocillopora_meandrina_HIv1___Sc0000009:331520-331945	Cluster_3227	N	37	48	25	13	69
Pocillopora_meandrina_HIv1___Sc0000009:363140-363673	Cluster_3228	N	717	1598	666	356	165
Pocillopora_meandrina_HIv1___Sc0000009:366415-366844	Cluster_3229	N	15	44	2	826	0
Pocillopora_meandrina_HIv1___Sc0000009:424369-424783	Cluster_3230	N	10	10	4	43	55
Pocillopora_meandrina_HIv1___Sc0000009:447553-447981	Cluster_3231	N	76	37	72	63	12
Pocillopora_meandrina_HIv1___Sc0000009:478711-479133	Cluster_3232	N	20	80	48	85	110
Pocillopora_meandrina_HIv1___Sc0000009:479265-479689	Cluster_3233	N	28	53	43	52	79
Pocillopora_meandrina_HIv1___Sc0000009:480273-481320	Cluster_3234	N	220	292	352	444	708
Pocillopora_meandrina_HIv1___Sc0000009:492424-492836	Cluster_3235	N	11	33	13	20	13
Pocillopora_meandrina_HIv1___Sc0000009:504251-504671	Cluster_3236	N	0	5	1	23	302
Pocillopora_meandrina_HIv1___Sc0000009:539163-539614	Cluster_3237	N	34	95	56	75	182
Pocillopora_meandrina_HIv1___Sc0000009:554654-555072	Cluster_3238	N	0	42	41	12	36
Pocillopora_meandrina_HIv1___Sc0000009:691219-691863	Cluster_3239	N	27	123	50	309	423
Pocillopora_meandrina_HIv1___Sc0000009:692538-692944	Cluster_3240	N	54	13	29	24	8
Pocillopora_meandrina_HIv1___Sc0000009:698405-698814	Cluster_3241	N	3	12	8	34	46
Pocillopora_meandrina_HIv1___Sc0000009:700978-701398	Cluster_3242	N	22	35	4	36	76
Pocillopora_meandrina_HIv1___Sc0000009:710225-710637	Cluster_3243	N	1	1	78	18	12
Pocillopora_meandrina_HIv1___Sc0000009:748276-748690	Cluster_3244	N	0	47	44	0	0
Pocillopora_meandrina_HIv1___Sc0000009:1103767-1104213	Cluster_3245	N	2078	37	104	202	136
Pocillopora_meandrina_HIv1___Sc0000009:1104285-1104715	Cluster_3246	N	582	1293	125	5108	154
Pocillopora_meandrina_HIv1___Sc0000009:1144902-1145321	Cluster_3247	N	2	0	81	1	1
Pocillopora_meandrina_HIv1___Sc0000009:1362205-1363105	Cluster_3248	N	362	251	278	346	20
Pocillopora_meandrina_HIv1___Sc0000009:1446195-1446622	Cluster_3249	N	115	57	26	9	0
Pocillopora_meandrina_HIv1___Sc0000009:1449346-1450167	Cluster_3250	N	127	50	150	67	19
Pocillopora_meandrina_HIv1___Sc0000009:1753899-1754316	Cluster_3251	N	75	144	156	31	9
Pocillopora_meandrina_HIv1___Sc0000009:1843951-1844470	Cluster_3252	N	367	193	0	185	124
Pocillopora_meandrina_HIv1___Sc0000009:2086389-2087156	Cluster_3253	N	734	3	10	52	13
Pocillopora_meandrina_HIv1___Sc0000009:2594612-2595026	Cluster_3254	N	79	48	0	317	486
Pocillopora_meandrina_HIv1___Sc0000009:2662023-2662460	Cluster_3255	N	16	0	11	7	346
Pocillopora_meandrina_HIv1___Sc0000009:2663671-2664213	Cluster_3256	N	1	175	181	1	2
Pocillopora_meandrina_HIv1___Sc0000009:3334049-3334469	Cluster_3257	N	69	8	17	27	2
Pocillopora_meandrina_HIv1___Sc0000009:3388790-3389212	Cluster_3258	N	2	5	2	49	24
Pocillopora_meandrina_HIv1___Sc0000009:3732208-3732902	Cluster_3259	N	624	2	17	5	148
Pocillopora_meandrina_HIv1___Sc0000009:3894902-3894992	Cluster_3260	Y	183	134	78	116	136
Pocillopora_meandrina_HIv1___Sc0000009:3944407-3945806	Cluster_3261	N	524	898	3453	504	2196
Pocillopora_meandrina_HIv1___Sc0000009:3945827-3947085	Cluster_3262	N	443	352	569	121	310
Pocillopora_meandrina_HIv1___Sc0000009:3947478-3948158	Cluster_3263	N	41	80	105	22	35
Pocillopora_meandrina_HIv1___Sc0000009:4074794-4075209	Cluster_3264	N	19	62	12	18	50
Pocillopora_meandrina_HIv1___Sc0000009:4102972-4103398	Cluster_3265	N	5	31	108	49	0
Pocillopora_meandrina_HIv1___Sc0000009:4224260-4224677	Cluster_3266	N	426	400	1324	982	820
Pocillopora_meandrina_HIv1___Sc0000009:4289522-4290159	Cluster_3267	N	57	203	126	35	180
Pocillopora_meandrina_HIv1___Sc0000009:4517540-4518080	Cluster_3268	N	108	188	246	7	13
Pocillopora_meandrina_HIv1___Sc0000009:4557501-4557926	Cluster_3269	N	19	0	49	13	16
Pocillopora_meandrina_HIv1___Sc0000009:4558097-4558525	Cluster_3270	N	411	498	958	283	509
Pocillopora_meandrina_HIv1___Sc0000009:4559322-4559742	Cluster_3271	N	4	0	3	6	78
Pocillopora_meandrina_HIv1___Sc0000009:4677172-4677589	Cluster_3272	N	19	16	51	0	8
Pocillopora_meandrina_HIv1___Sc0000009:4705225-4705659	Cluster_3273	N	26	192	400	33	0
Pocillopora_meandrina_HIv1___Sc0000009:4744138-4744895	Cluster_3274	N	152	2	614	114	53
Pocillopora_meandrina_HIv1___Sc0000009:4746610-4747511	Cluster_3275	N	202	1	574	109	99
Pocillopora_meandrina_HIv1___Sc0000009:4747548-4749567	Cluster_3276	N	1465	1924	1291	1048	614
Pocillopora_meandrina_HIv1___Sc0000009:4759035-4759464	Cluster_3277	N	0	1	1	2	159
Pocillopora_meandrina_HIv1___Sc0000009:4760218-4760814	Cluster_3278	N	1269	528	1520	1275	1131
Pocillopora_meandrina_HIv1___Sc0000009:4775410-4776044	Cluster_3279	N	169	58	397	15	22
Pocillopora_meandrina_HIv1___Sc0000009:4800371-4800797	Cluster_3280	N	0	46	0	112	1
Pocillopora_meandrina_HIv1___Sc0000009:4801045-4802112	Cluster_3281	N	6	226	8	683	3
Pocillopora_meandrina_HIv1___Sc0000009:4874854-4875270	Cluster_3282	N	0	0	0	153	0
Pocillopora_meandrina_HIv1___Sc0000009:4930947-4931370	Cluster_3283	N	2	52	18	49	6
Pocillopora_meandrina_HIv1___Sc0000009:4943767-4944198	Cluster_3284	N	8082	0	13	3218	0
Pocillopora_meandrina_HIv1___Sc0000009:4948006-4948435	Cluster_3285	N	272	2791	5184	0	3
Pocillopora_meandrina_HIv1___Sc0000009:4983713-4984141	Cluster_3286	N	34	44	57	107	0
Pocillopora_meandrina_HIv1___Sc0000009:4986241-4986667	Cluster_3287	N	4	35	16	103	16
Pocillopora_meandrina_HIv1___Sc0000009:5001484-5001912	Cluster_3288	N	77	18	60	161	16
Pocillopora_meandrina_HIv1___Sc0000009:5019555-5020110	Cluster_3289	N	104	8	89	37	376
Pocillopora_meandrina_HIv1___Sc0000009:5020198-5020606	Cluster_3290	N	5	0	10	7	79
Pocillopora_meandrina_HIv1___Sc0000009:5039382-5039812	Cluster_3291	N	1688	331	939	296	108
Pocillopora_meandrina_HIv1___Sc0000009:5051287-5051715	Cluster_3292	N	13	9	226	19	16
Pocillopora_meandrina_HIv1___Sc0000009:5065799-5066228	Cluster_3293	N	15	546	2186	282	0
Pocillopora_meandrina_HIv1___Sc0000009:5076933-5077372	Cluster_3294	N	7	6	313	6591	20
Pocillopora_meandrina_HIv1___Sc0000009:5151780-5152209	Cluster_3295	N	24	255	0	269	3
Pocillopora_meandrina_HIv1___Sc0000009:5154880-5155308	Cluster_3296	N	43	10	130	26	0
Pocillopora_meandrina_HIv1___Sc0000009:5167006-5167481	Cluster_3297	N	4	43	0	18	403
Pocillopora_meandrina_HIv1___Sc0000009:5167505-5167931	Cluster_3298	N	3	17	68	0	1
Pocillopora_meandrina_HIv1___Sc0000009:5192277-5192678	Cluster_3299	N	3	87	17	19	43
Pocillopora_meandrina_HIv1___Sc0000009:5195133-5195564	Cluster_3300	N	11862	14588	2037	6437	21
Pocillopora_meandrina_HIv1___Sc0000009:5199379-5199854	Cluster_3301	N	4	45	450	22	1
Pocillopora_meandrina_HIv1___Sc0000009:5249163-5249609	Cluster_3302	N	89	1	9	103	62
Pocillopora_meandrina_HIv1___Sc0000009:5252243-5252692	Cluster_3303	N	5866	1359	3605	20357	715
Pocillopora_meandrina_HIv1___Sc0000009:5312552-5312992	Cluster_3304	N	3000	2364	7292	61	1541
Pocillopora_meandrina_HIv1___Sc0000009:5350474-5350892	Cluster_3305	N	8213	1149	4870	4406	1522
Pocillopora_meandrina_HIv1___Sc0000009:5381072-5381529	Cluster_3306	N	86	3365	2140	12653	70
Pocillopora_meandrina_HIv1___Sc0000009:5385815-5386269	Cluster_3307	N	770	118	97	703	1
Pocillopora_meandrina_HIv1___Sc0000009:5426651-5427080	Cluster_3308	N	31	79	205	101	110
Pocillopora_meandrina_HIv1___Sc0000009:5429088-5429525	Cluster_3309	N	107	339	474	621	72
Pocillopora_meandrina_HIv1___Sc0000009:5461464-5461895	Cluster_3310	N	1719	968	511	491	298
Pocillopora_meandrina_HIv1___Sc0000009:5521032-5521460	Cluster_3311	N	29	89	23	16	1
Pocillopora_meandrina_HIv1___Sc0000009:5531819-5532250	Cluster_3312	N	21368	7856	46	16	30
Pocillopora_meandrina_HIv1___Sc0000009:5573592-5574021	Cluster_3313	N	3259	88	795	1520	1101
Pocillopora_meandrina_HIv1___Sc0000009:5616752-5617179	Cluster_3314	N	44	67	38	43	16
Pocillopora_meandrina_HIv1___Sc0000009:5619718-5620348	Cluster_3315	N	300	3118	4254	6640	2376
Pocillopora_meandrina_HIv1___Sc0000009:5624158-5624633	Cluster_3316	N	0	602	770	391	375
Pocillopora_meandrina_HIv1___Sc0000009:5631674-5632098	Cluster_3317	N	222	312	275	119	301
Pocillopora_meandrina_HIv1___Sc0000009:5651648-5652075	Cluster_3318	N	78	8	8	5	3
Pocillopora_meandrina_HIv1___Sc0000009:5684055-5684484	Cluster_3319	N	226	5	60	99	14
Pocillopora_meandrina_HIv1___Sc0000009:5689078-5689507	Cluster_3320	N	60	56	159	32	2
Pocillopora_meandrina_HIv1___Sc0000009:5691732-5692171	Cluster_3321	N	77	34	2659	31	290
Pocillopora_meandrina_HIv1___Sc0000009:5696195-5696623	Cluster_3322	N	1	3	1	129	6
Pocillopora_meandrina_HIv1___Sc0000009:5749814-5750260	Cluster_3323	N	100	55	158	48	70
Pocillopora_meandrina_HIv1___Sc0000009:5753007-5753436	Cluster_3324	N	239	43	4	69	96
Pocillopora_meandrina_HIv1___Sc0000009:5808018-5808447	Cluster_3325	N	1	15	340	12	1
Pocillopora_meandrina_HIv1___Sc0000009:5818362-5818790	Cluster_3326	N	188	27	298	48	96
Pocillopora_meandrina_HIv1___Sc0000009:5821920-5822372	Cluster_3327	N	4	46	20	166	3
Pocillopora_meandrina_HIv1___Sc0000009:5822529-5822955	Cluster_3328	N	49	41	110	101	2
Pocillopora_meandrina_HIv1___Sc0000009:5823291-5823694	Cluster_3329	N	40	41	87	138	6
Pocillopora_meandrina_HIv1___Sc0000009:5823781-5827409	Cluster_3330	N	1390	725	1815	2775	210
Pocillopora_meandrina_HIv1___Sc0000009:5828075-5829179	Cluster_3331	N	200	452	136	510	86
Pocillopora_meandrina_HIv1___Sc0000009:5846449-5846895	Cluster_3332	N	69	344	204	44	9
Pocillopora_meandrina_HIv1___Sc0000009:5849549-5849977	Cluster_3333	N	0	145	2	246	2
Pocillopora_meandrina_HIv1___Sc0000009:5856893-5857324	Cluster_3334	N	24	1408	4049	1105	9825
Pocillopora_meandrina_HIv1___Sc0000009:5959840-5960535	Cluster_3335	N	338	144	303	763	41
Pocillopora_meandrina_HIv1___Sc0000009:5961241-5961669	Cluster_3336	N	199	33	48	3	36
Pocillopora_meandrina_HIv1___Sc0000009:6055347-6055763	Cluster_3337	N	1	41	12	84	94
Pocillopora_meandrina_HIv1___Sc0000009:6213599-6214132	Cluster_3338	N	1620	294	190	407	56
Pocillopora_meandrina_HIv1___Sc0000009:6222493-6223187	Cluster_3339	N	181	17	248	13	2
Pocillopora_meandrina_HIv1___Sc0000009:6234762-6235165	Cluster_3340	N	108	0	37	0	1
Pocillopora_meandrina_HIv1___Sc0000009:6235925-6236333	Cluster_3341	N	50	18	15	21	16
Pocillopora_meandrina_HIv1___Sc0000009:6242821-6243422	Cluster_3342	N	372	558	699	1321	58
Pocillopora_meandrina_HIv1___Sc0000009:6244745-6246341	Cluster_3343	N	262	113	121	552	118
Pocillopora_meandrina_HIv1___Sc0000009:6247112-6247722	Cluster_3344	N	290	14	371	34	121
Pocillopora_meandrina_HIv1___Sc0000009:6368610-6369361	Cluster_3345	N	19	14	441	328	3
Pocillopora_meandrina_HIv1___Sc0000009:6369656-6370966	Cluster_3346	N	67	37	565	904	28
Pocillopora_meandrina_HIv1___Sc0000009:6411493-6411909	Cluster_3347	N	33	11	83	38	8
Pocillopora_meandrina_HIv1___Sc0000009:6435613-6436040	Cluster_3348	N	0	3	0	0	110
Pocillopora_meandrina_HIv1___Sc0000009:6437273-6437950	Cluster_3349	N	531	79	94	396	2
Pocillopora_meandrina_HIv1___Sc0000009:6543007-6543435	Cluster_3350	N	176	78	60	152	38
Pocillopora_meandrina_HIv1___Sc0000009:6598009-6598600	Cluster_3351	N	1147	59	567	1199	126
Pocillopora_meandrina_HIv1___Sc0000009:6642825-6643239	Cluster_3352	N	0	21	8	19	29
Pocillopora_meandrina_HIv1___Sc0000009:6767040-6767452	Cluster_3353	N	2	80	0	5	2
Pocillopora_meandrina_HIv1___Sc0000009:6907816-6908244	Cluster_3354	N	167	81	77	148	36
Pocillopora_meandrina_HIv1___Sc0000009:7022715-7023189	Cluster_3355	N	709	478	840	316	384
Pocillopora_meandrina_HIv1___Sc0000009:7083481-7083890	Cluster_3356	N	101	1	1	68	1
Pocillopora_meandrina_HIv1___Sc0000009:7089531-7089940	Cluster_3357	N	19	27	26	30	15
Pocillopora_meandrina_HIv1___Sc0000009:7142342-7143043	Cluster_3358	N	102	57	53	50	16
Pocillopora_meandrina_HIv1___Sc0000009:7144275-7144701	Cluster_3359	N	83	40	30	85	9
Pocillopora_meandrina_HIv1___Sc0000009:7160758-7161573	Cluster_3360	N	74	86	102	10	175
Pocillopora_meandrina_HIv1___Sc0000009:7178014-7178443	Cluster_3361	N	0	3	6	4	169
Pocillopora_meandrina_HIv1___Sc0000009:7206122-7206537	Cluster_3362	N	0	1	166	0	2
Pocillopora_meandrina_HIv1___Sc0000009:7233761-7234185	Cluster_3363	N	189	6	15	0	0
Pocillopora_meandrina_HIv1___Sc0000009:7236606-7237022	Cluster_3364	N	46	23	79	24	3
Pocillopora_meandrina_HIv1___Sc0000009:7249231-7249658	Cluster_3365	N	195	58	0	13	23
Pocillopora_meandrina_HIv1___Sc0000009:7263451-7263879	Cluster_3366	N	64	34	1	274	82
Pocillopora_meandrina_HIv1___Sc0000009:7278506-7278932	Cluster_3367	N	168	72	0	7	11
Pocillopora_meandrina_HIv1___Sc0000009:7288102-7288531	Cluster_3368	N	29	215	39	59	16
Pocillopora_meandrina_HIv1___Sc0000009:7291675-7292101	Cluster_3369	N	0	13	112	0	0
Pocillopora_meandrina_HIv1___Sc0000009:7302743-7303172	Cluster_3370	N	9	4	17	176	7
Pocillopora_meandrina_HIv1___Sc0000009:7306880-7307308	Cluster_3371	N	74	44	19	10	37
Pocillopora_meandrina_HIv1___Sc0000009:7320318-7320738	Cluster_3372	N	24	60	36	83	166
Pocillopora_meandrina_HIv1___Sc0000009:7432988-7433516	Cluster_3373	N	306	27	192	347	49
Pocillopora_meandrina_HIv1___Sc0000009:7461286-7461711	Cluster_3374	N	1	17	141	7	31
Pocillopora_meandrina_HIv1___Sc0000009:7540988-7541419	Cluster_3375	N	45	118	1077	50	12
Pocillopora_meandrina_HIv1___Sc0000009:7541597-7542025	Cluster_3376	N	2	64	73	6	18
Pocillopora_meandrina_HIv1___Sc0000009:7547952-7548381	Cluster_3377	N	160	91	147	82	1
Pocillopora_meandrina_HIv1___Sc0000009:7553820-7554722	Cluster_3378	N	32	340	341	225	193
Pocillopora_meandrina_HIv1___Sc0000009:7554809-7556026	Cluster_3379	N	37	98	283	342	106
Pocillopora_meandrina_HIv1___Sc0000009:7556515-7556950	Cluster_3380	N	31	44	102	49	11
Pocillopora_meandrina_HIv1___Sc0000009:7559916-7561557	Cluster_3381	N	121	430	1357	148	48
Pocillopora_meandrina_HIv1___Sc0000009:7580526-7580953	Cluster_3382	N	105	4	0	3	0
Pocillopora_meandrina_HIv1___Sc0000009:7893231-7893834	Cluster_3383	N	120	36	110	132	16
Pocillopora_meandrina_HIv1___Sc0000009:7900058-7900670	Cluster_3384	N	5	0	344	3	69
Pocillopora_meandrina_HIv1___Sc0000009:7951090-7951491	Cluster_3385	N	126	0	1	1	0
Pocillopora_meandrina_HIv1___Sc0000009:7954268-7955172	Cluster_3386	N	96	32	299	2659	8
Pocillopora_meandrina_HIv1___Sc0000009:7955228-7955635	Cluster_3387	N	73	2	3	9	0
Pocillopora_meandrina_HIv1___Sc0000009:8094772-8095805	Cluster_3388	N	151	2015	1820	9148	2355
Pocillopora_meandrina_HIv1___Sc0000009:8095873-8096303	Cluster_3389	N	12	63	84	9	33
Pocillopora_meandrina_HIv1___Sc0000009:8101210-8101638	Cluster_3390	N	0	389	0	0	0
Pocillopora_meandrina_HIv1___Sc0000009:8101892-8102322	Cluster_3391	N	0	231	1452	58	113
Pocillopora_meandrina_HIv1___Sc0000009:8104117-8105817	Cluster_3392	N	5	1704	1357	512	456
Pocillopora_meandrina_HIv1___Sc0000009:8109946-8110374	Cluster_3393	N	843	98	16	7	1
Pocillopora_meandrina_HIv1___Sc0000009:8110551-8111011	Cluster_3394	N	2	47	114	3	19
Pocillopora_meandrina_HIv1___Sc0000009:8140529-8140952	Cluster_3395	N	0	89	22	7	2
Pocillopora_meandrina_HIv1___Sc0000009:8147702-8148216	Cluster_3396	N	376	0	3	188	253
Pocillopora_meandrina_HIv1___Sc0000009:8241861-8242270	Cluster_3397	N	100	3	23	26	19
Pocillopora_meandrina_HIv1___Sc0000009:8242665-8243092	Cluster_3398	N	82	22	22	51	23
Pocillopora_meandrina_HIv1___Sc0000009:8299725-8300168	Cluster_3399	N	124	61	133	114	30
Pocillopora_meandrina_HIv1___Sc0000009:8300696-8301118	Cluster_3400	N	76	4	2	39	1
Pocillopora_meandrina_HIv1___Sc0000009:8380658-8381106	Cluster_3401	N	390	147	262	145	34
Pocillopora_meandrina_HIv1___Sc0000009:9147716-9148131	Cluster_3402	N	99	21	5	80	48
Pocillopora_meandrina_HIv1___Sc0000009:9614509-9614937	Cluster_3403	N	2	46	59	2	27
Pocillopora_meandrina_HIv1___Sc0000009:9615120-9615544	Cluster_3404	N	41	121	19	43	2
Pocillopora_meandrina_HIv1___Sc0000009:9616173-9616897	Cluster_3405	N	28	25	237	215	5
Pocillopora_meandrina_HIv1___Sc0000009:9653757-9654172	Cluster_3406	N	0	79	0	31	2
Pocillopora_meandrina_HIv1___Sc0000009:9689135-9689550	Cluster_3407	N	0	100	0	30	0
Pocillopora_meandrina_HIv1___Sc0000009:9749077-9750247	Cluster_3408	N	415	22	439	57	214
Pocillopora_meandrina_HIv1___Sc0000009:9754478-9754902	Cluster_3409	N	56	0	1	1	97
Pocillopora_meandrina_HIv1___Sc0000009:9992977-9993392	Cluster_3410	N	0	0	0	78	36
Pocillopora_meandrina_HIv1___Sc0000009:10299099-10299522	Cluster_3411	N	0	54	0	210	2
Pocillopora_meandrina_HIv1___Sc0000009:10301166-10301592	Cluster_3412	N	0	7	7	95	0
Pocillopora_meandrina_HIv1___Sc0000009:10335940-10336465	Cluster_3413	N	3168	10192	5973	200	7586
Pocillopora_meandrina_HIv1___Sc0000009:10336550-10336970	Cluster_3414	N	49	67	65	0	0
Pocillopora_meandrina_HIv1___Sc0000009:10340558-10341094	Cluster_3415	N	992	684	778	626	4490
Pocillopora_meandrina_HIv1___Sc0000009:10344528-10344967	Cluster_3416	N	211	300	0	345	2
Pocillopora_meandrina_HIv1___Sc0000009:10363328-10363752	Cluster_3417	N	0	55	0	240	1
Pocillopora_meandrina_HIv1___Sc0000009:10446213-10446843	Cluster_3418	N	249	15	69	106	79
Pocillopora_meandrina_HIv1___Sc0000009:10447202-10447646	Cluster_3419	N	224	21	34	78	46
Pocillopora_meandrina_HIv1___Sc0000009:10480085-10480514	Cluster_3420	N	218	16	59	52	15
Pocillopora_meandrina_HIv1___Sc0000009:10482167-10482581	Cluster_3421	N	195	24	92	34	17
Pocillopora_meandrina_HIv1___Sc0000009:10482709-10483472	Cluster_3422	N	226	24	84	94	17
Pocillopora_meandrina_HIv1___Sc0000009:10484435-10484992	Cluster_3423	N	162	86	352	71	40
Pocillopora_meandrina_HIv1___Sc0000009:10656954-10657383	Cluster_3424	N	0	198	160	2	2
Pocillopora_meandrina_HIv1___Sc0000009:10657567-10657989	Cluster_3425	N	19	22	55	33	8
Pocillopora_meandrina_HIv1___Sc0000009:10658624-10659053	Cluster_3426	N	113	24	196	253	118
Pocillopora_meandrina_HIv1___Sc0000009:10749850-10750278	Cluster_3427	N	0	171	3	2	0
Pocillopora_meandrina_HIv1___Sc0000009:10752547-10752967	Cluster_3428	N	26	59	95	4	14
Pocillopora_meandrina_HIv1___Sc0000009:10997752-10999000	Cluster_3429	N	1132	82	80	103	14
Pocillopora_meandrina_HIv1___Sc0000009:10999322-11000312	Cluster_3430	N	470	203	77	348	69
Pocillopora_meandrina_HIv1___Sc0000009:11001182-11002453	Cluster_3431	N	471	162	229	307	61
Pocillopora_meandrina_HIv1___Sc0000009:11074194-11074670	Cluster_3432	N	233	54	17	247	40
Pocillopora_meandrina_HIv1___Sc0000009:11075604-11076014	Cluster_3433	N	51	16	7	1	21
Pocillopora_meandrina_HIv1___Sc0000009:11092081-11092707	Cluster_3434	N	146	24	21	41	10
Pocillopora_meandrina_HIv1___Sc0000009:11100878-11101287	Cluster_3435	N	94	5	15	30	28
Pocillopora_meandrina_HIv1___Sc0000009:11101682-11102109	Cluster_3436	N	94	14	38	64	17
Pocillopora_meandrina_HIv1___Sc0000009:11246450-11247187	Cluster_3437	N	212	91	448	54	64
Pocillopora_meandrina_HIv1___Sc0000009:11247357-11247793	Cluster_3438	N	119	71	136	102	30
Pocillopora_meandrina_HIv1___Sc0000009:11248328-11248756	Cluster_3439	N	72	13	1	43	2
Pocillopora_meandrina_HIv1___Sc0000009:11353108-11354064	Cluster_3440	N	4	1492	175	733	43
Pocillopora_meandrina_HIv1___Sc0000009:11384201-11384618	Cluster_3441	N	7	20	11	69	94
Pocillopora_meandrina_HIv1___Sc0000009:11391214-11391967	Cluster_3442	N	296	4	19	112	26
Pocillopora_meandrina_HIv1___Sc0000009:11392410-11392838	Cluster_3443	N	45	1	9	90	9
Pocillopora_meandrina_HIv1___Sc0000009:11533128-11533596	Cluster_3444	N	222	55	19	223	42
Pocillopora_meandrina_HIv1___Sc0000009:11534538-11534950	Cluster_3445	N	50	15	13	7	10
Pocillopora_meandrina_HIv1___Sc0000009:11551003-11551630	Cluster_3446	N	120	28	26	34	11
Pocillopora_meandrina_HIv1___Sc0000009:11649053-11649873	Cluster_3447	N	308	227	215	79	154
Pocillopora_meandrina_HIv1___Sc0000009:11656065-11657100	Cluster_3448	N	30	90	100	165	32
Pocillopora_meandrina_HIv1___Sc0000009:11767957-11768545	Cluster_3449	N	120	32	49	228	38
Pocillopora_meandrina_HIv1___Sc0000009:11778166-11778591	Cluster_3450	N	8	77	77	22	27
Pocillopora_meandrina_HIv1___Sc0000009:11778872-11779300	Cluster_3451	N	223	0	0	0	0
Pocillopora_meandrina_HIv1___Sc0000009:11791398-11792259	Cluster_3452	N	193	114	14	153	146
Pocillopora_meandrina_HIv1___Sc0000009:11792402-11792830	Cluster_3453	N	1	71	0	18	58
Pocillopora_meandrina_HIv1___Sc0000009:11909906-11910334	Cluster_3454	N	42	4	5	89	10
Pocillopora_meandrina_HIv1___Sc0000009:11910487-11911021	Cluster_3455	N	389	5	10	211	87
Pocillopora_meandrina_HIv1___Sc0000009:11935729-11936155	Cluster_3456	N	62	165	121	157	231
Pocillopora_meandrina_HIv1___Sc0000009:11937947-11938372	Cluster_3457	N	86	153	133	160	204
Pocillopora_meandrina_HIv1___Sc0000009:11938579-11938989	Cluster_3458	N	15	39	33	25	112
Pocillopora_meandrina_HIv1___Sc0000009:11940165-11940590	Cluster_3459	N	71	158	147	153	202
Pocillopora_meandrina_HIv1___Sc0000009:11940792-11941235	Cluster_3460	N	19	46	34	47	147
Pocillopora_meandrina_HIv1___Sc0000009:11942383-11942808	Cluster_3461	N	68	141	123	154	201
Pocillopora_meandrina_HIv1___Sc0000009:11943015-11943451	Cluster_3462	N	25	34	37	40	118
Pocillopora_meandrina_HIv1___Sc0000009:11944601-11945026	Cluster_3463	N	73	136	138	164	205
Pocillopora_meandrina_HIv1___Sc0000009:11945233-11945677	Cluster_3464	N	20	55	36	33	127
Pocillopora_meandrina_HIv1___Sc0000009:11946819-11947244	Cluster_3465	N	86	158	111	140	221
Pocillopora_meandrina_HIv1___Sc0000009:11947451-11947894	Cluster_3466	N	25	37	25	34	134
