# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Apul_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Apul_lncRNA_counts_matrix.txt" "RNA-ACR-140-S1-TP2.bam" "RNA-ACR-145-S1-TP2.bam" "RNA-ACR-150-S1-TP2.bam" "RNA-ACR-173-S1-TP2.bam" "RNA-ACR-178-S1-TP2.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-ACR-140-S1-TP2.bam	RNA-ACR-145-S1-TP2.bam	RNA-ACR-150-S1-TP2.bam	RNA-ACR-173-S1-TP2.bam	RNA-ACR-178-S1-TP2.bam
lncRNA_9476	NC_058079.1	7174649	7174901	+	253	0	5	13	1	8
lncRNA_9477	NC_058079.1	7190230	7190552	+	323	30	0	5	4	114
lncRNA_9478	NC_058079.1	7221999	7222293	+	295	5	9	16	0	21
lncRNA_9479	NC_058079.1	7238906	7239107	+	202	0	0	10	0	7
lncRNA_9480	NC_058079.1	7246726	7246992	+	267	14	16	11	7	20
lncRNA_9481	NC_058079.1	7247420	7247740	+	321	0	2	2	3	5
lncRNA_9482	NC_058079.1	7263262	7263666	+	405	14	0	18	14	2
lncRNA_9483	NC_058079.1	7294215	7294499	+	285	19	0	1	2	9
lncRNA_9484	NC_058079.1	7296342	7296659	+	318	24	0	1	0	15
lncRNA_9485	NC_058079.1	7297184	7297399	+	216	131	79	0	0	39
lncRNA_9486	NC_058079.1	7324202	7324409	+	208	8	1	9	2	19
lncRNA_9487	NC_058079.1	7412919	7413153	+	235	28	11	1	3	20
lncRNA_9488	NC_058079.1	7449879	7451084	+	1206	48	58	105	63	54
lncRNA_9489	NC_058079.1	7471139	7473613	+	2475	1	10	9	21	10
lncRNA_9490	NC_058079.1	7489998	7490549	+	552	8	0	37	11	59
lncRNA_9491	NC_058079.1	7490812	7491067	+	256	0	0	0	0	10
lncRNA_9492	NC_058079.1	7492299	7492554	+	256	37	3	0	0	0
lncRNA_9493	NC_058079.1	7552822	7553082	+	261	0	0	0	0	7
lncRNA_9494	NC_058079.1	7556092	7556370	+	279	0	0	0	0	4
lncRNA_9495	NC_058079.1	7578188	7578438	+	251	0	0	6	0	49
lncRNA_9496	NC_058079.1	7579557	7579871	+	315	0	0	15	5	91
lncRNA_9497	NC_058079.1	7606099	7606574	+	476	9	0	5	0	47
lncRNA_9498	NC_058079.1	7611407	7611623	+	217	0	0	0	1	24
lncRNA_9499	NC_058079.1	7620473	7620674	+	202	0	0	0	0	15
lncRNA_9500	NC_058079.1	7648255	7648561	+	307	24	0	20	0	6
lncRNA_9501	NC_058079.1	7686846	7687116	+	271	19	0	0	0	0
lncRNA_9502	NC_058079.1	7687646	7688292	+	647	2	4	3	16	21
lncRNA_9503	NC_058079.1	7697590	7697836	+	247	0	22	0	16	12
lncRNA_9504	NC_058079.1	7699619	7699895	+	277	0	38	12	6	63
lncRNA_9505	NC_058079.1	7710227	7711430	+	1204	12	4	8	1	218
lncRNA_9506	NC_058079.1	7735311	7735765	+	455	36	0	16	4	10
lncRNA_9507	NC_058079.1	7758857	7759483	+	627	12	0	5	15	56
lncRNA_9508	NC_058079.1	7859901	7860425	+	525	36	2	2	0	0
lncRNA_9509	NC_058079.1	7904743	7905001	+	259	19	18	6	0	9
lncRNA_9510	NC_058079.1	7968615	7968875	+	261	0	0	10	1	5
lncRNA_9511	NC_058079.1	8001702	8002173	+	472	25	5	5	14	19
lncRNA_9512	NC_058079.1	8065331	8065869	+	539	4	6	6	2	6
lncRNA_9513	NC_058079.1	8068752	8069449	+	698	2	0	25	0	45
lncRNA_9514	NC_058079.1	8151317	8151642	+	326	2	0	14	0	0
lncRNA_9515	NC_058079.1	8443207	8443615	+	409	0	15	6	11	15
lncRNA_9516	NC_058079.1	8707707	8707913	+	207	0	0	3	0	0
lncRNA_9517	NC_058079.1	8708233	8709164	+	932	192	22	219	10	594
lncRNA_9518	NC_058079.1	8894650	8895296	+	647	0	0	12	0	37
lncRNA_9519	NC_058079.1	8901631	8902169	+	539	14	2	23	0	108
lncRNA_9520	NC_058079.1	9539944	9540491	+	548	1	0	2	0	58
lncRNA_9521	NC_058079.1	9543003	9543221	+	219	18	22	5	4	16
lncRNA_9522	NC_058079.1	9543576	9543882	+	307	14	0	6	0	26
lncRNA_9523	NC_058079.1	9553953	9555365	+	1413	59	18	4	12	45
lncRNA_9524	NC_058079.1	9556041	9556276	+	236	6	0	1	5	0
lncRNA_9525	NC_058079.1	9558032	9558290	+	259	0	0	0	0	2
lncRNA_9526	NC_058079.1	9574160	9574414	+	255	59	37	50	82	64
lncRNA_9527	NC_058079.1	9576637	9576958	+	322	69	21	9	91	76
lncRNA_9528	NC_058079.1	9578923	9579692	+	770	68	34	32	56	69
lncRNA_9529	NC_058079.1	9582602	9583082	+	481	6	10	3	3	37
lncRNA_9530	NC_058079.1	9667162	9667573	+	412	44	0	0	0	0
lncRNA_9531	NC_058079.1	9677410	9677613	+	204	1	0	9	0	0
lncRNA_9532	NC_058079.1	9679905	9680171	+	267	68	6	64	63	143
lncRNA_9533	NC_058079.1	9687141	9687752	+	612	0	0	1	0	53
lncRNA_9534	NC_058079.1	9707478	9707872	+	395	49	0	32	12	212
lncRNA_9535	NC_058079.1	9734967	9735952	+	986	49	20	122	7	17
lncRNA_9536	NC_058079.1	9747041	9747259	+	219	3	0	0	0	0
lncRNA_9537	NC_058079.1	9757487	9757759	+	273	15	2	37	4	295
lncRNA_9538	NC_058079.1	9757991	9758289	+	299	70	0	55	13	380
lncRNA_9539	NC_058079.1	9771165	9771565	+	401	12	8	28	7	14
lncRNA_9540	NC_058079.1	9771990	9772779	+	790	61	7	21	36	14
lncRNA_9541	NC_058079.1	9822647	9823059	+	413	0	0	0	9	34
lncRNA_9542	NC_058079.1	9848756	9848990	+	235	9	18	9	14	14
lncRNA_9543	NC_058079.1	10028332	10028620	+	289	0	0	0	0	18
lncRNA_9544	NC_058079.1	10029398	10029635	+	238	0	18	2	1	2
lncRNA_9545	NC_058079.1	10382146	10382882	+	737	40	6	7	2	22
lncRNA_9546	NC_058079.1	10383314	10385140	+	1827	277	141	146	27	363
lncRNA_9547	NC_058079.1	10462135	10463023	+	889	104	63	1	0	4
lncRNA_9548	NC_058079.1	10463762	10464197	+	436	16	3	4	10	24
lncRNA_9549	NC_058079.1	10468907	10469654	+	748	3	3	8	11	12
lncRNA_9550	NC_058079.1	10500634	10500999	+	366	17	0	25	0	0
lncRNA_9551	NC_058079.1	10501651	10501854	+	204	0	0	26	0	0
lncRNA_9552	NC_058079.1	10510125	10510471	+	347	10	0	1	10	6
lncRNA_9553	NC_058079.1	10526862	10527780	+	919	64	26	10	0	4
lncRNA_9554	NC_058079.1	10528716	10530329	+	1614	46	30	5	1	14
lncRNA_9555	NC_058079.1	10544543	10544902	+	360	3	0	4	7	19
lncRNA_9556	NC_058079.1	10612675	10612920	+	246	11	0	0	0	2
lncRNA_9557	NC_058079.1	10639591	10639895	+	305	15	0	0	19	9
lncRNA_9558	NC_058079.1	10699289	10699553	+	265	5	0	0	2	12
lncRNA_9559	NC_058079.1	10713072	10713434	+	363	2	0	3	0	18
lncRNA_9560	NC_058079.1	10763352	10763657	+	306	0	0	0	0	22
lncRNA_9561	NC_058079.1	10774241	10774472	+	232	1	0	1	12	0
lncRNA_9562	NC_058079.1	10818081	10818639	+	559	0	0	20	0	0
lncRNA_9563	NC_058079.1	10818859	10819477	+	619	0	0	44	0	0
lncRNA_9564	NC_058079.1	10824032	10824291	+	260	7	0	2	5	13
lncRNA_9565	NC_058079.1	10891090	10891354	+	265	0	0	13	0	0
lncRNA_9566	NC_058079.1	10892252	10892532	+	281	0	0	33	0	0
lncRNA_9567	NC_058079.1	10896725	10897316	+	592	34	0	1	7	35
lncRNA_9568	NC_058079.1	10923282	10923546	+	265	15	0	0	0	0
lncRNA_9569	NC_058079.1	10934930	10938099	+	3170	103	18	120	26	509
lncRNA_9570	NC_058079.1	10945591	10945920	+	330	3	10	3	70	17
lncRNA_9571	NC_058079.1	10969910	10970111	+	202	4	0	9	4	22
lncRNA_9572	NC_058079.1	10992197	10992412	+	216	0	1	0	62	11
lncRNA_9573	NC_058079.1	10999806	11000148	+	343	0	8	3	0	13
lncRNA_9574	NC_058079.1	11008056	11008467	+	412	0	5	24	3	68
lncRNA_9575	NC_058079.1	11019101	11019387	+	287	13	0	18	0	4
lncRNA_9576	NC_058079.1	11088525	11089277	+	753	71	0	13	32	204
lncRNA_9577	NC_058079.1	11095686	11095994	+	309	0	0	20	0	0
lncRNA_9578	NC_058079.1	11184671	11185105	+	435	1098	540	166	355	463
lncRNA_9579	NC_058079.1	11245345	11245747	+	403	18	17	9	10	12
lncRNA_9580	NC_058079.1	11246317	11247050	+	734	42	18	22	8	99
lncRNA_9581	NC_058079.1	11247832	11248476	+	645	91	9	20	6	27
lncRNA_9582	NC_058079.1	11339302	11339944	+	643	5	0	3	6	22
lncRNA_9583	NC_058079.1	11346203	11346483	+	281	30	0	5	5	0
lncRNA_9584	NC_058079.1	11348902	11349473	+	572	0	0	19	0	94
lncRNA_9585	NC_058079.1	11354952	11355329	+	378	1	0	4	0	68
lncRNA_9586	NC_058079.1	11359201	11359541	+	341	2	5	4	6	0
lncRNA_9587	NC_058079.1	11360023	11360312	+	290	1	2	22	0	1
lncRNA_9588	NC_058079.1	11364777	11365045	+	269	0	0	2	1	16
lncRNA_9589	NC_058079.1	11375994	11376260	+	267	0	0	11	0	2
lncRNA_9590	NC_058079.1	11427168	11427492	+	325	14	0	8	1	85
lncRNA_9591	NC_058079.1	11522602	11522891	+	290	0	0	11	0	14
lncRNA_9592	NC_058079.1	11524732	11525007	+	276	20	40	51	64	26
lncRNA_9593	NC_058079.1	11534348	11534999	+	652	76	50	60	26	29
lncRNA_9594	NC_058079.1	11535239	11535453	+	215	0	0	13	0	22
lncRNA_9595	NC_058079.1	11538005	11538703	+	699	42	45	80	48	27
lncRNA_9596	NC_058079.1	11596868	11597488	+	621	35	22	25	9	41
lncRNA_9597	NC_058079.1	11631544	11632007	+	464	32	4	32	0	6
lncRNA_9598	NC_058079.1	11633241	11633787	+	547	42	0	0	0	7
lncRNA_9599	NC_058079.1	11696783	11698052	+	1270	15	7	93	30	52
lncRNA_9600	NC_058079.1	11732931	11733210	+	280	4	7	0	22	0
lncRNA_9601	NC_058079.1	11734381	11734712	+	332	0	23	0	20	3
lncRNA_9602	NC_058079.1	11823552	11823859	+	308	0	0	0	2	19
lncRNA_9603	NC_058079.1	11824770	11825056	+	287	0	0	12	0	0
lncRNA_9604	NC_058079.1	11825400	11825728	+	329	0	0	6	1	21
lncRNA_9605	NC_058079.1	11886216	11886449	+	234	5	0	28	0	0
lncRNA_9606	NC_058079.1	11893381	11894460	+	1080	14	2	37	12	112
lncRNA_9607	NC_058079.1	11895466	11896050	+	585	0	6	17	22	0
lncRNA_9608	NC_058079.1	11911134	11911509	+	376	0	0	5	8	27
lncRNA_9609	NC_058079.1	11913140	11913364	+	225	0	0	18	0	2
lncRNA_9610	NC_058079.1	11916038	11916890	+	853	23	0	73	0	171
lncRNA_9611	NC_058079.1	11921879	11922162	+	284	0	0	4	0	27
lncRNA_9612	NC_058079.1	11923108	11923335	+	228	9	0	0	0	0
lncRNA_9613	NC_058079.1	11929245	11929506	+	262	0	17	0	2	18
lncRNA_9614	NC_058079.1	11933533	11933879	+	347	15	4	11	0	51
lncRNA_9615	NC_058079.1	11935026	11935456	+	431	43	12	2	32	20
lncRNA_9616	NC_058079.1	11946665	11947589	+	925	5	0	1	50	44
lncRNA_9617	NC_058079.1	11949076	11949427	+	352	10	2	24	6	0
lncRNA_9618	NC_058079.1	11990870	11991112	+	243	5	2	1	1	7
lncRNA_9619	NC_058079.1	12008532	12009010	+	479	1	69	9	0	28
lncRNA_9620	NC_058079.1	12044573	12044859	+	287	1	0	24	0	12
lncRNA_9621	NC_058079.1	12050592	12050819	+	228	6	0	5	1	15
lncRNA_9622	NC_058079.1	12060877	12061271	+	395	6	0	14	1	54
lncRNA_9623	NC_058079.1	12077239	12077749	+	511	12	4	34	10	143
lncRNA_9624	NC_058079.1	12131144	12131433	+	290	1	4	3	0	5
lncRNA_9625	NC_058079.1	12172644	12172887	+	244	8	0	2	0	15
lncRNA_9626	NC_058079.1	12215209	12215420	+	212	0	4	1	0	14
lncRNA_9627	NC_058079.1	12218233	12218541	+	309	17	20	0	19	0
lncRNA_9628	NC_058079.1	12228723	12229077	+	355	0	0	0	0	19
lncRNA_9629	NC_058079.1	12249043	12249399	+	357	11	5	6	6	2
lncRNA_9630	NC_058079.1	12304552	12305132	+	581	28	0	100	2	124
lncRNA_9631	NC_058079.1	12349515	12349887	+	373	31	9	54	24	248
lncRNA_9632	NC_058079.1	12351221	12351585	+	365	0	0	24	2	10
lncRNA_9633	NC_058079.1	12372684	12373004	+	321	11	0	0	23	0
lncRNA_9634	NC_058079.1	12389900	12391190	+	1291	9	1	79	20	122
lncRNA_9635	NC_058079.1	12392653	12393256	+	604	21	0	0	0	38
lncRNA_9636	NC_058079.1	12393563	12393793	+	231	3	7	0	19	6
lncRNA_9637	NC_058079.1	12421246	12421571	+	326	32	0	9	3	28
lncRNA_9638	NC_058079.1	12458419	12459205	+	787	18	5	22	0	70
lncRNA_9639	NC_058079.1	12459537	12459846	+	310	23	0	0	0	4
lncRNA_9640	NC_058079.1	12461995	12462251	+	257	8	14	0	0	1
lncRNA_9641	NC_058079.1	12479893	12480418	+	526	24	0	28	0	38
lncRNA_9642	NC_058079.1	12498371	12498608	+	238	0	0	0	0	23
lncRNA_9643	NC_058079.1	12524379	12524792	+	414	22	24	0	4	0
lncRNA_9644	NC_058079.1	12529462	12529748	+	287	10	0	4	0	79
lncRNA_9645	NC_058079.1	12547011	12547497	+	487	0	0	14	0	48
lncRNA_9646	NC_058079.1	12557552	12558352	+	801	0	0	9	1	103
lncRNA_9647	NC_058079.1	12589796	12590544	+	749	0	4	0	0	167
lncRNA_9648	NC_058079.1	12593487	12594062	+	576	0	0	0	0	45
lncRNA_9649	NC_058079.1	12597518	12597762	+	245	0	0	0	31	0
lncRNA_9650	NC_058079.1	12609933	12610398	+	466	0	0	0	0	0
lncRNA_9651	NC_058079.1	12617896	12618248	+	353	0	3	0	23	2
lncRNA_9652	NC_058079.1	12619219	12619734	+	516	3	8	22	25	2
lncRNA_9653	NC_058079.1	12622372	12623056	+	685	3	17	18	43	26
lncRNA_9654	NC_058079.1	12624408	12624632	+	225	0	3	14	4	13
lncRNA_9655	NC_058079.1	12627261	12627752	+	492	2	0	0	37	16
lncRNA_9656	NC_058079.1	12637401	12638236	+	836	57	2	0	23	139
lncRNA_9657	NC_058079.1	12641423	12641635	+	213	5	33	0	19	4
lncRNA_9658	NC_058079.1	12667121	12667979	+	859	19	28	17	66	5
lncRNA_9659	NC_058079.1	12726770	12727157	+	388	599	0	16	326	8
lncRNA_9660	NC_058079.1	12832859	12833676	+	818	7	0	30	19	300
lncRNA_9661	NC_058079.1	12833881	12834166	+	286	0	0	0	0	25
lncRNA_9662	NC_058079.1	12855141	12855422	+	282	2	0	0	9	0
lncRNA_9663	NC_058079.1	12859318	12859677	+	360	0	0	15	0	0
lncRNA_9664	NC_058079.1	12871927	12872207	+	281	0	0	3	0	19
lncRNA_9665	NC_058079.1	13055557	13055944	+	388	9	8	0	0	29
lncRNA_9666	NC_058079.1	13066334	13066629	+	296	30	2	2	14	141
lncRNA_9667	NC_058079.1	13074424	13074748	+	325	0	0	2	0	36
lncRNA_9668	NC_058079.1	13082462	13082667	+	206	10	0	43	8	22
lncRNA_9669	NC_058079.1	13107371	13108137	+	767	32	5	9	24	105
lncRNA_9670	NC_058079.1	13110319	13111373	+	1055	13	10	41	0	118
lncRNA_9671	NC_058079.1	13161121	13162554	+	1434	30	8	19	7	74
lncRNA_9672	NC_058079.1	13208970	13209178	+	209	0	2	0	11	16
lncRNA_9673	NC_058079.1	13237076	13237345	+	270	1	0	0	0	35
lncRNA_9674	NC_058079.1	13261321	13261587	+	267	0	5	33	2	203
lncRNA_9675	NC_058079.1	13270871	13271216	+	346	1	0	0	0	8
lncRNA_9676	NC_058079.1	13282050	13282259	+	210	10	0	7	0	28
lncRNA_9677	NC_058079.1	13322453	13322958	+	506	1	0	18	31	0
lncRNA_9678	NC_058079.1	13323509	13323906	+	398	0	0	0	17	17
lncRNA_9679	NC_058079.1	13324310	13325181	+	872	77	17	106	62	417
lncRNA_9680	NC_058079.1	13430657	13430893	+	237	17	10	0	0	26
lncRNA_9681	NC_058079.1	13500395	13500963	+	569	3	0	15	12	1
lncRNA_9682	NC_058079.1	13526790	13527003	+	214	0	0	0	0	11
lncRNA_9683	NC_058079.1	13549639	13549956	+	318	24	2	26	0	16
lncRNA_9684	NC_058079.1	13564072	13564955	+	884	94	11	33	0	37
lncRNA_9685	NC_058079.1	13580596	13580803	+	208	8	2	1	10	20
lncRNA_9686	NC_058079.1	13583550	13583906	+	357	1	1	0	26	13
lncRNA_9687	NC_058079.1	13591712	13592309	+	598	12	0	18	11	75
lncRNA_9688	NC_058079.1	13640713	13641443	+	731	246	170	188	7	82
lncRNA_9689	NC_058079.1	13680455	13680801	+	347	25	2	18	0	30
lncRNA_9690	NC_058079.1	13711469	13711683	+	215	4	6	1	0	4
lncRNA_9691	NC_058079.1	13734984	13735584	+	601	36	32	36	0	126
lncRNA_9692	NC_058079.1	13759414	13760642	+	1229	13	0	43	190	35
lncRNA_9693	NC_058079.1	13760957	13761445	+	489	13	12	36	24	47
lncRNA_9694	NC_058079.1	13764793	13765149	+	357	12	0	7	0	10
lncRNA_9695	NC_058079.1	13790264	13790502	+	239	0	0	8	0	27
lncRNA_9696	NC_058079.1	13791310	13791636	+	327	3	3	11	6	18
lncRNA_9697	NC_058079.1	13807015	13807374	+	360	27	13	0	39	4
lncRNA_9698	NC_058079.1	13807618	13807921	+	304	7	0	0	18	8
lncRNA_9699	NC_058079.1	13810078	13810425	+	348	18	14	1	0	13
lncRNA_9700	NC_058079.1	14096852	14097311	+	460	8	0	7	3	32
lncRNA_9701	NC_058079.1	14224378	14224588	+	211	0	0	5	0	31
lncRNA_9702	NC_058079.1	14328366	14328812	+	447	13	8	16	11	8
lncRNA_9703	NC_058079.1	14569622	14569977	+	356	22	1	0	0	13
lncRNA_9704	NC_058079.1	14570644	14571124	+	481	14	10	7	0	33
lncRNA_9705	NC_058079.1	14649077	14649284	+	208	0	0	70	7	7
lncRNA_9706	NC_058079.1	14706098	14706605	+	508	0	20	0	113	6
lncRNA_9707	NC_058079.1	14901247	14902136	+	890	4	0	24	0	92
lncRNA_9708	NC_058079.1	14914040	14914371	+	332	0	0	18	0	0
lncRNA_9709	NC_058079.1	15047098	15047366	+	269	16	0	0	0	0
lncRNA_9710	NC_058079.1	15660106	15660575	+	470	3	38	4	0	14
lncRNA_9711	NC_058079.1	15660876	15661109	+	234	0	3	1	2	15
lncRNA_9712	NC_058079.1	16308874	16310234	+	1361	54	113	60	18	14
lncRNA_9713	NC_058079.1	16478497	16478759	+	263	42	4	20	3	69
lncRNA_9714	NC_058079.1	16616882	16617230	+	349	0	2	2	0	29
lncRNA_9715	NC_058079.1	16658839	16659436	+	598	4	0	31	16	60
lncRNA_9716	NC_058079.1	16660860	16661795	+	936	4	2	33	11	50
lncRNA_9717	NC_058079.1	16679528	16679868	+	341	26	0	0	0	4
lncRNA_9718	NC_058079.1	17100325	17100615	+	291	14	4	14	21	12
lncRNA_9719	NW_025322615.1	15738	16011	+	274	2	0	0	0	19
lncRNA_9720	NW_025322615.1	295063	295535	+	473	3	4	0	42	20
lncRNA_9721	NW_025322615.1	889684	892991	+	3308	0	13	0	0	4
lncRNA_9722	NW_025322615.1	891086	899958	+	8873	18	28	23	0	1
lncRNA_9723	NW_025322615.1	1254954	1255936	+	983	1	18	37	45	37
lncRNA_9724	NW_025322615.1	1293411	1294806	+	1396	34	123	17	20	24
lncRNA_9725	NW_025322615.1	1597763	1598824	+	1062	54	19	24	47	18
lncRNA_9726	NW_025322615.1	2053437	2070313	+	16877	0	0	0	0	0
lncRNA_9727	NW_025322615.1	2053447	2064621	+	11175	0	0	0	0	0
lncRNA_9728	NW_025322615.1	2053458	2073110	+	19653	0	0	0	0	0
lncRNA_9729	NW_025322615.1	2053467	2073084	+	19618	0	0	0	0	0
lncRNA_9730	NW_025322615.1	303268	304270	+	1003	10	39	0	23	6
lncRNA_9731	NW_025322615.1	444661	445468	+	808	8	0	18	5	7
lncRNA_9732	NW_025322615.1	451285	453254	+	1970	423	226	291	291	282
lncRNA_9733	NW_025322615.1	681282	682374	+	1093	4	32	0	138	56
lncRNA_9734	NW_025322615.1	703466	704787	+	1322	2	10	44	1009	88
lncRNA_9735	NW_025322615.1	807867	811791	+	3925	0	0	0	0	0
lncRNA_9736	NW_025322615.1	807873	811791	+	3919	0	0	0	0	0
lncRNA_9737	NW_025322615.1	1030697	1031289	+	593	2	0	0	0	73
lncRNA_9738	NW_025322615.1	1049805	1050122	+	318	234	278	228	233	246
lncRNA_9739	NW_025322615.1	1212271	1212707	+	437	30	0	9	0	2
lncRNA_9740	NW_025322615.1	2018901	2019801	+	901	68	45	0	3	7
lncRNA_9741	NW_025322615.1	1858	2279	+	422	20	3	43	9	51
lncRNA_9742	NW_025322615.1	5674	6197	+	524	1	0	0	0	39
lncRNA_9743	NW_025322615.1	7185	7507	+	323	3	0	0	0	184
lncRNA_9744	NW_025322615.1	11486	11869	+	384	13	0	0	0	44
lncRNA_9745	NW_025322615.1	13619	14773	+	1155	267	5	4	110	236
lncRNA_9746	NW_025322615.1	21470	21696	+	227	8	0	0	0	16
lncRNA_9747	NW_025322615.1	24351	25128	+	778	8	61	14	0	123
lncRNA_9748	NW_025322615.1	27575	28269	+	695	20	2	0	0	100
lncRNA_9749	NW_025322615.1	29774	30429	+	656	80	17	51	73	30
lncRNA_9750	NW_025322615.1	32657	33236	+	580	23	0	0	0	59
lncRNA_9751	NW_025322615.1	33755	35171	+	1417	36	0	0	0	191
lncRNA_9752	NW_025322615.1	35879	36619	+	741	20	0	0	0	96
lncRNA_9753	NW_025322615.1	39908	40182	+	275	3	1	9	4	16
lncRNA_9754	NW_025322615.1	59322	59754	+	433	0	0	0	0	22
lncRNA_9755	NW_025322615.1	73906	74395	+	490	7	0	0	0	32
lncRNA_9756	NW_025322615.1	78837	79226	+	390	32	7	2	41	22
lncRNA_9757	NW_025322615.1	79786	80094	+	309	2	0	5	1	17
lncRNA_9758	NW_025322615.1	80386	80952	+	567	66	11	12	13	0
lncRNA_9759	NW_025322615.1	110978	111295	+	318	6	0	0	0	46
lncRNA_9760	NW_025322615.1	120552	121523	+	972	52	35	13	14	5
lncRNA_9761	NW_025322615.1	147944	148252	+	309	23	1	4	1	10
lncRNA_9762	NW_025322615.1	170332	170569	+	238	15	0	3	0	0
lncRNA_9763	NW_025322615.1	282269	282498	+	230	20	0	0	0	0
lncRNA_9764	NW_025322615.1	378030	378301	+	272	6	3	2	9	13
lncRNA_9765	NW_025322615.1	385867	388161	+	2295	83	34	133	16	209
lncRNA_9766	NW_025322615.1	461735	462135	+	401	0	0	12	0	20
lncRNA_9767	NW_025322615.1	466695	467178	+	484	0	0	16	2	0
lncRNA_9768	NW_025322615.1	482660	482898	+	239	0	0	0	0	31
lncRNA_9769	NW_025322615.1	492649	492863	+	215	41	1	57	64	73
lncRNA_9770	NW_025322615.1	682627	683811	+	1185	0	32	57	2	195
lncRNA_9771	NW_025322615.1	686620	687020	+	401	32	0	29	23	1
lncRNA_9772	NW_025322615.1	696546	697820	+	1275	57	81	42	1	27
lncRNA_9773	NW_025322615.1	701507	702517	+	1011	138	54	12	16	18
lncRNA_9774	NW_025322615.1	713084	713447	+	364	0	0	6	0	18
lncRNA_9775	NW_025322615.1	721581	722524	+	944	4	36	6	0	56
lncRNA_9776	NW_025322615.1	723250	723572	+	323	23	22	89	63	18
lncRNA_9777	NW_025322615.1	725147	725827	+	681	5	30	2	3	56
lncRNA_9778	NW_025322615.1	727556	727835	+	280	0	0	0	0	24
lncRNA_9779	NW_025322615.1	815385	815754	+	370	4	7	4	1	27
lncRNA_9780	NW_025322615.1	832636	832905	+	270	0	18	0	1	0
lncRNA_9781	NW_025322615.1	891722	891999	+	278	0	0	0	0	0
lncRNA_9782	NW_025322615.1	905206	905425	+	220	0	0	0	0	11
lncRNA_9783	NW_025322615.1	915045	915370	+	326	0	1	0	13	7
lncRNA_9784	NW_025322615.1	917129	917376	+	248	3	0	2	6	10
lncRNA_9785	NW_025322615.1	920640	921039	+	400	3	1	5	2	37
lncRNA_9786	NW_025322615.1	921784	922096	+	313	81	1	9	6	3
lncRNA_9787	NW_025322615.1	933871	934094	+	224	25	0	0	0	0
lncRNA_9788	NW_025322615.1	974711	975183	+	473	119	17	16	107	17
lncRNA_9789	NW_025322615.1	982963	983231	+	269	22	25	15	28	62
lncRNA_9790	NW_025322615.1	995035	996181	+	1147	6	36	1	18	9
lncRNA_9791	NW_025322615.1	1001268	1001554	+	287	3	0	5	0	5
lncRNA_9792	NW_025322615.1	1023011	1023452	+	442	7	0	0	0	23
lncRNA_9793	NW_025322615.1	1032167	1032570	+	404	0	0	0	0	30
lncRNA_9794	NW_025322615.1	1039393	1039595	+	203	1	0	6	0	15
lncRNA_9795	NW_025322615.1	1041411	1042022	+	612	23	13	13	29	28
lncRNA_9796	NW_025322615.1	1065389	1065622	+	234	0	0	0	0	53
lncRNA_9797	NW_025322615.1	1174618	1174870	+	253	0	1	0	0	4
lncRNA_9798	NW_025322615.1	1177415	1177727	+	313	5	0	1	5	4
lncRNA_9799	NW_025322615.1	1194841	1195484	+	644	330	3	249	522	565
lncRNA_9800	NW_025322615.1	1195838	1196074	+	237	4	0	0	14	0
lncRNA_9801	NW_025322615.1	1198775	1199528	+	754	52	0	1	8	161
lncRNA_9802	NW_025322615.1	1201959	1202165	+	207	4	0	1	2	30
lncRNA_9803	NW_025322615.1	1206860	1207227	+	368	29	0	0	2	1
lncRNA_9804	NW_025322615.1	1214990	1215352	+	363	32	0	0	15	55
lncRNA_9805	NW_025322615.1	1240910	1241786	+	877	29	9	28	50	56
lncRNA_9806	NW_025322615.1	1252858	1253321	+	464	2	0	22	0	1
lncRNA_9807	NW_025322615.1	1253622	1253853	+	232	12	10	13	6	0
lncRNA_9808	NW_025322615.1	1298703	1298953	+	251	22	0	0	0	6
lncRNA_9809	NW_025322615.1	1334346	1334738	+	393	2	0	0	0	20
lncRNA_9810	NW_025322615.1	1335423	1335961	+	539	17	5	50	4	17
lncRNA_9811	NW_025322615.1	1340404	1340730	+	327	0	2	3	0	2
lncRNA_9812	NW_025322615.1	1371469	1371743	+	275	0	1	16	0	4
lncRNA_9813	NW_025322615.1	1373995	1374381	+	387	3	0	8	0	25
lncRNA_9814	NW_025322615.1	1382030	1382262	+	233	22	0	9	0	27
lncRNA_9815	NW_025322615.1	1389530	1389827	+	298	0	0	14	0	11
lncRNA_9816	NW_025322615.1	1395158	1395542	+	385	0	10	2	11	4
lncRNA_9817	NW_025322615.1	1484062	1487995	+	3934	161	106	130	96	540
lncRNA_9818	NW_025322615.1	1489266	1489481	+	216	11	2	3	0	2
lncRNA_9819	NW_025322615.1	1498150	1498383	+	234	24	0	5	0	7
lncRNA_9820	NW_025322615.1	1520249	1520534	+	286	0	53	0	0	4
lncRNA_9821	NW_025322615.1	1520851	1522082	+	1232	18	10	49	17	158
lncRNA_9822	NW_025322615.1	1866540	1867545	+	1006	11	2	66	15	13
lncRNA_9823	NW_025322615.1	1902964	1903220	+	257	2	0	0	6	10
lncRNA_9824	NW_025322615.1	1907041	1907320	+	280	6	0	0	0	23
