Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000012:9808305-9808733	Cluster_3753	N	0	1	88	0	0
Pocillopora_meandrina_HIv1___Sc0000012:9831017-9831446	Cluster_3754	N	100	4	31	41	11
Pocillopora_meandrina_HIv1___Sc0000012:9836384-9837012	Cluster_3755	N	18	3	9	328	7
Pocillopora_meandrina_HIv1___Sc0000012:9890862-9891282	Cluster_3756	N	1	72	12	2	0
Pocillopora_meandrina_HIv1___Sc0000012:9922141-9922628	Cluster_3757	N	193	125	52	229	82
Pocillopora_meandrina_HIv1___Sc0000012:9958130-9958557	Cluster_3758	N	0	19	131	14	3
Pocillopora_meandrina_HIv1___Sc0000012:9964596-9965831	Cluster_3759	N	49	12	6900	21	187
Pocillopora_meandrina_HIv1___Sc0000012:9966705-9967134	Cluster_3760	N	6	4	414	4	20
Pocillopora_meandrina_HIv1___Sc0000013:247172-247662	Cluster_3761	N	87	74	259	96	79
Pocillopora_meandrina_HIv1___Sc0000013:249636-250051	Cluster_3762	N	39	18	16	17	22
Pocillopora_meandrina_HIv1___Sc0000013:250128-251251	Cluster_3763	N	127	74	121	182	74
Pocillopora_meandrina_HIv1___Sc0000013:251265-252162	Cluster_3764	N	320	32	149	249	69
Pocillopora_meandrina_HIv1___Sc0000013:338858-339285	Cluster_3765	N	109	0	0	36	0
Pocillopora_meandrina_HIv1___Sc0000013:347884-350366	Cluster_3766	N	1727	697	1917	444	262
Pocillopora_meandrina_HIv1___Sc0000013:474790-475215	Cluster_3767	N	5	31	5	2	126
Pocillopora_meandrina_HIv1___Sc0000013:560422-560849	Cluster_3768	N	2	46	0	561	0
Pocillopora_meandrina_HIv1___Sc0000013:742806-743235	Cluster_3769	N	146	70	191	14	18
Pocillopora_meandrina_HIv1___Sc0000013:743991-744451	Cluster_3770	N	1174	93	42	209	97
Pocillopora_meandrina_HIv1___Sc0000013:744782-746779	Cluster_3771	N	868	504	2470	1051	457
Pocillopora_meandrina_HIv1___Sc0000013:746786-747213	Cluster_3772	N	143	56	59	106	8
Pocillopora_meandrina_HIv1___Sc0000013:747331-747757	Cluster_3773	N	56	16	60	62	11
Pocillopora_meandrina_HIv1___Sc0000013:747773-748277	Cluster_3774	N	86	28	250	326	17
Pocillopora_meandrina_HIv1___Sc0000013:748490-749664	Cluster_3775	N	450	80	155	387	52
Pocillopora_meandrina_HIv1___Sc0000013:922124-922918	Cluster_3776	N	158	0	8	90	2
Pocillopora_meandrina_HIv1___Sc0000013:1574801-1575213	Cluster_3777	N	79	61	12	23	0
Pocillopora_meandrina_HIv1___Sc0000013:1671541-1672316	Cluster_3778	N	94	41	109	10	2
Pocillopora_meandrina_HIv1___Sc0000013:1700374-1701707	Cluster_3779	N	1406	811	1979	1496	765
Pocillopora_meandrina_HIv1___Sc0000013:1702155-1702858	Cluster_3780	N	304	17	38	350	313
Pocillopora_meandrina_HIv1___Sc0000013:1702993-1704979	Cluster_3781	N	465	56	1125	781	338
Pocillopora_meandrina_HIv1___Sc0000013:1705053-1705652	Cluster_3782	N	274	154	557	512	165
Pocillopora_meandrina_HIv1___Sc0000013:1714408-1714827	Cluster_3783	N	107	14	111	13	13
Pocillopora_meandrina_HIv1___Sc0000013:1869675-1870100	Cluster_3784	N	8	4	101	58	15
Pocillopora_meandrina_HIv1___Sc0000013:1870222-1870651	Cluster_3785	N	55	17	199	140	7
Pocillopora_meandrina_HIv1___Sc0000013:1924250-1925026	Cluster_3786	N	97	21	102	5	1
Pocillopora_meandrina_HIv1___Sc0000013:2014873-2016892	Cluster_3787	N	209	1130	1521	4	369
Pocillopora_meandrina_HIv1___Sc0000013:2017862-2019125	Cluster_3788	N	32	32	991	251	198
Pocillopora_meandrina_HIv1___Sc0000013:2019206-2019650	Cluster_3789	N	36	9	608	7	189
Pocillopora_meandrina_HIv1___Sc0000013:2585014-2585433	Cluster_3790	N	17	5	2	53	0
Pocillopora_meandrina_HIv1___Sc0000013:2586733-2587160	Cluster_3791	N	93	49	27	6	2
Pocillopora_meandrina_HIv1___Sc0000013:2639722-2640750	Cluster_3792	N	790	265	389	751	188
Pocillopora_meandrina_HIv1___Sc0000013:2641296-2642053	Cluster_3793	N	373	109	85	83	58
Pocillopora_meandrina_HIv1___Sc0000013:2949719-2950629	Cluster_3794	N	18	32	267	164	14
Pocillopora_meandrina_HIv1___Sc0000013:2953747-2954523	Cluster_3795	N	87	25	98	4	0
Pocillopora_meandrina_HIv1___Sc0000013:3143644-3144540	Cluster_3796	N	345	304	667	530	9
Pocillopora_meandrina_HIv1___Sc0000013:3145050-3146621	Cluster_3797	N	521	300	743	631	24
Pocillopora_meandrina_HIv1___Sc0000013:3236496-3236922	Cluster_3798	N	8	18	109	6	20
Pocillopora_meandrina_HIv1___Sc0000013:3300861-3301290	Cluster_3799	N	118	5	76	366	44
Pocillopora_meandrina_HIv1___Sc0000013:3301411-3301941	Cluster_3800	N	199	1	140	284	48
Pocillopora_meandrina_HIv1___Sc0000013:3303861-3304796	Cluster_3801	N	60	10	175	306	47
Pocillopora_meandrina_HIv1___Sc0000013:3304809-3305374	Cluster_3802	N	543	16	214	2487	186
Pocillopora_meandrina_HIv1___Sc0000013:3318557-3319049	Cluster_3803	N	150	41	178	75	52
Pocillopora_meandrina_HIv1___Sc0000013:3319168-3320243	Cluster_3804	N	1294	90	875	383	709
Pocillopora_meandrina_HIv1___Sc0000013:3320297-3321342	Cluster_3805	N	218	168	245	247	103
Pocillopora_meandrina_HIv1___Sc0000013:3321678-3322080	Cluster_3806	N	191	1	38	21	8
Pocillopora_meandrina_HIv1___Sc0000013:3322344-3323396	Cluster_3807	N	153	17	221	134	82
Pocillopora_meandrina_HIv1___Sc0000013:3323431-3324524	Cluster_3808	N	397	64	424	91	143
Pocillopora_meandrina_HIv1___Sc0000013:3417712-3418164	Cluster_3809	N	4	50	16	168	0
Pocillopora_meandrina_HIv1___Sc0000013:3418321-3418805	Cluster_3810	N	48	54	106	124	3
Pocillopora_meandrina_HIv1___Sc0000013:3419082-3421738	Cluster_3811	N	829	605	984	1968	95
Pocillopora_meandrina_HIv1___Sc0000013:3421762-3422943	Cluster_3812	N	395	135	349	546	65
Pocillopora_meandrina_HIv1___Sc0000013:3423867-3424974	Cluster_3813	N	198	430	150	493	105
Pocillopora_meandrina_HIv1___Sc0000013:3639403-3640179	Cluster_3814	N	122	21	100	7	159
Pocillopora_meandrina_HIv1___Sc0000013:3889072-3889786	Cluster_3815	N	3	76	4	273	2
Pocillopora_meandrina_HIv1___Sc0000013:4059763-4060364	Cluster_3816	N	536	61	264	15	61
Pocillopora_meandrina_HIv1___Sc0000013:4060437-4061315	Cluster_3817	N	530	66	175	21	140
Pocillopora_meandrina_HIv1___Sc0000013:4061691-4062571	Cluster_3818	N	646	62	257	20	208
Pocillopora_meandrina_HIv1___Sc0000013:4062973-4063459	Cluster_3819	N	365	30	66	7	60
Pocillopora_meandrina_HIv1___Sc0000013:4081126-4081571	Cluster_3820	N	14	2	380	160	3
Pocillopora_meandrina_HIv1___Sc0000013:4113474-4113899	Cluster_3821	N	0	10	1	54	28
Pocillopora_meandrina_HIv1___Sc0000013:4115225-4115648	Cluster_3822	N	156	1	15	0	0
Pocillopora_meandrina_HIv1___Sc0000013:4150193-4150672	Cluster_3823	N	780	80	53	721	116
Pocillopora_meandrina_HIv1___Sc0000013:4150722-4151147	Cluster_3824	N	33	24	2	82	16
Pocillopora_meandrina_HIv1___Sc0000013:4151796-4152224	Cluster_3825	N	130	28	1	3	0
Pocillopora_meandrina_HIv1___Sc0000013:4157441-4157851	Cluster_3826	N	46	26	24	1	1
Pocillopora_meandrina_HIv1___Sc0000013:4160208-4160634	Cluster_3827	N	83	32	62	5	1
Pocillopora_meandrina_HIv1___Sc0000013:4178116-4178583	Cluster_3828	N	3	1	7	506	3
Pocillopora_meandrina_HIv1___Sc0000013:4188955-4190082	Cluster_3829	N	21	40	245	291	19
Pocillopora_meandrina_HIv1___Sc0000013:4192997-4193773	Cluster_3830	N	118	22	125	3	1
Pocillopora_meandrina_HIv1___Sc0000013:4470522-4471298	Cluster_3831	N	105	36	120	4	0
Pocillopora_meandrina_HIv1___Sc0000013:4504525-4504942	Cluster_3832	N	58	14	62	12	1
Pocillopora_meandrina_HIv1___Sc0000013:4609215-4609720	Cluster_3833	N	68	20	145	111	67
Pocillopora_meandrina_HIv1___Sc0000013:4609804-4610233	Cluster_3834	N	209	0	0	201	0
Pocillopora_meandrina_HIv1___Sc0000013:4811421-4811847	Cluster_3835	N	50	19	2	89	12
Pocillopora_meandrina_HIv1___Sc0000013:4816264-4816691	Cluster_3836	N	0	0	120	133	0
Pocillopora_meandrina_HIv1___Sc0000013:4860236-4860664	Cluster_3837	N	78	10	38	58	21
Pocillopora_meandrina_HIv1___Sc0000013:5103387-5104123	Cluster_3838	N	784	374	1407	1315	66
Pocillopora_meandrina_HIv1___Sc0000013:5105247-5106448	Cluster_3839	N	827	211	842	758	131
Pocillopora_meandrina_HIv1___Sc0000013:5107643-5109614	Cluster_3840	N	2337	737	1682	679	208
Pocillopora_meandrina_HIv1___Sc0000013:5110149-5110886	Cluster_3841	N	92	8	178	29	5
Pocillopora_meandrina_HIv1___Sc0000013:5111128-5111556	Cluster_3842	N	134	36	190	186	14
Pocillopora_meandrina_HIv1___Sc0000013:5111652-5112680	Cluster_3843	N	741	427	1682	1295	159
Pocillopora_meandrina_HIv1___Sc0000013:5112751-5113300	Cluster_3844	N	1255	284	1380	1195	146
Pocillopora_meandrina_HIv1___Sc0000013:5114630-5115060	Cluster_3845	N	797	22	1	1	53
Pocillopora_meandrina_HIv1___Sc0000013:5116587-5118347	Cluster_3846	N	1561	447	8	2	281
Pocillopora_meandrina_HIv1___Sc0000013:5118827-5119253	Cluster_3847	N	93	33	0	1	14
Pocillopora_meandrina_HIv1___Sc0000013:5119308-5120041	Cluster_3848	N	448	547	3	1	125
Pocillopora_meandrina_HIv1___Sc0000013:5193170-5194947	Cluster_3849	N	720	455	755	667	249
Pocillopora_meandrina_HIv1___Sc0000013:5199542-5200166	Cluster_3850	N	32	20	335	576	5
Pocillopora_meandrina_HIv1___Sc0000013:5200187-5200864	Cluster_3851	N	38	20	234	294	17
Pocillopora_meandrina_HIv1___Sc0000013:5201147-5201896	Cluster_3852	N	20	24	422	312	4
Pocillopora_meandrina_HIv1___Sc0000013:5203239-5204089	Cluster_3853	N	298	366	511	412	7
Pocillopora_meandrina_HIv1___Sc0000013:5204656-5206216	Cluster_3854	N	492	460	611	447	16
Pocillopora_meandrina_HIv1___Sc0000013:5206475-5207150	Cluster_3855	N	2156	666	2150	2398	566
Pocillopora_meandrina_HIv1___Sc0000013:5207204-5208976	Cluster_3856	N	2862	1110	2254	2508	580
Pocillopora_meandrina_HIv1___Sc0000013:5212065-5212493	Cluster_3857	N	76	2	18	2	6
Pocillopora_meandrina_HIv1___Sc0000013:5216419-5216850	Cluster_3858	N	2	17	1	110	264
Pocillopora_meandrina_HIv1___Sc0000013:5221124-5221549	Cluster_3859	N	0	1	112	19	3
Pocillopora_meandrina_HIv1___Sc0000013:5484731-5485161	Cluster_3860	N	13	70	14	43	78
Pocillopora_meandrina_HIv1___Sc0000013:5492193-5492621	Cluster_3861	N	11	3	1	172	1
Pocillopora_meandrina_HIv1___Sc0000013:5492633-5493056	Cluster_3862	N	7	0	1	148	1
Pocillopora_meandrina_HIv1___Sc0000013:5580444-5580871	Cluster_3863	N	0	5	0	99	0
Pocillopora_meandrina_HIv1___Sc0000013:5586524-5587233	Cluster_3864	N	145	45	124	108	39
Pocillopora_meandrina_HIv1___Sc0000013:5587540-5588626	Cluster_3865	N	923	37	623	1840	276
Pocillopora_meandrina_HIv1___Sc0000013:5588764-5590015	Cluster_3866	N	443	3	179	931	145
Pocillopora_meandrina_HIv1___Sc0000013:5590761-5592015	Cluster_3867	N	78	8	104	1139	51
Pocillopora_meandrina_HIv1___Sc0000013:5595130-5595558	Cluster_3868	N	46	62	41	104	54
Pocillopora_meandrina_HIv1___Sc0000013:5595910-5596340	Cluster_3869	N	1088	0	3	3	6
Pocillopora_meandrina_HIv1___Sc0000013:5596710-5597139	Cluster_3870	N	34	6	344	21	15
Pocillopora_meandrina_HIv1___Sc0000013:5735573-5736001	Cluster_3871	N	48	49	86	52	0
Pocillopora_meandrina_HIv1___Sc0000013:5934942-5935367	Cluster_3872	N	63	9	36	4	0
Pocillopora_meandrina_HIv1___Sc0000013:5936944-5937374	Cluster_3873	N	130	43	43	8	1
Pocillopora_meandrina_HIv1___Sc0000013:6078488-6078915	Cluster_3874	N	3	18	92	1	8
Pocillopora_meandrina_HIv1___Sc0000013:6097078-6097495	Cluster_3875	N	6	61	35	307	782
Pocillopora_meandrina_HIv1___Sc0000013:6278312-6278738	Cluster_3876	N	19	0	3	97	9
Pocillopora_meandrina_HIv1___Sc0000013:6284962-6285389	Cluster_3877	N	8	3	1	119	4
Pocillopora_meandrina_HIv1___Sc0000013:6305354-6305781	Cluster_3878	N	0	4	1	101	0
Pocillopora_meandrina_HIv1___Sc0000013:6319583-6320179	Cluster_3879	N	1269	546	1505	1240	1123
Pocillopora_meandrina_HIv1___Sc0000013:6764524-6764941	Cluster_3880	N	29	7	22	35	12
Pocillopora_meandrina_HIv1___Sc0000013:6783062-6783548	Cluster_3881	N	10	5	4	143	6
Pocillopora_meandrina_HIv1___Sc0000013:6788017-6792416	Cluster_3882	N	1373	3585	4636	4440	745
Pocillopora_meandrina_HIv1___Sc0000013:6839929-6840346	Cluster_3883	N	96	0	1	53	0
Pocillopora_meandrina_HIv1___Sc0000013:6869967-6870391	Cluster_3884	N	77	5	4	167	34
Pocillopora_meandrina_HIv1___Sc0000013:7305232-7305828	Cluster_3885	N	1246	524	1570	1215	1148
Pocillopora_meandrina_HIv1___Sc0000013:7340257-7341730	Cluster_3886	N	102	37	225	469	138
Pocillopora_meandrina_HIv1___Sc0000013:7341786-7342214	Cluster_3887	N	4	1	26	237	46
Pocillopora_meandrina_HIv1___Sc0000013:7345946-7346369	Cluster_3888	N	3	1	29	13	104
Pocillopora_meandrina_HIv1___Sc0000013:7347540-7348292	Cluster_3889	N	64	4	37	244	390
Pocillopora_meandrina_HIv1___Sc0000013:7348557-7349496	Cluster_3890	N	302	43	92	353	348
Pocillopora_meandrina_HIv1___Sc0000013:7352066-7352496	Cluster_3891	N	5	12	9	707	93
Pocillopora_meandrina_HIv1___Sc0000013:7354771-7355198	Cluster_3892	N	15	16	24	83	38
Pocillopora_meandrina_HIv1___Sc0000013:7362821-7363225	Cluster_3893	N	12	7	17	20	15
Pocillopora_meandrina_HIv1___Sc0000013:7379717-7380725	Cluster_3894	N	586	215	426	289	299
Pocillopora_meandrina_HIv1___Sc0000013:7384433-7384855	Cluster_3895	N	40	6	42	2	0
Pocillopora_meandrina_HIv1___Sc0000013:7386581-7387009	Cluster_3896	N	43	38	104	88	25
Pocillopora_meandrina_HIv1___Sc0000013:7398727-7400680	Cluster_3897	N	1316	590	1199	1632	461
Pocillopora_meandrina_HIv1___Sc0000013:7400687-7401215	Cluster_3898	N	116	52	59	120	16
Pocillopora_meandrina_HIv1___Sc0000013:7401232-7401658	Cluster_3899	N	28	22	65	68	11
Pocillopora_meandrina_HIv1___Sc0000013:7401674-7402105	Cluster_3900	N	97	17	72	289	22
Pocillopora_meandrina_HIv1___Sc0000013:7402391-7403566	Cluster_3901	N	222	65	156	437	47
Pocillopora_meandrina_HIv1___Sc0000013:7406044-7406903	Cluster_3902	N	97	12	43	1271	187
Pocillopora_meandrina_HIv1___Sc0000013:7421857-7422707	Cluster_3903	N	317	285	473	326	16
Pocillopora_meandrina_HIv1___Sc0000013:7423262-7425037	Cluster_3904	N	903	270	877	563	32
Pocillopora_meandrina_HIv1___Sc0000013:7430118-7430544	Cluster_3905	N	53	34	18	12	8
Pocillopora_meandrina_HIv1___Sc0000013:7431062-7432829	Cluster_3906	N	6210	3771	3807	7518	1394
Pocillopora_meandrina_HIv1___Sc0000013:7433202-7433630	Cluster_3907	N	193	101	7	7	53
Pocillopora_meandrina_HIv1___Sc0000013:7433650-7435148	Cluster_3908	N	820	377	75	85	67
Pocillopora_meandrina_HIv1___Sc0000013:7436254-7436878	Cluster_3909	N	39	16	366	569	7
Pocillopora_meandrina_HIv1___Sc0000013:7436899-7437564	Cluster_3910	N	32	19	254	275	12
Pocillopora_meandrina_HIv1___Sc0000013:7437859-7438607	Cluster_3911	N	18	18	404	314	5
Pocillopora_meandrina_HIv1___Sc0000013:7441299-7442030	Cluster_3912	N	171	46	95	75	54
Pocillopora_meandrina_HIv1___Sc0000013:7444686-7445113	Cluster_3913	N	77	4	4	2	3
Pocillopora_meandrina_HIv1___Sc0000013:7453585-7454507	Cluster_3914	N	919	571	1770	1268	937
Pocillopora_meandrina_HIv1___Sc0000013:7507701-7508131	Cluster_3915	N	38	127	144	7	3
Pocillopora_meandrina_HIv1___Sc0000013:7508147-7508574	Cluster_3916	N	50	89	99	2	2
Pocillopora_meandrina_HIv1___Sc0000013:7511230-7511659	Cluster_3917	N	0	0	0	83	1
Pocillopora_meandrina_HIv1___Sc0000013:7522996-7523424	Cluster_3918	N	79	7	31	62	20
Pocillopora_meandrina_HIv1___Sc0000013:7527066-7527697	Cluster_3919	N	110	4	166	26	4
Pocillopora_meandrina_HIv1___Sc0000013:7528338-7530310	Cluster_3920	N	2297	810	1725	666	248
Pocillopora_meandrina_HIv1___Sc0000013:7533025-7533812	Cluster_3921	N	33	236	29	445	5
Pocillopora_meandrina_HIv1___Sc0000013:7535004-7535413	Cluster_3922	N	25	19	112	14	13
Pocillopora_meandrina_HIv1___Sc0000013:7535593-7536021	Cluster_3923	N	3	3	342	4	21
Pocillopora_meandrina_HIv1___Sc0000013:7541850-7543172	Cluster_3924	N	71	33	610	840	21
Pocillopora_meandrina_HIv1___Sc0000013:7543455-7544206	Cluster_3925	N	19	14	411	355	3
Pocillopora_meandrina_HIv1___Sc0000013:7546244-7547421	Cluster_3926	N	1275	2521	2505	5419	765
Pocillopora_meandrina_HIv1___Sc0000013:7551768-7552195	Cluster_3927	N	1	1	3	193	2
Pocillopora_meandrina_HIv1___Sc0000013:7559048-7559474	Cluster_3928	N	63	20	37	143	29
Pocillopora_meandrina_HIv1___Sc0000013:7559613-7560998	Cluster_3929	N	1968	779	915	4947	444
Pocillopora_meandrina_HIv1___Sc0000013:7561746-7562427	Cluster_3930	N	919	2	86	478	3
Pocillopora_meandrina_HIv1___Sc0000013:7585879-7586309	Cluster_3931	N	42	250	126	803	126
Pocillopora_meandrina_HIv1___Sc0000013:7589860-7590544	Cluster_3932	N	168	8	138	334	29
Pocillopora_meandrina_HIv1___Sc0000013:7605446-7605875	Cluster_3933	N	132	3	3	22	22
Pocillopora_meandrina_HIv1___Sc0000013:7605908-7606438	Cluster_3934	N	241	6	4	325	8
Pocillopora_meandrina_HIv1___Sc0000013:7606713-7608654	Cluster_3935	N	1825	433	761	613	265
Pocillopora_meandrina_HIv1___Sc0000013:7611226-7612443	Cluster_3936	N	30	269	563	532	303
Pocillopora_meandrina_HIv1___Sc0000013:7615407-7615924	Cluster_3937	N	29	566	36	31	21
Pocillopora_meandrina_HIv1___Sc0000013:7616597-7617436	Cluster_3938	N	199	169	37	54	8
Pocillopora_meandrina_HIv1___Sc0000013:7617490-7618192	Cluster_3939	N	214	97	99	179	12
Pocillopora_meandrina_HIv1___Sc0000013:7622384-7623212	Cluster_3940	N	425	36	783	339	4
Pocillopora_meandrina_HIv1___Sc0000013:7624500-7625003	Cluster_3941	N	175	20	500	299	0
Pocillopora_meandrina_HIv1___Sc0000013:7625148-7625559	Cluster_3942	N	82	22	6	130	5
Pocillopora_meandrina_HIv1___Sc0000013:7636106-7636536	Cluster_3943	N	185	18	36	179	59
Pocillopora_meandrina_HIv1___Sc0000013:7637219-7638133	Cluster_3944	N	367	41	54	762	121
Pocillopora_meandrina_HIv1___Sc0000013:7639344-7639773	Cluster_3945	N	80	1	33	71	0
Pocillopora_meandrina_HIv1___Sc0000013:7644064-7644890	Cluster_3946	N	8	136	11	126	8
Pocillopora_meandrina_HIv1___Sc0000013:7647433-7648695	Cluster_3947	N	989	849	6965	2332	60
Pocillopora_meandrina_HIv1___Sc0000013:7757601-7758021	Cluster_3948	N	15	58	40	25	13
Pocillopora_meandrina_HIv1___Sc0000013:7936753-7937170	Cluster_3949	N	33	20	11	3	11
Pocillopora_meandrina_HIv1___Sc0000013:8128876-8129305	Cluster_3950	N	3	2	2	0	591
Pocillopora_meandrina_HIv1___Sc0000013:8130059-8130655	Cluster_3951	N	1258	539	1520	1230	1156
Pocillopora_meandrina_HIv1___Sc0000013:8200834-8201251	Cluster_3952	N	30	33	55	76	352
Pocillopora_meandrina_HIv1___Sc0000013:8279316-8279798	Cluster_3953	N	419	773	135	620	1174
Pocillopora_meandrina_HIv1___Sc0000013:8350706-8351129	Cluster_3954	N	139	89	22	42	93
Pocillopora_meandrina_HIv1___Sc0000013:8717883-8718310	Cluster_3955	N	53	1	5	53	0
Pocillopora_meandrina_HIv1___Sc0000013:8718535-8719582	Cluster_3956	N	263	192	235	453	73
Pocillopora_meandrina_HIv1___Sc0000013:8784465-8784953	Cluster_3957	N	149	44	124	142	2
Pocillopora_meandrina_HIv1___Sc0000013:8948806-8949223	Cluster_3958	N	36	21	28	51	23
Pocillopora_meandrina_HIv1___Sc0000013:9076660-9078397	Cluster_3959	N	705	426	764	644	240
Pocillopora_meandrina_HIv1___Sc0000013:9180154-9180831	Cluster_3960	N	2195	704	2205	2399	615
Pocillopora_meandrina_HIv1___Sc0000013:9180909-9181394	Cluster_3961	N	103	65	80	89	26
Pocillopora_meandrina_HIv1___Sc0000013:9289978-9290404	Cluster_3962	N	3	1	0	211	0
Pocillopora_meandrina_HIv1___Sc0000013:9301023-9301721	Cluster_3963	N	2015	33	550	503	454
Pocillopora_meandrina_HIv1___Sc0000013:9512978-9513626	Cluster_3964	N	25	302	7	121	68
Pocillopora_meandrina_HIv1___Sc0000013:9530869-9531293	Cluster_3965	N	4	25	1	14	32
Pocillopora_meandrina_HIv1___Sc0000013:9653262-9653875	Cluster_3966	N	461	247	712	483	85
Pocillopora_meandrina_HIv1___Sc0000013:9815081-9815510	Cluster_3967	N	11	5	60	94	7
Pocillopora_meandrina_HIv1___Sc0000014:12879-13299	Cluster_3968	N	4	57	20	0	1
Pocillopora_meandrina_HIv1___Sc0000014:45179-45605	Cluster_3969	N	28	33	66	59	51
Pocillopora_meandrina_HIv1___Sc0000014:84566-84988	Cluster_3970	N	1	0	0	397	4
Pocillopora_meandrina_HIv1___Sc0000014:96182-96699	Cluster_3971	N	15	52	26	292	54
Pocillopora_meandrina_HIv1___Sc0000014:137727-138140	Cluster_3972	N	5	0	0	1	108
Pocillopora_meandrina_HIv1___Sc0000014:428538-428967	Cluster_3973	N	0	5	113	5	3
Pocillopora_meandrina_HIv1___Sc0000014:465769-467126	Cluster_3974	N	185	85	162	1299	156
Pocillopora_meandrina_HIv1___Sc0000014:467823-468252	Cluster_3975	N	58	4	205	21	66
Pocillopora_meandrina_HIv1___Sc0000014:489097-489920	Cluster_3976	N	5	7	221	14	108
Pocillopora_meandrina_HIv1___Sc0000014:489970-490592	Cluster_3977	N	2	3	577	5	196
Pocillopora_meandrina_HIv1___Sc0000014:512220-512756	Cluster_3978	N	251	298	283	719	1120
Pocillopora_meandrina_HIv1___Sc0000014:516209-516686	Cluster_3979	N	13	76	27	31	119
Pocillopora_meandrina_HIv1___Sc0000014:660803-661232	Cluster_3980	N	0	0	0	99	1
Pocillopora_meandrina_HIv1___Sc0000014:700715-701118	Cluster_3981	N	6	15	18	32	61
Pocillopora_meandrina_HIv1___Sc0000014:701482-702103	Cluster_3982	N	373	877	367	788	1841
Pocillopora_meandrina_HIv1___Sc0000014:764543-764990	Cluster_3983	N	480	535	421	334	383
Pocillopora_meandrina_HIv1___Sc0000014:805530-805955	Cluster_3984	N	89	13	82	20	93
Pocillopora_meandrina_HIv1___Sc0000014:806678-807105	Cluster_3985	N	47	1	81	0	1
Pocillopora_meandrina_HIv1___Sc0000014:838169-838597	Cluster_3986	N	63	12	37	37	6
Pocillopora_meandrina_HIv1___Sc0000014:881327-881750	Cluster_3987	N	0	1	105	7	189
Pocillopora_meandrina_HIv1___Sc0000014:1068863-1069286	Cluster_3988	N	81	8	12	80	19
Pocillopora_meandrina_HIv1___Sc0000014:1099106-1100430	Cluster_3989	N	66	44	614	861	18
Pocillopora_meandrina_HIv1___Sc0000014:1100711-1101459	Cluster_3990	N	21	24	436	375	2
Pocillopora_meandrina_HIv1___Sc0000014:1121523-1122112	Cluster_3991	N	43	6	117	31	0
Pocillopora_meandrina_HIv1___Sc0000014:1134417-1135055	Cluster_3992	N	223	256	41	18	8
Pocillopora_meandrina_HIv1___Sc0000014:1307073-1307494	Cluster_3993	N	14	1	2	142	0
Pocillopora_meandrina_HIv1___Sc0000014:1451321-1451767	Cluster_3994	N	275	75	2	143	2
Pocillopora_meandrina_HIv1___Sc0000014:1452037-1452460	Cluster_3995	N	0	122	0	0	3
Pocillopora_meandrina_HIv1___Sc0000014:1658721-1659147	Cluster_3996	N	166	7	3	6	14
Pocillopora_meandrina_HIv1___Sc0000014:1698695-1699129	Cluster_3997	N	144	388	3	3	0
Pocillopora_meandrina_HIv1___Sc0000014:1701276-1701705	Cluster_3998	N	31	11	174	12	4
Pocillopora_meandrina_HIv1___Sc0000014:1705301-1705720	Cluster_3999	N	54	14	29	16	6
Pocillopora_meandrina_HIv1___Sc0000014:1708938-1710452	Cluster_4000	N	194	55	994	1761	348
Pocillopora_meandrina_HIv1___Sc0000014:1715489-1716088	Cluster_4001	N	217	41	275	96	40
Pocillopora_meandrina_HIv1___Sc0000014:1718239-1718664	Cluster_4002	N	43	7	37	17	3
Pocillopora_meandrina_HIv1___Sc0000014:1719216-1719928	Cluster_4003	N	260	31	272	433	184
Pocillopora_meandrina_HIv1___Sc0000014:1720058-1720588	Cluster_4004	N	186	46	114	84	33
Pocillopora_meandrina_HIv1___Sc0000014:1721685-1722209	Cluster_4005	N	130	34	75	91	25
Pocillopora_meandrina_HIv1___Sc0000014:1725116-1725543	Cluster_4006	N	87	22	41	26	9
Pocillopora_meandrina_HIv1___Sc0000014:1726849-1727274	Cluster_4007	N	52	13	12	58	6
Pocillopora_meandrina_HIv1___Sc0000014:1730237-1730740	Cluster_4008	N	348	304	192	1197	79
Pocillopora_meandrina_HIv1___Sc0000014:1736983-1737940	Cluster_4009	N	43	20	133	1564	18
Pocillopora_meandrina_HIv1___Sc0000014:1740024-1742285	Cluster_4010	N	2631	105	2036	2092	79
Pocillopora_meandrina_HIv1___Sc0000014:1750909-1751877	Cluster_4011	N	12	121	111	399	165
Pocillopora_meandrina_HIv1___Sc0000014:1751983-1752677	Cluster_4012	N	8	121	17	1591	354
